"","gene","n_TE_hits","repeat_classes"
"1603","AT1G62910",3,"SINE/tRNA, LTR/Copia, LINE/unknown"
"1604","AT1G62914",1,"LINE/unknown"
"1605","AT1G62930",2,"SINE/tRNA, LTR/Copia"
"1606","AT1G64030",2,"LTR/unknown, LTR/Copia"
"1607","AT2G15010",1,"LTR/Copia"
"1608","AT2G24615",2,"DNA/Helitron"
"1609","AT2G24625",1,"DNA/Helitron"
"1610","AT2G29350",1,"SINE/tRNA"
"1611","AT2G29360",1,"SINE/tRNA"
"1612","AT3G22040",4,"DNA/Helitron"
"1613","AT3G22050",1,"LTR/unknown"
"1614","AT4G04110",5,"LTR/Copia"
"1615","AT4G11760",2,"LTR/Copia"
"1616","AT4G19720",1,"SINE/tRNA"
"1617","AT4G19730",3,"DNA/MULE-MuDR, LTR/Gypsy"
"1618","AT4G19750",2,"SINE/tRNA, LTR/Ty3"
"1619","AT4G19770",2,"LTR/Copia"
"1620","AT4G20530",1,"DNA/Helitron"
"1621","AT4G20580",1,"DNA/Helitron"
"1622","AT4G20670",1,"DNA/Helitron"
"1623","AT5G17890",3,"DNA/Helitron"
"1624","AT5G34828",6,"LTR/unknown, LTR/Copia, LTR/Ty3"
"1625","AT5G36910",2,"LTR/unknown, LTR/Ty3"
"1626","AT5G38550",1,"LINE/L1"
"1627","AT5G39330",1,"DNA/Helitron"
"1628","AT5G41170",1,"DNA/Helitron"
"1629","AT5G42232",1,"DNA/Helitron"
"1630","AT5G44430",3,"DNA/Helitron"
"1631","AT1G12300",1,"LINE/unknown"
"1632","AT1G33220",2,"LINE/L1"
"1633","AT1G34792",1,"LTR/Gypsy"
"1634","AT1G34795",2,"LTR/Gypsy"
"1635","AT1G34800",3,"LTR/Gypsy"
"1636","AT1G34805",1,"LTR/Gypsy"
"1637","AT1G34810",4,"DNA/Helitron, LTR/Gypsy"
"1638","AT1G34825",8,"DNA/Helitron, LTR/Gypsy"
"1639","AT1G34830",6,"DNA/Helitron, LTR/Gypsy"
"1640","AT1G34840",4,"DNA/Helitron, LTR/Gypsy"
"1641","AT1G58242",4,"LTR/Ty3, LTR/unknown, LTR/Copia"
"1642","AT1G60095",1,"SINE/tRNA"
"1643","AT1G62930",2,"SINE/tRNA, LTR/Copia"
"1644","AT2G03913",3,"DNA/Helitron"
"1645","AT2G03933",2,"DNA/Helitron"
"1646","AT2G03937",3,"DNA/Helitron"
"1647","AT2G15010",3,"LTR/Copia"
"1648","AT2G24615",2,"DNA/Helitron"
"1649","AT2G24625",1,"DNA/Helitron"
"1650","AT2G29350",2,"LINE/unknown, SINE/tRNA"
"1651","AT2G29360",1,"SINE/tRNA"
"1652","AT3G22040",1,"LTR/unknown"
"1653","AT3G22050",3,"LTR/unknown, DNA/Helitron"
"1654","AT3G22053",3,"DNA/Helitron"
"1655","AT3G60700",1,"LTR/Copia"
"1656","AT4G04110",5,"LTR/Copia"
"1657","AT4G11760",2,"LTR/Copia"
"1658","AT4G19720",1,"SINE/tRNA"
"1659","AT4G19730",2,"LTR/Gypsy"
"1660","AT4G19750",2,"SINE/tRNA, LTR/Ty3"
"1661","AT4G19770",2,"LTR/Copia"
"1662","AT4G19810",1,"DNA/Helitron"
"1663","AT5G17890",2,"DNA/Helitron"
"1664","AT5G34828",4,"LTR/Ty3, LTR/unknown, LTR/Copia"
"1665","AT5G36910",2,"LTR/unknown, LTR/Ty3"
"1666","AT5G38550",1,"LINE/L1"
"1667","AT5G39330",1,"DNA/Helitron"
"1668","AT5G39365",2,"LTR/Copia"
"1669","AT5G41170",1,"DNA/Helitron"
"1670","AT5G44430",3,"DNA/Helitron"
"1671","AT1G12300",1,"LINE/unknown"
"1672","AT1G33220",2,"LINE/unknown, LINE/L1"
"1673","AT1G57570",1,"LINE/unknown"
"1674","AT1G58242",2,"LTR/unknown, LTR/Copia"
"1675","AT1G60095",1,"SINE/tRNA"
"1676","AT1G62680",1,"LTR/Copia"
"1677","AT1G62910",1,"LINE/unknown"
"1678","AT1G62914",1,"LINE/unknown"
"1679","AT1G62930",3,"LINE/L1, LTR/Copia, LINE/unknown"
"1680","AT1G63400",1,"LINE/unknown"
"1681","AT2G03913",1,"DNA/Helitron"
"1682","AT2G15010",1,"LTR/Copia"
"1683","AT2G24615",1,"DNA/Helitron"
"1684","AT2G24625",3,"LTR/Gypsy, LTR/Ty3, DNA/Helitron"
"1685","AT2G29350",1,"SINE/tRNA"
"1686","AT2G29360",1,"SINE/tRNA"
"1687","AT4G04110",5,"LTR/Copia"
"1688","AT4G19720",1,"SINE/tRNA"
"1689","AT4G19730",2,"LTR/Gypsy"
"1690","AT4G19750",2,"SINE/tRNA, LTR/Ty3"
"1691","AT4G19770",2,"LTR/Copia"
"1692","AT5G17890",3,"DNA/Helitron"
"1693","AT5G34828",6,"LTR/unknown, LTR/Copia, LTR/Ty3"
"1694","AT5G36910",2,"LTR/unknown, LTR/Ty3"
"1695","AT5G38550",1,"LINE/L1"
"1696","AT5G39330",1,"DNA/Helitron"
"1697","AT5G39365",2,"LTR/Copia"
"1698","AT5G42232",1,"DNA/Helitron"
"1699","AT1G12300",1,"LINE/unknown"
"1700","AT1G33220",3,"LINE/unknown, LINE/L1"
"1701","AT1G34792",1,"LTR/Gypsy"
"1702","AT1G34795",2,"LTR/Gypsy"
"1703","AT1G34800",3,"LTR/Gypsy"
"1704","AT1G34805",1,"LTR/Gypsy"
"1705","AT1G34825",4,"LTR/Gypsy"
"1706","AT1G34830",2,"LTR/Gypsy"
"1707","AT1G34840",1,"LTR/Gypsy"
"1708","AT1G35035",1,"LTR/Gypsy"
"1709","AT1G58242",4,"LTR/Ty3, LTR/unknown, LTR/Copia"
"1710","AT1G60095",1,"SINE/tRNA"
"1711","AT1G62680",1,"LTR/Copia"
"1712","AT1G62910",1,"LINE/unknown"
"1713","AT1G62914",2,"LTR/Copia"
"1714","AT1G62930",3,"SINE/tRNA, LTR/Copia, LINE/unknown"
"1715","AT2G03913",1,"DNA/Helitron"
"1716","AT2G15010",1,"LTR/Copia"
"1717","AT2G24615",1,"DNA/Helitron"
"1718","AT2G24625",1,"DNA/Helitron"
"1719","AT2G29350",1,"SINE/tRNA"
"1720","AT2G29360",1,"SINE/tRNA"
"1721","AT3G22040",1,"LTR/unknown"
"1722","AT3G22050",3,"LTR/unknown, DNA/Helitron"
"1723","AT3G22053",3,"DNA/Helitron"
"1724","AT4G04110",5,"LTR/Copia"
"1725","AT4G11760",2,"LTR/Copia"
"1726","AT4G19720",1,"SINE/tRNA"
"1727","AT4G19730",1,"LTR/Gypsy"
"1728","AT4G19750",2,"SINE/tRNA, LTR/Ty3"
"1729","AT4G19770",2,"LTR/Copia"
"1730","AT4G20530",2,"DNA/Helitron"
"1731","AT4G20540",1,"DNA/Helitron"
"1732","AT4G20550",1,"DNA/Helitron"
"1733","AT4G20560",1,"DNA/Helitron"
"1734","AT4G20570",1,"DNA/Helitron"
"1735","AT4G20580",7,"DNA/Helitron"
"1736","AT4G20590",1,"DNA/Helitron"
"1737","AT4G20600",1,"DNA/Helitron"
"1738","AT4G20610",1,"DNA/Helitron"
"1739","AT4G20620",1,"DNA/Helitron"
"1740","AT4G20630",1,"DNA/Helitron"
"1741","AT4G20640",1,"DNA/Helitron"
"1742","AT4G20645",8,"DNA/Helitron"
"1743","AT4G20670",15,"DNA/Helitron"
"1744","AT4G20680",1,"LTR/Ty3"
"1745","AT5G17890",3,"DNA/Helitron"
"1746","AT5G34828",4,"LTR/Ty3, LTR/unknown, LTR/Copia"
"1747","AT5G36910",2,"LTR/unknown, LTR/Ty3"
"1748","AT5G38550",1,"LINE/L1"
"1749","AT5G39330",1,"DNA/Helitron"
"1750","AT5G41170",1,"DNA/Helitron"
"1751","AT5G42232",1,"DNA/Helitron"
"1752","AT1G12300",1,"LINE/unknown"
"1753","AT1G33220",2,"LINE/unknown, LINE/L1"
"1754","AT1G34792",1,"LTR/Gypsy"
"1755","AT1G34795",2,"LTR/Gypsy"
"1756","AT1G34800",3,"LTR/Gypsy"
"1757","AT1G34805",1,"LTR/Gypsy"
"1758","AT1G34810",4,"DNA/Helitron, LTR/Gypsy"
"1759","AT1G34825",8,"DNA/Helitron, LTR/Gypsy"
"1760","AT1G34830",6,"DNA/Helitron, LTR/Gypsy"
"1761","AT1G34840",4,"DNA/Helitron, LTR/Gypsy"
"1762","AT1G58242",4,"LTR/Ty3, LTR/unknown, LTR/Copia"
"1763","AT1G62910",1,"LINE/unknown"
"1764","AT1G62914",1,"LINE/unknown"
"1765","AT1G62930",3,"SINE/tRNA, LTR/Copia, LINE/unknown"
"1766","AT1G63400",1,"LINE/unknown"
"1767","AT1G64030",2,"LTR/unknown, LTR/Copia"
"1768","AT2G03913",3,"DNA/Helitron"
"1769","AT2G03933",2,"DNA/Helitron"
"1770","AT2G03937",2,"DNA/Helitron"
"1771","AT2G15010",1,"LTR/Copia"
"1772","AT2G24615",2,"DNA/Helitron"
"1773","AT2G24625",1,"DNA/Helitron"
"1774","AT2G29350",2,"LINE/unknown, SINE/tRNA"
"1775","AT2G29360",1,"SINE/tRNA"
"1776","AT3G22040",1,"LTR/unknown"
"1777","AT3G22050",3,"LTR/unknown, DNA/Helitron"
"1778","AT3G22053",3,"DNA/Helitron"
"1779","AT3G60700",1,"LINE/unknown"
"1780","AT4G04110",5,"LTR/Copia"
"1781","AT4G11760",2,"LTR/Copia"
"1782","AT4G19720",1,"SINE/tRNA"
"1783","AT4G19730",1,"LTR/Gypsy"
"1784","AT4G19750",2,"SINE/tRNA, LTR/Ty3"
"1785","AT4G19770",2,"LTR/Copia"
"1786","AT4G20530",1,"DNA/Helitron"
"1787","AT4G20580",1,"DNA/Helitron"
"1788","AT4G20670",1,"DNA/Helitron"
"1789","AT4G20680",1,"LTR/Ty3"
"1790","AT5G17890",1,"DNA/Helitron"
"1791","AT5G34828",4,"LTR/Ty3, LTR/unknown, LTR/Copia"
"1792","AT5G36910",2,"LTR/unknown, LTR/Ty3"
"1793","AT5G38540",6,"DNA/Helitron"
"1794","AT5G38550",2,"LINE/L1"
"1795","AT5G39330",1,"DNA/Helitron"
"1796","AT5G41170",1,"DNA/Helitron"
"1797","AT1G12300",1,"LINE/unknown"
"1798","AT1G33220",2,"LINE/unknown, LINE/L1"
"1799","AT1G34792",1,"LTR/Gypsy"
"1800","AT1G34795",2,"LTR/Gypsy"
"1801","AT1G34800",3,"LTR/Gypsy"
"1802","AT1G34805",4,"DNA/Helitron, LTR/Gypsy"
"1803","AT1G34825",7,"DNA/Helitron, LTR/Gypsy"
"1804","AT1G34830",5,"DNA/Helitron, LTR/Gypsy"
"1805","AT1G34840",4,"DNA/Helitron, LTR/Gypsy"
"1806","AT1G45063",1,"DNA/Helitron"
"1807","AT1G58242",2,"LTR/unknown, LTR/Copia"
"1808","AT1G60095",1,"SINE/tRNA"
"1809","AT1G62910",3,"SINE/tRNA, LTR/Copia, LINE/unknown"
"1810","AT1G62914",1,"LINE/unknown"
"1811","AT1G62930",2,"SINE/tRNA, LTR/Copia"
"1812","AT1G64030",2,"LTR/unknown, LTR/Copia"
"1813","AT2G03913",3,"DNA/Helitron"
"1814","AT2G03933",2,"DNA/Helitron"
"1815","AT2G03937",3,"DNA/Helitron"
"1816","AT2G15010",1,"LTR/Copia"
"1817","AT2G24615",2,"DNA/Helitron"
"1818","AT2G24625",1,"DNA/Helitron"
"1819","AT2G29350",2,"LINE/unknown, SINE/tRNA"
"1820","AT2G29360",1,"SINE/tRNA"
"1821","AT3G22053",3,"DNA/Helitron"
"1822","AT4G04110",5,"LTR/Copia"
"1823","AT4G11760",2,"LTR/Copia"
"1824","AT4G19720",1,"SINE/tRNA"
"1825","AT4G19730",2,"LTR/Gypsy"
"1826","AT4G19750",2,"SINE/tRNA, LTR/Ty3"
"1827","AT4G19760",2,"SINE/tRNA, LTR/Ty3"
"1828","AT4G19770",2,"LTR/Copia"
"1829","AT4G20530",2,"DNA/Helitron, LTR/Ty3"
"1830","AT4G20580",2,"DNA/Helitron, LTR/Ty3"
"1831","AT4G20670",2,"DNA/Helitron, LTR/Ty3"
"1832","AT5G34828",6,"LTR/unknown, LTR/Copia, LTR/Ty3"
"1833","AT5G36910",2,"LTR/unknown, LTR/Ty3"
"1834","AT5G38550",2,"LINE/L1"
"1835","AT5G39330",1,"DNA/Helitron"
"1836","AT5G41170",1,"DNA/Helitron"
"1837","AT5G45260",1,"LTR/Copia"
"1838","AT1G12300",1,"LINE/unknown"
"1839","AT1G33220",2,"LINE/unknown, LINE/L1"
"1840","AT1G34792",1,"LTR/Gypsy"
"1841","AT1G34795",2,"LTR/Gypsy"
"1842","AT1G34800",3,"LTR/Gypsy"
"1843","AT1G34805",1,"LTR/Gypsy"
"1844","AT1G34810",1,"LTR/Gypsy"
"1845","AT1G34815",1,"LTR/Gypsy"
"1846","AT1G34820",1,"LTR/Gypsy"
"1847","AT1G34825",8,"LTR/Gypsy"
"1848","AT1G34830",7,"LTR/Gypsy"
"1849","AT1G34840",6,"DNA/Helitron, LTR/Gypsy"
"1850","AT1G34860",4,"DNA/Helitron, LTR/Gypsy"
"1851","AT1G35035",1,"LTR/Gypsy"
"1852","AT1G58242",6,"LTR/Ty3, LTR/unknown, LTR/Copia"
"1853","AT1G60095",1,"SINE/tRNA"
"1854","AT1G62930",2,"SINE/tRNA, LTR/Copia"
"1855","AT2G03913",2,"DNA/Helitron"
"1856","AT2G03933",2,"DNA/Helitron"
"1857","AT2G03937",3,"DNA/Helitron"
"1858","AT2G15010",1,"LTR/Copia"
"1859","AT2G24615",1,"DNA/Helitron"
"1860","AT2G24625",1,"DNA/Helitron"
"1861","AT2G29170",2,"LTR/Copia"
"1862","AT2G29350",1,"SINE/tRNA"
"1863","AT2G29360",1,"SINE/tRNA"
"1864","AT3G22040",1,"LTR/unknown"
"1865","AT3G22050",3,"LTR/unknown, DNA/Helitron"
"1866","AT3G22053",3,"DNA/Helitron"
"1867","AT4G04110",5,"LTR/Copia"
"1868","AT4G19720",1,"SINE/tRNA"
"1869","AT4G19730",1,"LTR/Gypsy"
"1870","AT4G19750",2,"SINE/tRNA, LTR/Ty3"
"1871","AT4G19770",2,"LTR/Copia"
"1872","AT4G20530",2,"DNA/Helitron"
"1873","AT4G20540",1,"DNA/Helitron"
"1874","AT4G20550",1,"DNA/Helitron"
"1875","AT4G20560",1,"DNA/Helitron"
"1876","AT4G20570",1,"DNA/Helitron"
"1877","AT4G20580",7,"DNA/Helitron"
"1878","AT4G20590",1,"DNA/Helitron"
"1879","AT4G20600",1,"DNA/Helitron"
"1880","AT4G20610",1,"DNA/Helitron"
"1881","AT4G20620",1,"DNA/Helitron"
"1882","AT4G20630",1,"DNA/Helitron"
"1883","AT4G20640",1,"DNA/Helitron"
"1884","AT4G20645",8,"DNA/Helitron"
"1885","AT4G20670",15,"DNA/Helitron"
"1886","AT4G20680",1,"LTR/Ty3"
"1887","AT5G17890",1,"DNA/Helitron"
"1888","AT5G34828",6,"LTR/unknown, LTR/Copia, LTR/Ty3"
"1889","AT5G36910",2,"LTR/unknown, LTR/Ty3"
"1890","AT5G38550",1,"LINE/L1"
"1891","AT5G39330",1,"DNA/Helitron"
"1892","AT5G41170",1,"DNA/Helitron"
"1893","AT1G12300",1,"LINE/unknown"
"1894","AT1G33220",2,"LINE/unknown, LINE/L1"
"1895","AT1G34792",1,"LTR/Gypsy"
"1896","AT1G34795",2,"LTR/Gypsy"
"1897","AT1G34800",3,"LTR/Gypsy"
"1898","AT1G34805",1,"LTR/Gypsy"
"1899","AT1G34810",1,"LTR/Gypsy"
"1900","AT1G34815",1,"LTR/Gypsy"
"1901","AT1G34820",1,"LTR/Gypsy"
"1902","AT1G34825",8,"LTR/Gypsy"
"1903","AT1G34830",7,"LTR/Gypsy"
"1904","AT1G34840",6,"DNA/Helitron, LTR/Gypsy"
"1905","AT1G34860",4,"DNA/Helitron, LTR/Gypsy"
"1906","AT1G35035",1,"LTR/Gypsy"
"1907","AT1G58242",2,"LTR/unknown, LTR/Copia"
"1908","AT1G60095",1,"SINE/tRNA"
"1909","AT1G62680",1,"LTR/Copia"
"1910","AT1G62910",3,"SINE/tRNA, LTR/Copia, LINE/unknown"
"1911","AT1G62914",1,"LINE/unknown"
"1912","AT1G62930",3,"LINE/unknown, SINE/tRNA, LTR/Copia"
"1913","AT1G63070",1,"LINE/unknown"
"1914","AT1G64030",2,"LTR/unknown, LTR/Copia"
"1915","AT2G03913",3,"DNA/Helitron"
"1916","AT2G03933",2,"DNA/Helitron"
"1917","AT2G03937",3,"DNA/Helitron"
"1918","AT2G14540",1,"LTR/Copia"
"1919","AT2G15010",1,"LTR/Copia"
"1920","AT2G24615",1,"DNA/Helitron"
"1921","AT2G24625",1,"DNA/Helitron"
"1922","AT2G29350",1,"SINE/tRNA"
"1923","AT2G29360",1,"SINE/tRNA"
"1924","AT3G22040",1,"LTR/unknown"
"1925","AT3G22050",3,"LTR/unknown, DNA/Helitron"
"1926","AT3G22053",3,"DNA/Helitron"
"1927","AT3G60700",1,"LTR/Copia"
"1928","AT4G04110",5,"LTR/Copia"
"1929","AT4G11760",2,"LTR/Copia"
"1930","AT4G19720",1,"SINE/tRNA"
"1931","AT4G19730",1,"LTR/Gypsy"
"1932","AT4G19750",2,"SINE/tRNA, LTR/Ty3"
"1933","AT4G20530",3,"DNA/Helitron, LTR/Ty3"
"1934","AT4G20540",1,"LINE/L1"
"1935","AT4G20580",3,"LINE/L1, DNA/Helitron"
"1936","AT4G20670",4,"LINE/L1, DNA/Helitron, LTR/Ty3"
"1937","AT5G17890",3,"DNA/Helitron"
"1938","AT5G34828",4,"LTR/Ty3, LTR/unknown, LTR/Copia"
"1939","AT5G36910",3,"LTR/unknown, LTR/Ty3, DNA/Helitron"
"1940","AT5G38550",1,"LINE/L1"
"1941","AT5G39330",1,"DNA/Helitron"
"1942","AT5G41170",1,"DNA/Helitron"
"1943","AT1G12300",1,"LINE/unknown"
"1944","AT1G33220",3,"LTR/Gypsy, LTR/Ty3, LINE/L1"
"1945","AT1G58242",4,"LTR/Ty3, LTR/unknown, LTR/Copia"
"1946","AT1G60095",1,"SINE/tRNA"
"1947","AT1G62680",1,"LTR/Copia"
"1948","AT1G62910",3,"SINE/tRNA, LTR/Copia, LINE/unknown"
"1949","AT1G62914",1,"LINE/unknown"
"1950","AT1G62930",2,"SINE/tRNA, LTR/Copia"
"1951","AT1G64030",2,"DNA/Helitron"
"1952","AT2G03913",3,"DNA/Helitron"
"1953","AT2G03933",2,"DNA/Helitron"
"1954","AT2G03937",3,"DNA/Helitron"
"1955","AT2G03955",1,"DNA/Helitron"
"1956","AT2G15010",3,"LTR/Copia"
"1957","AT2G24615",1,"DNA/Helitron"
"1958","AT2G24625",3,"LTR/Gypsy, LTR/Ty3, DNA/Helitron"
"1959","AT2G29350",2,"LINE/unknown, SINE/tRNA"
"1960","AT2G29360",1,"SINE/tRNA"
"1961","AT3G22053",3,"DNA/Helitron"
"1962","AT3G60700",1,"LTR/Copia"
"1963","AT4G04110",5,"LTR/Copia"
"1964","AT4G11760",2,"LTR/Copia"
"1965","AT4G19720",1,"SINE/tRNA"
"1966","AT4G19730",1,"LTR/Gypsy"
"1967","AT4G19750",2,"SINE/tRNA, LTR/Ty3"
"1968","AT5G17890",2,"DNA/Helitron"
"1969","AT5G34828",4,"LTR/Ty3, LTR/unknown, LTR/Copia"
"1970","AT5G36910",2,"LTR/unknown, LTR/Ty3"
"1971","AT5G38550",1,"LINE/L1"
"1972","AT5G39330",1,"DNA/Helitron"
"1973","AT5G39365",2,"LTR/Copia"
"1974","AT5G44430",3,"DNA/Helitron"
"1975","AT1G12300",1,"LINE/unknown"
"1976","AT1G33220",3,"LTR/Gypsy, LTR/Ty3, LINE/L1"
"1977","AT1G34792",1,"LTR/Gypsy"
"1978","AT1G34795",2,"LTR/Gypsy"
"1979","AT1G34800",3,"LTR/Gypsy"
"1980","AT1G34805",1,"LTR/Gypsy"
"1981","AT1G34810",1,"LTR/Gypsy"
"1982","AT1G34825",5,"LTR/Gypsy"
"1983","AT1G34830",3,"LTR/Gypsy"
"1984","AT1G58242",4,"LTR/Ty3, LTR/unknown, LTR/Copia"
"1985","AT1G60095",1,"SINE/tRNA"
"1986","AT1G62680",1,"LTR/Copia"
"1987","AT1G62910",3,"SINE/tRNA, LTR/Copia, LINE/unknown"
"1988","AT1G62930",3,"SINE/tRNA, LTR/Copia, LINE/unknown"
"1989","AT1G64030",2,"DNA/Helitron"
"1990","AT1G70040",2,"LTR/Copia"
"1991","AT2G15010",1,"LTR/Copia"
"1992","AT2G24615",2,"DNA/Helitron"
"1993","AT2G24625",1,"DNA/Helitron"
"1994","AT2G29350",1,"SINE/tRNA"
"1995","AT2G29360",1,"SINE/tRNA"
"1996","AT3G22040",1,"LTR/unknown"
"1997","AT3G22050",3,"LTR/unknown, DNA/Helitron"
"1998","AT3G22053",3,"DNA/Helitron"
"1999","AT3G60700",1,"LINE/L1"
"2000","AT4G04110",5,"LTR/Copia"
"2001","AT4G11760",2,"LTR/Copia"
"2002","AT4G19720",1,"SINE/tRNA"
"2003","AT4G19730",2,"LTR/Gypsy"
"2004","AT4G19750",2,"SINE/tRNA, LTR/Ty3"
"2005","AT4G19770",2,"LTR/Copia"
"2006","AT4G20530",2,"DNA/Helitron"
"2007","AT4G20540",1,"DNA/Helitron"
"2008","AT4G20550",1,"DNA/Helitron"
"2009","AT4G20560",1,"DNA/Helitron"
"2010","AT4G20570",1,"DNA/Helitron"
"2011","AT4G20580",7,"DNA/Helitron"
"2012","AT4G20590",1,"DNA/Helitron"
"2013","AT4G20600",1,"DNA/Helitron"
"2014","AT4G20610",2,"DNA/Helitron, LTR/Ty3"
"2015","AT4G20645",5,"DNA/Helitron, LTR/Ty3"
"2016","AT4G20670",11,"DNA/Helitron, LTR/Ty3"
"2017","AT5G17890",2,"DNA/Helitron"
"2018","AT5G34828",4,"LTR/Ty3, LTR/unknown, LTR/Copia"
"2019","AT5G36910",2,"LTR/unknown, LTR/Ty3"
"2020","AT5G38350",1,"DNA/MULE-MuDR"
"2021","AT5G38550",1,"LINE/L1"
"2022","AT5G39330",1,"DNA/Helitron"
"2023","AT5G41170",1,"DNA/Helitron"
"2024","AT1G12300",1,"LINE/unknown"
"2025","AT1G33220",2,"LINE/unknown, LINE/L1"
"2026","AT1G34792",1,"LTR/Gypsy"
"2027","AT1G34795",2,"LTR/Gypsy"
"2028","AT1G34800",3,"LTR/Gypsy"
"2029","AT1G34805",1,"LTR/Gypsy"
"2030","AT1G34810",3,"DNA/Helitron, LTR/Gypsy"
"2031","AT1G34825",8,"DNA/Helitron, LTR/Gypsy"
"2032","AT1G34830",6,"DNA/Helitron, LTR/Gypsy"
"2033","AT1G34840",3,"DNA/Helitron, LTR/Gypsy"
"2034","AT1G58242",2,"LTR/unknown, LTR/Copia"
"2035","AT1G60095",1,"SINE/tRNA"
"2036","AT1G62680",1,"LTR/Copia"
"2037","AT1G62910",1,"LINE/unknown"
"2038","AT1G62914",1,"LINE/unknown"
"2039","AT1G62930",4,"SINE/tRNA, LTR/Copia, LINE/unknown"
"2040","AT1G63130",1,"LTR/Copia"
"2041","AT2G03913",3,"DNA/Helitron"
"2042","AT2G03933",2,"DNA/Helitron"
"2043","AT2G03937",4,"DNA/Helitron"
"2044","AT2G15010",1,"LTR/Copia"
"2045","AT2G24615",2,"DNA/Helitron"
"2046","AT2G24625",1,"DNA/Helitron"
"2047","AT2G29350",1,"SINE/tRNA"
"2048","AT2G29360",1,"SINE/tRNA"
"2049","AT3G22040",1,"LTR/unknown"
"2050","AT3G22050",3,"LTR/unknown, DNA/Helitron"
"2051","AT3G22053",3,"DNA/Helitron"
"2052","AT3G60700",1,"LTR/Copia"
"2053","AT4G04110",5,"LTR/Copia"
"2054","AT4G11760",2,"LTR/Copia"
"2055","AT4G19720",1,"SINE/tRNA"
"2056","AT4G19730",2,"LTR/Gypsy"
"2057","AT4G19750",2,"SINE/tRNA, LTR/Ty3"
"2058","AT4G19770",2,"LTR/Copia"
"2059","AT4G20530",1,"LINE/L1"
"2060","AT4G20580",1,"LINE/L1"
"2061","AT4G20670",1,"LINE/L1"
"2062","AT5G34828",6,"LTR/unknown, LTR/Copia, LTR/Ty3"
"2063","AT5G36910",2,"LTR/unknown, LTR/Ty3"
"2064","AT5G38550",1,"LINE/L1"
"2065","AT5G39330",1,"DNA/Helitron"
"2066","AT5G41170",1,"DNA/Helitron"
"2067","AT1G12300",1,"LINE/unknown"
"2068","AT1G33220",3,"LTR/Gypsy, LTR/Ty3, LINE/L1"
"2069","AT1G34792",1,"LTR/Gypsy"
"2070","AT1G34795",2,"LTR/Gypsy"
"2071","AT1G34800",3,"LTR/Gypsy"
"2072","AT1G34805",1,"LTR/Gypsy"
"2073","AT1G34825",4,"LTR/Gypsy"
"2074","AT1G34830",2,"LTR/Gypsy"
"2075","AT1G34840",1,"LTR/Gypsy"
"2076","AT1G35035",1,"LTR/Gypsy"
"2077","AT1G45063",1,"DNA/Helitron"
"2078","AT1G58242",3,"LTR/Ty3, LTR/unknown, LTR/Copia"
"2079","AT1G60095",1,"SINE/tRNA"
"2080","AT1G62670",1,"LINE/unknown"
"2081","AT1G62680",1,"LTR/Copia"
"2082","AT1G62910",2,"LTR/Copia, SINE/tRNA"
"2083","AT1G62914",1,"LINE/unknown"
"2084","AT1G62930",2,"LTR/Copia, SINE/tRNA"
"2085","AT1G64030",2,"LTR/unknown, LTR/Copia"
"2086","AT2G03913",2,"DNA/Helitron"
"2087","AT2G03933",2,"DNA/Helitron"
"2088","AT2G03937",3,"DNA/Helitron"
"2089","AT2G15010",1,"LTR/Copia"
"2090","AT2G24615",2,"DNA/Helitron"
"2091","AT2G24625",1,"DNA/Helitron"
"2092","AT2G29350",2,"LINE/unknown, SINE/tRNA"
"2093","AT2G29360",1,"SINE/tRNA"
"2094","AT3G22040",1,"LTR/unknown"
"2095","AT3G22050",3,"LTR/unknown, DNA/Helitron"
"2096","AT3G22053",3,"DNA/Helitron"
"2097","AT3G60700",1,"LTR/Copia"
"2098","AT4G04110",5,"LTR/Copia"
"2099","AT4G11760",2,"LTR/Copia"
"2100","AT4G19720",1,"SINE/tRNA"
"2101","AT4G19730",1,"LTR/Gypsy"
"2102","AT4G19750",2,"SINE/tRNA, LTR/Ty3"
"2103","AT4G19770",2,"LTR/Copia"
"2104","AT5G34828",3,"LTR/Ty3, LTR/unknown, LTR/Copia"
"2105","AT5G36910",2,"LTR/unknown, LTR/Ty3"
"2106","AT5G38540",4,"DNA/Helitron"
"2107","AT5G38550",2,"LINE/L1"
"2108","AT5G39330",1,"DNA/Helitron"
"2109","AT5G41170",1,"DNA/Helitron"
"2110","AT1G12300",2,"LINE/unknown"
"2111","AT1G33220",3,"LINE/unknown, LINE/L1"
"2112","AT1G34792",1,"LTR/Gypsy"
"2113","AT1G34795",2,"LTR/Gypsy"
"2114","AT1G34800",2,"LTR/Gypsy"
"2115","AT1G34825",2,"LTR/Gypsy"
"2116","AT1G34840",1,"LTR/Gypsy"
"2117","AT1G35035",1,"LTR/Gypsy"
"2118","AT1G58242",4,"LTR/Ty3, LTR/unknown, LTR/Copia"
"2119","AT1G60095",1,"SINE/tRNA"
"2120","AT1G62910",1,"LINE/unknown"
"2121","AT1G62930",3,"SINE/tRNA, LTR/Copia, LINE/unknown"
"2122","AT2G14540",1,"LTR/Copia"
"2123","AT2G15010",1,"LTR/Copia"
"2124","AT2G24615",2,"DNA/Helitron"
"2125","AT2G24625",2,"DNA/Helitron"
"2126","AT2G29350",2,"LINE/unknown, SINE/tRNA"
"2127","AT2G29360",1,"SINE/tRNA"
"2128","AT3G22040",1,"LTR/unknown"
