Dsc	Family ID	Aalpina	Ahalleri	Alyrata	Athaliana	Cpapaya
AT2G40140	OG0018176	0	1	1	1	0
AT2G41415	OG0018177	0	1	1	1	0
Ah4G14410	OG0018178	0	1	2	0	0
AT2G35140	OG0018179	0	1	1	1	0
AT2G34270	OG0018180	0	1	1	1	0
AT2G23660	OG0018181	0	1	1	1	0
AT2G27220	OG0018182	0	1	1	1	0
AT2G41100	OG0018183	0	1	1	1	0
AT2G39850	OG0018184	0	1	1	1	0
Ah4G06300	OG0018185	0	1	2	0	0
AT2G40850	OG0018186	0	1	1	1	0
AT2G42860	OG0018187	0	1	1	1	0
AT2G22121	OG0018188	0	1	1	1	0
Ah2G04860	OG0018189	0	2	1	0	0
AT2G34210	OG0018190	0	1	1	1	0
AT2G35200	OG0018191	0	1	1	1	0
AT2G24140	OG0018192	0	1	1	1	0
AT2G33790	OG0018193	0	1	1	1	0
AT2G23830	OG0018194	0	1	1	1	0
AT2G23780	OG0018195	0	1	1	1	0
AT2G42465	OG0018196	0	1	1	1	0
AT2G22795	OG0018197	0	1	1	1	0
AT2G47820	OG0018198	0	1	1	1	0
AT2G44010	OG0018199	0	1	1	1	0
AT2G46130	OG0018200	0	1	1	1	0
AT2G22450	OG0018201	0	1	1	1	0
AT2G29065	OG0018202	0	1	1	1	0
AT2G33170	OG0018203	0	1	1	1	0
Ah4G01720	OG0018204	0	1	1	0	1
AT2G21465	OG0018205	0	1	1	1	0
AT2G20960	OG0018206	0	1	1	1	0
AT2G33130	OG0018207	0	1	1	1	0
AT2G28620	OG0018208	0	1	1	1	0
Ah3G25450	OG0018209	0	3	0	0	0
Ah2G12970	OG0018210	0	3	0	0	0
AT5G66052	OG0018211	0	1	1	1	0
AT2G22620	OG0018212	0	1	1	1	0
AT2G32790	OG0018213	0	1	1	1	0
AT2G42470	OG0018214	0	1	1	1	0
AT2G34000	OG0018215	0	1	1	1	0
AT2G24070	OG0018216	0	1	1	1	0
AT2G29995	OG0018217	0	1	1	1	0
AT2G42950	OG0018218	0	1	1	1	0
AT2G34520	OG0018219	0	1	1	1	0
AT2G43010	OG0018220	0	1	1	1	0
AT2G12461	OG0018221	0	1	1	1	0
AT2G28815	OG0018222	0	1	1	1	0
AT2G26480	OG0018223	0	1	1	1	0
AT2G44830	OG0018224	0	1	1	1	0
AT3G46470	OG0018225	0	1	1	1	0
AT1G27690	OG0018226	0	1	1	1	0
AT1G27720	OG0018227	0	1	1	1	0
AT4G29650	OG0018228	0	1	1	1	0
AT4G26090	OG0018229	0	1	1	1	0
AT4G17785	OG0018230	0	1	1	1	0
AT4G32880	OG0018231	0	1	1	1	0
AT4G28520	OG0018232	0	1	1	1	0
AT4G34580	OG0018233	0	1	1	1	0
Ah7G31580	OG0018234	0	1	0	0	2
AT4G33730	OG0018235	0	1	1	1	0
AT4G28270	OG0018236	0	1	1	1	0
AT5G42060	OG0018237	0	1	1	1	0
AT4G21323	OG0018238	0	1	1	1	0
AT4G18870	OG0018239	0	1	1	1	0
AT4G24570	OG0018240	0	1	1	1	0
AT4G19590	OG0018241	0	1	1	1	0
AT4G35110	OG0018242	0	1	1	1	0
AT4G17690	OG0018243	0	1	1	1	0
AT4G28150	OG0018244	0	1	1	1	0
AT4G18630	OG0018245	0	1	1	1	0
AT4G35570	OG0018246	0	1	1	1	0
AT5G40790	OG0018247	0	1	1	1	0
AT5G38310	OG0018248	0	1	1	1	0
AT4G31370	OG0018249	0	1	1	1	0
AT4G18580	OG0018250	0	1	1	1	0
AT5G41030	OG0018251	0	1	1	1	0
AT1G55152	OG0018252	0	1	1	1	0
AT4G13480	OG0018253	0	1	1	1	0
AT4G31440	OG0018254	0	1	1	1	0
AT4G22320	OG0018255	0	1	1	1	0
Ah7G11560	OG0018256	0	2	1	0	0
AT5G38080	OG0018257	0	1	1	1	0
AT4G26400	OG0018258	0	1	1	1	0
AT4G25360	OG0018259	0	1	1	1	0
AT4G24265	OG0018260	0	1	1	1	0
Ah7G04930	OG0018261	0	1	2	0	0
AT5G39310	OG0018262	0	1	1	1	0
AT4G18390	OG0018263	0	1	1	1	0
AT4G30662	OG0018264	0	1	1	1	0
AT5G37400	OG0018265	0	1	1	1	0
AT4G25500	OG0018266	0	1	1	1	0
AT4G18350	OG0018267	0	1	1	1	0
AT4G36590	OG0018268	0	1	1	1	0
AT5G41720	OG0018269	0	1	1	1	0
AT5G40230	OG0018270	0	1	1	1	0
AT5G37380	OG0018271	0	1	1	1	0
AT4G30430	OG0018272	0	1	1	1	0
AT4G25433	OG0018273	0	1	1	1	0
AT5G35338	OG0018274	0	1	1	1	0
AT4G28430	OG0018275	0	1	1	1	0
AT4G18290	OG0018276	0	1	1	1	0
Ah2G05810	OG0018277	0	2	1	0	0
AT4G32090	OG0018278	0	1	1	1	0
Ah7G22550	OG0018279	0	1	2	0	0
AT4G13350	OG0018280	0	1	1	1	0
AT4G35783	OG0018281	0	1	1	1	0
Ah7G23650	OG0018282	0	1	2	0	0
AT4G34680	OG0018283	0	1	1	1	0
AT5G37860	OG0018284	0	1	1	1	0
AT5G40240	OG0018285	0	1	1	1	0
AT4G13380	OG0018286	0	1	1	1	0
AT1G52415	OG0018287	0	1	0	2	0
AT5G35560	OG0018288	0	1	1	1	0
AT5G35660	OG0018289	0	1	1	1	0
AT4G25710	OG0018290	0	1	1	1	0
AT5G37280	OG0018291	0	1	1	1	0
AT4G23885	OG0018292	0	1	1	1	0
AT4G22560	OG0018293	0	1	1	1	0
AT5G37474	OG0018294	0	1	1	1	0
AT4G26580	OG0018295	0	1	1	1	0
AT5G41430	OG0018296	0	1	1	1	0
AT5G39820	OG0018297	0	1	1	1	0
AT4G28703	OG0018298	0	1	1	1	0
Ah5G06090	OG0018299	0	2	1	0	0
Ah2G13210	OG0018300	0	2	0	0	1
AT4G22105	OG0018301	0	1	1	1	0
AT4G27920	OG0018302	0	1	1	1	0
AT5G41220	OG0018303	0	1	0	2	0
AT4G27845	OG0018304	0	1	1	1	0
AT4G15090	OG0018305	0	1	1	1	0
AT4G32970	OG0018306	0	1	1	1	0
AT5G38290	OG0018307	0	1	1	1	0
AT4G35450	OG0018308	0	1	1	1	0
AT4G33100	OG0018309	0	1	1	1	0
AT4G12100	OG0018310	0	1	1	1	0
AT4G25130	OG0018311	0	1	1	1	0
AT4G26455	OG0018312	0	1	1	1	0
AT4G24520	OG0018313	0	1	1	1	0
AT5G39360	OG0018314	0	1	1	1	0
AT4G23090	OG0018315	0	1	1	1	0
AT4G28088	OG0018316	0	1	1	1	0
Ah7G20530	OG0018317	0	2	1	0	0
AT4G34000	OG0018318	0	1	1	1	0
AT5G41800	OG0018319	0	1	1	1	0
AT4G20320	OG0018320	0	1	1	1	0
AT4G31720	OG0018321	0	1	1	1	0
AT4G28170	OG0018322	0	1	1	1	0
AT4G28460	OG0018323	0	1	1	1	0
AT4G28290	OG0018324	0	1	1	1	0
AT4G16000	OG0018325	0	1	1	1	0
AT4G28920	OG0018326	0	1	1	1	0
AT4G31290	OG0018327	0	1	1	1	0
AT4G23040	OG0018328	0	1	1	1	0
AT4G16200	OG0018329	0	1	1	1	0
Ah3G15570	OG0018330	0	3	0	0	0
AT4G25010	OG0018331	0	1	1	1	0
AT4G27435	OG0018332	0	1	1	1	0
AT4G23640	OG0018333	0	1	1	1	0
AT4G37170	OG0018334	0	1	1	1	0
AT4G03728	OG0018335	0	1	1	1	0
AT4G34060	OG0018336	0	1	1	1	0
Ah7G39920	OG0018337	0	1	2	0	0
AT4G24800	OG0018338	0	1	1	1	0
AT4G15075	OG0018339	0	1	1	1	0
Ah7G08280	OG0018340	0	1	2	0	0
AT5G41310	OG0018341	0	1	1	1	0
AT4G13630	OG0018342	0	1	1	1	0
AT5G40680	OG0018343	0	1	1	1	0
AT4G24510	OG0018344	0	1	1	1	0
AT4G26440	OG0018345	0	1	1	1	0
AT4G23770	OG0018346	0	1	1	1	0
AT4G16350	OG0018347	0	1	1	1	0
AT4G40090	OG0018348	0	1	1	1	0
Ah3G15560	OG0018349	0	3	0	0	0
AT4G29470	OG0018350	0	1	1	1	0
AT5G36680	OG0018351	0	1	0	2	0
AT5G37480	OG0018352	0	1	0	1	1
AT4G19003	OG0018353	0	1	1	1	0
Ah2G15230	OG0018354	0	2	1	0	0
AT4G31380	OG0018355	0	1	1	1	0
AT4G22115	OG0018356	0	1	1	1	0
AT4G23780	OG0018357	0	1	1	1	0
AT4G16460	OG0018358	0	1	1	1	0
Ah7G27520	OG0018359	0	2	1	0	0
AT4G28690	OG0018360	0	1	1	1	0
Ah2G03570	OG0018361	0	3	0	0	0
AT4G24450	OG0018362	0	1	1	1	0
AT4G17590	OG0018363	0	1	1	1	0
AT5G40620	OG0018364	0	1	1	1	0
AT4G16195	OG0018365	0	1	1	1	0
AT4G32600	OG0018366	0	1	1	1	0
AT5G38140	OG0018367	0	1	0	1	1
Ah3G33380	OG0018368	0	2	1	0	0
AT5G37020	OG0018369	0	1	1	1	0
AT4G18375	OG0018370	0	1	1	1	0
Ah7G19860	OG0018371	0	2	1	0	0
AT4G14226	OG0018372	0	1	1	1	0
AT5G41560	OG0018373	0	1	1	1	0
AT4G18510	OG0018374	0	1	1	1	0
AT5G40050	OG0018375	0	1	1	1	0
AT4G31875	OG0018376	0	1	1	1	0
AT5G37730	OG0018377	0	1	1	1	0
AT4G28940	OG0018378	0	1	1	1	0
AT4G35987	OG0018379	0	1	0	1	1
AT4G29670	OG0018380	0	1	1	1	0
AT4G21105	OG0018381	0	1	1	1	0
AT4G20100	OG0018382	0	1	1	1	0
AT4G16810	OG0018383	0	1	1	1	0
AT4G26950	OG0018384	0	1	1	1	0
AT5G37840	OG0018385	0	1	1	1	0
AT4G34780	OG0018386	0	1	1	1	0
AT4G30830	OG0018387	0	1	1	1	0
AT4G20080	OG0018388	0	1	1	1	0
Ah7G24670	OG0018389	0	1	2	0	0
AT4G23520	OG0018390	0	1	1	1	0
AT4G20000	OG0018391	0	1	1	1	0
AT4G20450	OG0018392	0	1	1	1	0
AT4G38080	OG0018393	0	1	1	1	0
AT4G35580	OG0018394	0	1	1	1	0
AT4G26288	OG0018395	0	1	1	1	0
AT5G39870	OG0018396	0	1	1	1	0
Ah7G06350	OG0018397	0	1	2	0	0
AT4G27050	OG0018398	0	1	1	1	0
AT4G18990	OG0018399	0	1	1	1	0
AT3G18235	OG0018400	0	1	0	2	0
AT4G33240	OG0018401	0	1	1	1	0
AT4G36260	OG0018402	0	1	1	1	0
AT4G33740	OG0018403	0	1	1	1	0
AT4G18960	OG0018404	0	1	1	1	0
AT4G36900	OG0018405	0	1	1	1	0
AT4G29440	OG0018406	0	1	1	1	0
AT4G27652	OG0018407	0	1	1	1	0
AT4G35733	OG0018408	0	1	1	1	0
AT4G26030	OG0018409	0	1	1	1	0
AT4G25100	OG0018410	0	1	1	1	0
AT4G13850	OG0018411	0	1	1	1	0
AT4G33450	OG0018412	0	1	1	1	0
AT4G18070	OG0018413	0	1	1	1	0
AT3G26480	OG0018414	0	1	1	1	0
AT5G41570	OG0018415	0	1	1	1	0
AT4G21895	OG0018416	0	1	1	1	0
AT4G28180	OG0018417	0	1	1	1	0
AT5G40350	OG0018418	0	1	1	1	0
Ah7G34760	OG0018419	0	1	1	0	1
AT4G23110	OG0018420	0	1	1	1	0
AT4G23960	OG0018421	0	1	1	1	0
AT4G15562	OG0018422	0	1	1	1	0
AT4G17860	OG0018423	0	1	1	1	0
AT4G30640	OG0018424	0	1	1	1	0
AT4G36950	OG0018425	0	1	1	1	0
AT5G35698	OG0018426	0	1	1	1	0
Ah7G31330	OG0018427	0	1	2	0	0
AT4G34550	OG0018428	0	1	1	1	0
AT5G36220	OG0018429	0	1	1	1	0
AT4G17680	OG0018430	0	1	1	1	0
AT4G13100	OG0018431	0	1	1	1	0
AT4G27610	OG0018432	0	1	1	1	0
Ah3G37220	OG0018433	0	3	0	0	0
AT4G25870	OG0018434	0	1	1	1	0
AT5G38070	OG0018435	0	1	1	1	0
AT4G34610	OG0018436	0	1	1	1	0
AT4G14520	OG0018437	0	1	1	1	0
AT4G20400	OG0018438	0	1	1	1	0
AT4G18372	OG0018439	0	1	1	1	0
Ah7G20560	OG0018440	0	1	1	0	1
AT4G16024	OG0018441	0	1	1	1	0
AT4G16146	OG0018442	0	1	1	1	0
AT4G21326	OG0018443	0	1	1	1	0
AT4G28770	OG0018444	0	1	1	1	0
AT4G36120	OG0018445	0	1	1	1	0
AT4G17616	OG0018446	0	1	0	1	1
AT4G37820	OG0018447	0	1	1	1	0
AT4G23450	OG0018448	0	1	1	1	0
AT4G24715	OG0018449	0	1	1	1	0
AT4G23390	OG0018450	0	1	1	1	0
AT4G21110	OG0018451	0	1	1	1	0
AT4G21230	OG0018452	0	1	1	1	0
Ah7G33060	OG0018453	0	1	2	0	0
AT4G24950	OG0018454	0	1	1	1	0
AT4G26190	OG0018455	0	1	1	1	0
Ah7G27060	OG0018456	0	1	2	0	0
Ah7G34910	OG0018457	0	1	2	0	0
AT4G25430	OG0018458	0	1	1	1	0
AT3G18980	OG0018459	0	1	1	1	0
AT4G20090	OG0018460	0	1	1	1	0
AT5G41680	OG0018461	0	1	1	1	0
AT4G27620	OG0018462	0	1	1	1	0
AT4G27595	OG0018463	0	1	1	1	0
AT4G27840	OG0018464	0	1	1	1	0
AT4G14920	OG0018465	0	1	1	1	0
AT4G32420	OG0018466	0	1	1	1	0
AT4G27850	OG0018467	0	1	1	1	0
AT4G12720	OG0018468	0	1	1	1	0
Ah3U00180	OG0018469	0	2	1	0	0
AT5G36225	OG0018470	0	1	1	1	0
AT3G27410	OG0018471	0	1	1	1	0
Ah5G20270	OG0018472	0	1	2	0	0
AT3G50810	OG0018473	0	1	1	1	0
Ah3G31680	OG0018474	0	3	0	0	0
AT3G59640	OG0018475	0	1	1	1	0
Ah5G11780	OG0018476	0	2	1	0	0
AT3G27425	OG0018477	0	1	1	1	0
AT3G28780	OG0018478	0	1	1	1	0
AT3G62040	OG0018479	0	1	0	1	1
AT3G60090	OG0018480	0	1	1	1	0
AT3G58240	OG0018481	0	1	1	1	0
AT2G13980	OG0018482	0	1	0	2	0
AT3G29152	OG0018483	0	1	1	1	0
AT3G56600	OG0018484	0	1	1	1	0
AT2G19610	OG0018485	0	1	1	1	0
Ah5G12660	OG0018486	0	3	0	0	0
AT3G28950	OG0018487	0	1	1	1	0
AT3G53350	OG0018488	0	1	1	1	0
AT3G53590	OG0018489	0	1	1	1	0
AT3G29035	OG0018490	0	1	1	1	0
Ah5G14440	OG0018491	0	2	1	0	0
AT3G56920	OG0018492	0	1	1	1	0
Ah5G18570	OG0018493	0	1	2	0	0
AT2G02150	OG0018494	0	1	1	1	0
AT3G62160	OG0018495	0	1	1	1	0
AT3G58310	OG0018496	0	1	1	1	0
AT3G62610	OG0018497	0	1	1	1	0
AT3G49770	OG0018498	0	1	1	1	0
AT3G54570	OG0018499	0	1	1	1	0
AT3G49380	OG0018500	0	1	1	1	0
AT3G54085	OG0018501	0	1	1	1	0
Ah5G13690	OG0018502	0	1	2	0	0
AT2G03680	OG0018503	0	1	1	1	0
AT3G43440	OG0018504	0	1	1	1	0
Ah5G29260	OG0018505	0	2	1	0	0
AT3G58550	OG0018506	0	1	1	1	0
AT3G55910	OG0018507	0	1	1	1	0
AT3G45490	OG0018508	0	2	0	1	0
AT2G03630	OG0018509	0	1	1	1	0
AT3G54310	OG0018510	0	1	1	1	0
AT3G60790	OG0018511	0	1	1	1	0
Ah5G01670	OG0018512	0	2	1	0	0
AT3G43210	OG0018513	0	1	1	1	0
AT3G25930	OG0018514	0	1	1	1	0
AT3G49155	OG0018515	0	1	1	1	0
AT3G58840	OG0018516	0	1	1	1	0
AT3G29130	OG0018517	0	1	1	1	0
AT3G44718	OG0018518	0	1	1	1	0
AT3G56930	OG0018519	0	1	1	1	0
AT3G49307	OG0018520	0	1	1	1	0
AT2G03770	OG0018521	0	1	1	1	0
AT3G30725	OG0018522	0	1	1	1	0
AT3G55540	OG0018523	0	1	1	1	0
AT3G55980	OG0018524	0	1	1	1	0
AT3G48600	OG0018525	0	1	1	1	0
AT3G28770	OG0018526	0	1	1	1	0
AT2G03320	OG0018527	0	1	1	1	0
AT3G59820	OG0018528	0	1	1	1	0
AT3G50390	OG0018529	0	1	1	1	0
AT3G48675	OG0018530	0	1	1	1	0
AT3G27630	OG0018531	0	1	1	1	0
AT3G53820	OG0018532	0	1	1	1	0
AT3G62880	OG0018533	0	1	1	1	0
AT3G61970	OG0018534	0	1	1	1	0
AT3G27260	OG0018535	0	1	1	1	0
AT3G50040	OG0018536	0	1	1	1	0
AT3G44235	OG0018537	0	1	1	1	0
AT3G61450	OG0018538	0	1	1	1	0
AT3G63400	OG0018539	0	1	1	1	0
AT5G36001	OG0018540	0	1	1	1	0
AT3G45252	OG0018541	0	1	1	1	0
AT3G60590	OG0018542	0	1	0	1	1
Ah5G09770	OG0018543	0	1	2	0	0
AT3G49430	OG0018544	0	1	1	1	0
AT3G30460	OG0018545	0	1	1	1	0
AT3G52105	OG0018546	0	1	1	1	0
AT3G26850	OG0018547	0	1	1	1	0
Ah5G09260	OG0018548	0	1	2	0	0
AT3G52060	OG0018549	0	1	1	1	0
AT3G55100	OG0018550	0	1	1	1	0
AT3G27580	OG0018551	0	1	1	1	0
AT3G51480	OG0018552	0	1	1	1	0
AT3G45730	OG0018553	0	1	1	1	0
AT2G03410	OG0018554	0	1	1	1	0
AT3G60870	OG0018555	0	1	1	1	0
AT2G01905	OG0018556	0	1	1	1	0
AT3G54800	OG0018557	0	1	1	1	0
AT3G51325	OG0018558	0	1	1	1	0
Ah3G02890	OG0018559	0	2	1	0	0
AT3G45610	OG0018560	0	1	1	1	0
AT3G30260	OG0018561	0	1	1	1	0
Ah2G06210	OG0018562	0	2	1	0	0
Ah2G09020	OG0018563	0	2	1	0	0
Ah3G17510	OG0018564	0	2	1	0	0
AT2G03850	OG0018565	0	1	1	1	0
AT3G58940	OG0018566	0	1	1	1	0
AT3G55515	OG0018567	0	1	1	1	0
AT3G63280	OG0018568	0	1	1	1	0
AT2G03230	OG0018569	0	1	1	1	0
AT3G46930	OG0018570	0	1	1	1	0
AT3G58930	OG0018571	0	1	1	1	0
AT3G45243	OG0018572	0	1	1	1	0
AT3G25577	OG0018573	0	1	1	1	0
AT3G57760	OG0018574	0	1	1	1	0
AT3G50240	OG0018575	0	1	1	1	0
AT3G63320	OG0018576	0	1	1	1	0
Ah5G30030	OG0018577	0	2	1	0	0
AT3G52950	OG0018578	0	1	1	1	0
AT3G45150	OG0018579	0	1	1	1	0
AT2G01720	OG0018580	0	1	1	1	0
AT3G43960	OG0018581	0	1	1	1	0
AT3G62780	OG0018582	0	1	1	1	0
AT3G57310	OG0018583	0	1	1	1	0
AT2G03980	OG0018584	0	1	1	1	0
Ah2G09040	OG0018585	0	3	0	0	0
AT3G52810	OG0018586	0	1	1	1	0
AT2G03130	OG0018587	0	1	1	1	0
AT3G58300	OG0018588	0	1	1	1	0
AT3G44910	OG0018589	0	1	1	1	0
AT3G45000	OG0018590	0	1	1	1	0
AT3G58920	OG0018591	0	1	1	1	0
AT3G50510	OG0018592	0	1	1	1	0
AT3G58950	OG0018593	0	1	1	1	0
AT3G49045	OG0018594	0	2	0	1	0
AT3G25655	OG0018595	0	1	1	1	0
AT3G46190	OG0018596	0	1	1	1	0
Ah3G22450	OG0018597	0	3	0	0	0
AT3G54930	OG0018598	0	1	1	1	0
AT3G27530	OG0018599	0	1	1	1	0
AT3G29050	OG0018600	0	1	1	1	0
AT3G26940	OG0018601	0	1	1	1	0
AT2G04020	OG0018602	0	1	1	1	0
AT3G51080	OG0018603	0	1	1	1	0
AT3G44590	OG0018604	0	1	1	1	0
AT3G50720	OG0018605	0	1	1	1	0
AT3G48209	OG0018606	0	1	1	1	0
AT3G60010	OG0018607	0	1	1	1	0
AT3G46310	OG0018608	0	1	1	1	0
AT3G50110	OG0018609	0	1	1	1	0
AT3G52520	OG0018610	0	1	1	1	0
AT3G30350	OG0018611	0	1	1	1	0
AT3G45245	OG0018612	0	1	1	1	0
AT2G03730	OG0018613	0	1	1	1	0
AT3G55677	OG0018614	0	1	1	1	0
AT3G27940	OG0018615	0	1	1	1	0
AT2G03890	OG0018616	0	1	1	1	0
AT3G26210	OG0018617	0	1	1	1	0
AT3G56580	OG0018618	0	1	1	1	0
Ah5G15090	OG0018619	0	1	2	0	0
AT3G43790	OG0018620	0	1	1	1	0
AT3G51500	OG0018621	0	1	1	1	0
Ah5G14150	OG0018622	0	1	1	0	1
AT3G63370	OG0018623	0	1	1	1	0
AT3G43430	OG0018624	0	1	1	1	0
AT3G48208	OG0018625	0	1	1	1	0
AT3G52890	OG0018626	0	1	1	1	0
AT3G47080	OG0018627	0	1	1	1	0
AT3G56830	OG0018628	0	1	1	1	0
Ah5G07560	OG0018629	0	1	1	0	1
AT3G62130	OG0018630	0	1	1	1	0
AT3G43260	OG0018631	0	1	1	1	0
AT2G03110	OG0018632	0	1	1	1	0
AT3G55646	OG0018633	0	1	1	1	0
AT3G53240	OG0018634	0	1	1	1	0
AT3G54550	OG0018635	0	1	1	1	0
Ah5G05550	OG0018636	0	1	2	0	0
AT3G56420	OG0018637	0	1	1	1	0
Ah5G07320	OG0018638	0	2	1	0	0
AT3G50580	OG0018639	0	1	1	1	0
AT3G50730	OG0018640	0	1	1	1	0
AT3G50650	OG0018641	0	1	1	1	0
AT3G45160	OG0018642	0	1	1	1	0
AT3G50373	OG0018643	0	1	0	2	0
AT3G25716	OG0018644	0	1	1	1	0
AT3G59270	OG0018645	0	1	1	1	0
AT3G56670	OG0018646	0	1	1	1	0
AT2G03820	OG0018647	0	1	1	1	0
AT3G26490	OG0018648	0	1	1	1	0
Ah5G03140	OG0018649	0	1	2	0	0
AT3G59060	OG0018650	0	1	1	1	0
AT3G53550	OG0018651	0	1	1	1	0
AT3G50460	OG0018652	0	1	1	1	0
AT3G26390	OG0018653	0	1	1	1	0
Ah5G29880	OG0018654	0	1	2	0	0
AT3G46590	OG0018655	0	1	1	1	0
AT3G51180	OG0018656	0	1	1	1	0
AT3G57270	OG0018657	0	1	1	1	0
AT3G47660	OG0018658	0	1	1	1	0
AT3G46300	OG0018659	0	1	1	1	0
AT3G48185	OG0018660	0	1	1	1	0
AT3G26440	OG0018661	0	1	1	1	0
AT3G52720	OG0018662	0	1	0	1	1
AT3G43120	OG0018663	0	1	1	1	0
AT3G44460	OG0018664	0	1	1	1	0
AT3G57780	OG0018665	0	1	1	1	0
Ah5G12160	OG0018666	0	1	2	0	0
AT3G29040	OG0018667	0	1	1	1	0
AT3G28960	OG0018668	0	1	1	1	0
AT3G58860	OG0018669	0	2	0	1	0
AT3G50890	OG0018670	0	1	1	1	0
AT3G45190	OG0018671	0	1	1	1	0
AT2G03640	OG0018672	0	1	1	1	0
AT4G37610	OG0018673	0	1	1	1	0
AT4G37590	OG0018674	0	1	1	1	0
Ah69U00030	OG0018675	0	1	2	0	0
AT2G34370	OG0018676	0	1	1	1	0
ATCG00080	OG0018677	0	1	1	1	0
AT3G09370	OG0018678	0	1	1	1	0
AT3G04980	OG0018679	0	1	1	1	0
AT3G12550	OG0018680	0	1	1	1	0
AT2G17410	OG0018681	0	1	1	1	0
AT3G22900	OG0018682	0	1	1	1	0
Ah3G01170	OG0018683	0	1	2	0	0
AT3G01830	OG0018684	0	1	1	1	0
AT3G02440	OG0018685	0	1	1	1	0
AT3G01030	OG0018686	0	1	1	1	0
AT3G23715	OG0018687	0	1	1	1	0
AT2G20070	OG0018688	0	1	1	1	0
AT3G23175	OG0018689	0	1	1	1	0
AT3G19890	OG0018690	0	1	1	1	0
AT2G15590	OG0018691	0	1	1	1	0
AT3G14190	OG0018692	0	1	1	1	0
Ah3G05070	OG0018693	0	1	2	0	0
AT3G18770	OG0018694	0	1	1	1	0
AT3G01550	OG0018695	0	1	0	1	1
AT3G03640	OG0018696	0	1	1	1	0
AT3G24715	OG0018697	0	1	1	1	0
AT3G04903	OG0018698	0	1	1	1	0
AT3G12950	OG0018699	0	1	1	1	0
AT3G10595	OG0018700	0	1	1	1	0
AT2G10970	OG0018701	0	1	1	1	0
Ah3G24100	OG0018702	0	2	1	0	0
AT2G15310	OG0018703	0	1	1	1	0
AT3G13420	OG0018704	0	1	1	1	0
AT3G10000	OG0018705	0	1	1	1	0
AT3G23637	OG0018706	0	1	1	1	0
AT2G19893	OG0018707	0	1	1	1	0
AT3G13435	OG0018708	0	1	1	1	0
AT2G11910	OG0018709	0	1	1	1	0
Ah3G15750	OG0018710	0	3	0	0	0
AT3G19460	OG0018711	0	1	1	1	0
Ah3G21340	OG0018712	0	3	0	0	0
AT3G21371	OG0018713	0	1	1	1	0
AT3G07710	OG0018714	0	1	1	1	0
Ah3G36260	OG0018715	0	2	1	0	0
AT3G03010	OG0018716	0	1	1	1	0
AT3G23630	OG0018717	0	1	1	1	0
AT3G24050	OG0018718	0	1	1	1	0
AT3G23180	OG0018719	0	1	1	1	0
AT3G24506	OG0018720	0	1	1	1	0
AT3G02245	OG0018721	0	1	1	1	0
AT2G06255	OG0018722	0	1	1	1	0
AT3G15605	OG0018723	0	1	1	1	0
AT3G03970	OG0018724	0	1	1	1	0
AT5G07165	OG0018725	0	1	0	1	1
AT3G11180	OG0018726	0	1	1	1	0
AT3G02180	OG0018727	0	1	1	1	0
Ah3G19510	OG0018728	0	2	1	0	0
AT3G17560	OG0018729	0	1	1	1	0
AT3G01260	OG0018730	0	1	1	1	0
AT5G53960	OG0018731	0	1	1	1	0
AT3G24065	OG0018732	0	1	1	1	0
AT2G19190	OG0018733	0	1	1	1	0
AT3G15590	OG0018734	0	1	1	1	0
AT3G06340	OG0018735	0	1	1	1	0
AT3G09710	OG0018736	0	1	1	1	0
AT3G05320	OG0018737	0	1	1	1	0
AT3G10790	OG0018738	0	1	1	1	0
AT3G24760	OG0018739	0	1	1	1	0
AT3G13660	OG0018740	0	1	1	1	0
AT2G18380	OG0018741	0	1	1	1	0
AT3G11530	OG0018742	0	1	1	1	0
AT3G24250	OG0018743	0	1	1	1	0
AT3G17420	OG0018744	0	1	1	1	0
AT3G17550	OG0018745	0	1	1	1	0
AT3G12545	OG0018746	0	1	1	1	0
AT3G01185	OG0018747	0	1	1	1	0
AT3G03400	OG0018748	0	1	1	1	0
AT3G06000	OG0018749	0	1	1	1	0
AT3G05890	OG0018750	0	1	1	1	0
AT3G22920	OG0018751	0	1	1	1	0
AT3G14700	OG0018752	0	1	1	1	0
AT3G15970	OG0018753	0	1	1	1	0
AT3G23380	OG0018754	0	1	1	1	0
AT3G12920	OG0018755	0	1	1	1	0
AT3G16120	OG0018756	0	1	1	1	0
AT2G16050	OG0018757	0	1	0	1	1
AT3G14710	OG0018758	0	1	1	1	0
AT3G12690	OG0018759	0	1	1	1	0
AT3G20620	OG0018760	0	1	1	1	0
AT3G10585	OG0018761	0	1	1	1	0
AT3G16880	OG0018762	0	1	1	1	0
AT3G01050	OG0018763	0	1	1	1	0
AT2G17750	OG0018764	0	1	1	1	0
AT3G05360	OG0018765	0	1	1	1	0
AT3G05741	OG0018766	0	1	1	1	0
AT2G17280	OG0018767	0	1	1	1	0
AT3G21320	OG0018768	0	1	1	1	0
AT3G21370	OG0018769	0	1	1	1	0
AT3G13784	OG0018770	0	1	1	1	0
AT3G10195	OG0018771	0	1	1	1	0
AT3G01730	OG0018772	0	1	1	1	0
Ah3G23120	OG0018773	0	2	1	0	0
Ah3G13340	OG0018774	0	1	1	0	1
Ah3G21330	OG0018775	0	3	0	0	0
AT2G16190	OG0018776	0	1	1	1	0
AT3G17570	OG0018777	0	1	1	1	0
AT3G03610	OG0018778	0	1	1	1	0
