"Orthogroup","Aalpina_V4_priTranscripts","Ahalleri_v2.1.0.priTranscripts","Alyrata_v2.1.priTranscripts","Athaliana_Araport11.priTranscripts","Cpapayav_0.4_priTranscriptOnly"
"OG0000761","AALP_AA1G267100","Ah1G30470.1","AL1G40150.t1, AL358U10020.t1, AL4G18740.t1, AL5G11470.t1","AT1G24807.1, AT1G24909.1, AT1G25083.1, AT1G25155.1, AT1G25220.2, AT5G57890.1","evm.model.supercontig_2.136"
"OG0000792","AALP_AA2G107200, AALP_AA2G116700, AALP_AA3G312300, AALP_AA5G061700, AALP_AA7G197600, AALP_AA7G197800, AALP_AA8G232600, AALP_AAs67487U000200, AALP_AAs71396U000100","Ah1U00380.1","AL5G19700.t1, AL5G19780.t1","AT3G29670.1",""
"OG0000817","AALP_AA3G050700","Ah2G18340.1, Ah3G02490.2, Ah3G02510.1, Ah7G24450.1","AL1G56010.t1, AL304U10030.t1, AL3G16010.t1, AL3G16040.t1, AL5G22900.t1, AL6G37010.t1, AL8G28550.t1","AT3G05450.1",""
"OG0000822","AALP_AA3G241600","Ah3G25590.1","AL249U10020.t1, AL249U10030.t1, AL249U10050.t1, AL3G34940.t1, AL3G34950.t1, AL3G34960.t1, AL3G34970.t1, AL3G34990.t1","AT3G20980.1, AT3G21000.1","evm.model.supercontig_573.3"
"OG0000846","AALP_AA4G152900","","AL6G39480.t1, AL7G15460.t2, AL8G14650.t1, AL8G14670.t1","AT4G35670.1, AT5G27530.1, AT5G44830.1, AT5G44840.1","evm.TU.contig_35388.1, evm.model.supercontig_10.250, evm.model.supercontig_10.252, evm.model.supercontig_259.7"
"OG0000857","AALP_AA6G200000, AALP_AAs61366U000100","Ah1G41070.1, Ah1G41100.1, Ah1G41120.1, Ah1G41230.1, Ah1G41310.1, Ah3G33050.1, Ah6G33270.1","AL1G50610.t1, AL6G42660.t1","AT1G35710.1, AT4G08850.1",""
"OG0000862","AALP_AA6G199700","Ah2G01850.1, Ah3G37080.1, Ah4G10830.1, Ah4G10890.1, Ah6G04870.1, Ah6G32220.1, Ah8G05560.1, Ah8G15520.1, Ah8G18680.1, Ah8G26320.1","","AT3G29785.1","evm.model.supercontig_11.103"
"OG0000865","AALP_AA6G251700","Ah5G23690.1","AL1046U10010.t1, AL1G48240.t1, AL2G15210.t1, AL2G18160.t1, AL2G22980.t1, AL355U10010.t1, AL4G19210.t1, AL5G34660.t1, AL7G42180.t1, AL7G46420.t1","AT3G53690.1",""
"OG0000887","AALP_AA8G509300","Ah8G34090.1","AL5G30080.t1, AL5G30090.t1, AL5G30100.t1, AL5G30110.t1, AL8G43970.t1","AT5G67360.1","evm.model.supercontig_21.114, evm.model.supercontig_29.44, evm.model.supercontig_29.45, evm.model.supercontig_29.46, evm.model.supercontig_6.53"
"OG0000893","AALP_AAs65934U000100","Ah1G40690.1, Ah1G40700.1, Ah4G05320.1, Ah4G05330.1, Ah5G08200.1, Ah6G34780.1","AL4G26930.t1, AL7G30220.t1, AL7G47240.t1, AL8G16330.t1, AL8G29070.t1","AT3G32960.1",""
"OG0000907","","Ah7G08020.1, Ah7G08030.1","AL22U10010.t1, AL3G22600.t1, AL7G20330.t1, AL7G20370.t1, AL7G51970.t1, AL7G51980.t1","AT4G31640.1, AT4G31650.2, AT4G31680.1, AT4G31685.1, AT4G31690.1",""
"OG0000913","","","AL1G31240.t1, AL1G31270.t1, AL1G31610.t1, AL1G34810.t1, AL1G35170.t1, AL1G35390.t1, AL1G35480.t1, AL3G33590.t1","AT1G18760.1, AT1G18770.1, AT1G21960.1, AT2G29840.1","evm.model.supercontig_163.10"
"OG0000929","AALP_AA1G280800, AALP_AA1G281700, AALP_AA1G281900, AALP_AAs60811U000100","Ah1G28710.1, Ah1G28720.1","AL1G38470.t1, AL1G38480.t1, AL1G38490.t1, AL8G21080.t1, AL8G21090.t1","AT1G27030.1",""
"OG0000949","AALP_AA1G286100","","AL6G38960.t1, AL6G38970.t1, AL6G40080.t1, AL6G40090.t1","AT5G26865.1, AT5G26950.1, AT5G27050.1, AT5G27070.1, AT5G27090.1, AT5G27580.1, AT5G27944.1",""
"OG0000962","AALP_AA1G056500, AALP_AA3G173500","Ah4G18270.1","AL4G26670.t1, AL4G27540.t1, AL4G28060.t1, AL4G28420.t1","AT2G27410.1, AT2G31420.1, AT2G31460.1, AT2G32645.1, AT2G32905.1",""
"OG0001007","AALP_AA3G293200","Ah3G31220.1, Ah3G31340.1","AL123U10010.t1, AL26U10030.t1, AL26U10060.t1, AL3G40880.t1, AL3G40890.t1, AL3G41020.t1, AL3G41050.t1","AT3G25180.1","evm.model.supercontig_428.7"
"OG0001019","AALP_AA4G226200, AALP_AA4G226300, AALP_AA5G251200, AALP_AA5G251300, AALP_AA5G251500, AALP_AA5G251600","","AL5G41770.t1, AL5G41790.t1","AT3G59700.1, AT3G59730.1, AT3G59740.1, AT3G59750.1",""
"OG0001038","AALP_AA5G015600","Ah5G01820.1, Ah5G01840.1, Ah5G01860.1","AL5G11890.t1","AT2G02610.1, AT2G02620.1, AT2G02630.1, AT2G02640.1, AT2G02680.1, AT2G02690.1, AT2G02700.1",""
"OG0001079","AALP_AA7G161300","Ah1G44350.1, Ah2G32910.1, Ah3G32060.1, Ah3G37410.1, Ah6G08630.1, Ah6G21120.1, Ah7G34040.1","AL6G28130.t1, AL7G37270.t1, AL96U10010.t1","AT5G18880.1",""
"OG0001115","","Ah1G40660.1","AL1G50110.t1, AL1G50120.t1, AL1G50150.t1, AL1G50170.t1, AL1G50190.t1, AL1G50210.t1, AL1G50220.t1","AT1G34560.1, AT1G35353.1, AT1G35365.1, AT3G27900.2",""
"OG0001127","","Ah5G35270.1, Ah6G30960.1","AL1G56990.t1, AL2G19320.t1, AL3G40990.t1, AL4G18060.t1, AL5G24470.t1, AL6G38890.t1, AL6G49470.t1","AT1G52603.1, AT1G67235.1, AT5G33393.1",""
"OG0001132","","Ah2G14790.1, Ah3G35730.1, Ah7G37710.1, Ah7G37720.1, Ah7G37770.1","AL5G19550.t1, AL7G52290.t1, AL7G52310.t1, AL7G52360.t1, AL7G52380.t1, AL7G52410.t1","AT5G38350.1",""
"OG0001135","","Ah2G13680.1, Ah7G37850.1, Ah8G08960.1","AL1G45700.t1, AL1G57250.t1, AL211U10020.t1, AL3G21260.t2, AL446U10030.t1, AL4G19890.t1, AL4G30840.t2, AL9U11170.t1","AT1G36230.1",""
"OG0001136","","Ah7G42210.1","AL4G35640.t1, AL4G35650.t1, AL4G35660.t1, AL4G35680.t1, AL7G18260.t1, AL7G47920.t1","AT2G38590.1, AT4G33290.1, AT5G41490.1, AT5G41500.1, AT5G41510.1",""
"OG0001139","","Ah2G08220.1","AL2G10570.t1, AL2G12670.t1, AL2G19440.t1, AL3G29100.t1, AL3G45380.t1, AL3G45450.t1, AL6G40320.t1, AL8G19200.t1","AT1G66045.1, AT4G03040.1, AT5G33330.1",""
"OG0001188","AALP_AA1G165100, AALP_AA8G241600","Ah6G28410.1","AL6G37940.t1, AL6G37960.t1, AL6G37970.t2, AL6G37980.t2, AL8G21140.t1","AT5G25980.2, AT5G26000.1, AT5G48375.1",""
"OG0001196","AALP_AA2G223000, AALP_AA4G226700","Ah4G11530.1, Ah4G11540.1, Ah4G28400.1, Ah4G32570.1, Ah4G32590.1, Ah4G32620.1","AL4G42570.t1, AL4G42610.t1","AT2G43745.1",""
"OG0001202","AALP_AA2G028700, AALP_AA2G028800, AALP_AA2G028900","","AL2G14690.t1, AL2G14700.t1, AL2G14720.t1, AL8G22740.t1","AT1G61563.1, AT1G61566.1, AT2G22055.1","evm.model.supercontig_116.49"
"OG0001262","AALP_AA3G178600","Ah3G22890.1","AL3G31580.t1, AL3G31610.t1, AL3G31620.t1, AL3G32310.t1, AL3G32820.t1, AL3G50560.t1","AT3G18330.1, AT3G18910.1, AT3G19410.1",""
"OG0001318","AALP_AA6G350700","Ah7G37730.1, Ah7G37780.3","AL686U10010.t1, AL7G52260.t1, AL7G52280.t1, AL7G52300.t1, AL7G52400.t1, AL7G52430.t1","AT5G38360.1","evm.model.supercontig_282.6"
"OG0001336","AALP_AA7G114000, AALP_AA8G324600","Ah7G13070.1","AL7G25010.t1, AL8G29290.t1, AL8G29300.t1, AL8G29320.t1, AL8G29330.t1","AT4G27660.1, AT5G54148.1, AT5G54150.1",""
"OG0001349","AALP_AA8G161800","Ah1G29510.1","AL1G39220.t1, AL1G39230.t1, AL6G26510.t1","AT1G26510.1, AT1G26515.1, AT1G31000.1, AT4G11590.1, AT5G15660.1, AT5G15670.1",""
"OG0001363","AALP_AA8G381400","Ah1G30350.1, Ah1G41600.1, Ah2G30380.1, Ah3G34610.1, Ah7G00600.1, Ah7G25260.1, Ah8G08680.1","AL2G19100.t1, AL5G20650.t1","AT1G40083.1",""
"OG0001392","","Ah6G20530.1","AL6G30000.t1, AL6G30010.t1, AL6G30020.t1, AL6G30030.t1, AL6G30040.t1, AL6G30050.t1, AL6G30060.t1, AL6G30070.t1","AT5G18720.3, AT5G18730.1",""
"OG0001395","","Ah2G03890.1, Ah3G36180.1, Ah6G34520.1, Ah6G34540.1, Ah6G34560.1, Ah7G23990.1","AL2G11060.t1, AL2G13760.t1, AL6G43420.t1","AT1G62170.2, AT2G14540.1",""
"OG0001398","","Ah3G21420.1, Ah5G00180.1, Ah6G32970.1, Ah7G27610.1, Ah7G37060.1, Ah8G10340.1, Ah8G15380.1, Ah8G18460.1","AL3G44670.t1, AL7G48730.t2","AT1G67020.1",""
"OG0001400","","Ah4G21690.1","AL4G31290.t1, AL4G35260.t1, AL4G35290.t1, AL4G35450.t1, AL4G35480.t1","AT2G27320.1, AT2G35250.1, AT2G38255.1, AT4G17505.1","evm.model.supercontig_62.65"
"OG0001401","","Ah4G16750.1","AL4G26680.t1, AL4G26690.t1, AL5G36930.t1, AL6G44630.t1, AL6G44660.t1","AT2G31425.1, AT2G31430.1, AT3G55680.1","evm.TU.contig_31737.1, evm.model.supercontig_145.24"
"OG0001408","","Ah5G05960.1","AL5G20820.t1, AL6G14840.t1, AL7G21960.t1, AL8G11220.t1, AL8G20770.t2","AT5G28950.1, AT5G35695.1","evm.model.supercontig_140.7, evm.model.supercontig_202.14, evm.model.supercontig_699.1"
"OG0001411","","Ah8G11090.1, Ah8G31850.1, Ah8G33410.1","AL5G41570.t1, AL8G21440.t1, AL8G40910.t1, AL8G41190.t1, AL8G41200.t1, AL8G41820.t1, AL8G43360.t1","AT5G64450.1",""
"OG0001412","","Ah8G23120.1","AL4G43050.t1, AL4G43060.t1, AL4G43070.t1, AL4G43090.t1, AL4G43100.t1, AL4G43120.t1, AL4G43680.t1, AL8G32920.t1","AT5G57020.1","evm.model.supercontig_800.3"
"OG0001688","AALP_AA4G039500","","AL2G15130.t1, AL3G47160.t1","AT1G57570.1, AT1G60095.1, AT1G60110.2, AT1G60130.1, AT1G61230.1, AT5G38540.1, AT5G38550.1",""
"OG0001769","AALP_AA6G214900, AALP_AA6G324800, AALP_AA6G324900","","AL3G49090.t1, AL5G22280.t1, AL6G48590.t1, AL8G38340.t1","AT2G16505.1, AT2G16535.1, AT5G61605.1",""
"OG0001813","AALP_AA7G267000","Ah2U00900.1","AL1G32750.t1, AL3G14930.t1, AL3G53220.t1, AL4G29500.t1, AL7G10840.t1, AL8G13050.t1","AT3G10510.1, AT4G38940.1",""
"OG0001820","AALP_AA7G198300, AALP_AAs64104U000300","","AL8G36490.t1","AT3G45840.1, AT3G48400.1, AT4G01350.1, AT5G22355.1, AT5G59920.1, AT5G59930.1, AT5G59940.1",""
"OG0001841","AALP_AA8G453800, AALP_AA8G456000","","AL8G39400.t1, AL8G39540.t1, AL8G39570.t1, AL8G39590.t1, AL8G39600.t1, AL8G39640.t1","AT5G62510.1, AT5G62660.1",""
"OG0001885","","Ah1G49160.1, Ah1G49190.1","AL1G58510.t1","AT1G48145.1, AT1G50745.1, AT1G50750.1, AT1G50760.1, AT1G50770.1, AT1G50790.1, AT1G50820.2",""
"OG0001893","","Ah1G37690.1, Ah1G41900.1, Ah2G11980.1, Ah3G38910.1, Ah5G08040.1, Ah7G35100.1, Ah7G35130.1, Ah8G11660.1","AL4G14300.t1","AT1G43415.1",""
"OG0001901","","Ah6G37070.1, Ah6G37460.1","AL1G59830.t1, AL1G59840.t1, AL6G45960.t1, AL6G46350.t1, AL6G46470.t1, AL8G22560.t1","AT4G11485.1, AT4G11760.1",""
"OG0001911","","Ah4G04680.1","AL34U10020.t1, AL34U10030.t1, AL4G14410.t1, AL5G40960.t1, AL8G21850.t1, AL8G22260.t1, AL8G22280.t1","AT3G59070.1, AT5G48750.1",""
"OG0001918","","Ah5G02810.1, Ah7G37620.1, Ah7G37630.1","AL5G13330.t1, AL5G13340.t1, AL5G13350.t1, AL6G22950.t1, AL7G52550.t1, AL7G52570.t1","AT5G38270.1",""
"OG0001923","","Ah5G29800.1, Ah5G29980.1, Ah70U00080.1","AL5G40610.t1, AL5G40780.t1, AL5G40830.t1, AL7G52190.t1, AL7G52200.t1, AL7G52210.t1","AT3G58820.1",""
"OG0001927","","Ah2G13130.1","AL2G20160.t1, AL2G20170.t1, AL2G20250.t1, AL2G20310.t1, AL8G34580.t1, AL8G34600.t1","AT1G65190.1, AT1G65250.1, AT1G67470.1",""
"OG0001928","","Ah2G05390.1","AL1G62110.t1, AL1G62130.t1, AL1G62140.t1, AL1G62500.t1, AL2G15380.t1","AT1G53550.1, AT1G53815.1, AT1G55070.1, AT1G61060.1",""
"OG0001929","","Ah2G13070.1","AL2G20010.t1, AL2G20020.t1, AL2G20030.t1, AL2G20070.t1, AL2G20200.t1, AL6G40220.t1","AT1G65050.1, AT1G65150.2, AT1G65370.1",""
"OG0002178","AALP_AA2G252200, AALP_AA2G252500, AALP_AA2G252600","","AL3G20240.t1, AL3G20250.t1, AL3G20260.t1, AL6G14890.t1, AL6G15310.t1","AT3G09160.1",""
"OG0002370","AALP_AA3G344700, AALP_AA6G313300","","AL7G50290.t1, AL7G50310.t1, AL7G50960.t1, AL7G51070.t1","AT2G24615.1, AT2G24625.1, AT5G39365.1",""
"OG0002564","AALP_AA5G261300, AALP_AA6G172600","Ah2G20580.1, Ah3G40680.1, Ah4G09800.1, Ah5G23640.1, Ah5G31920.1","AL4G20750.t1","AT3G60470.1",""
"OG0002742","AALP_AA8G013400, AALP_AA8G013600","","AL3G20490.t1, AL6G11400.t1, AL6G11410.t1","AT3G09330.1, AT3G09340.1, AT5G02170.1, AT5G02180.1",""
"OG0002810","","Ah1G38940.1","AL1G47980.t1, AL1G47990.t1, AL1G48010.t1, AL1G48070.t1, AL1G48080.t1, AL3G46500.t1","AT1G33610.1, AT1G33670.1",""
"OG0002829","","Ah1G42000.1, Ah3G27520.1, Ah4G07580.1, Ah4G29330.1, Ah5G09680.1, Ah6G32900.1","AL5G17530.t1","AT5G28720.1, AT5G28730.1",""
"OG0002867","","Ah2G05880.1, Ah4G31060.1","AL2G11470.t1, AL2G15770.t1, AL4G40910.t1, AL4G40920.t1, AL4G40930.t1, AL4G40970.t1","AT2G42455.1",""
"OG0002883","","Ah5G03250.1","AL5G13720.t1","AT2G03913.1, AT2G03931.1, AT2G03933.1, AT2G03936.1, AT2G03937.2, AT2G03955.1, AT2G34123.1",""
"OG0002891","","Ah2G06870.1","AL2G27190.t1, AL3G49140.t1, AL4G14560.t1, AL6G28820.t1","AT1G47770.1, AT3G01345.1, AT5G01080.1, AT5G35760.1",""
"OG0002892","","Ah2G06520.1","AL2G16320.t1, AL2G16330.t1, AL2G16340.t1, AL2G16550.t1","AT1G60300.1, AT1G60340.1, AT1G60350.1, AT1G60380.1",""
"OG0002893","","Ah2G07930.1","AL2G17690.t1, AL2G17710.t1, AL2G17720.t1, AL6G40420.t1, AL6G40430.t1, AL6G40440.t1","AT5G28160.1, AT5G28180.1",""
"OG0002919","AALP_AA1G240200","","AL1G35130.t1, AL1G35140.t1, AL1G35260.t1, AL1G35270.t1, AL1G35280.t1","AT1G21925.1, AT1G21928.1",""
"OG0003409","AALP_AA6G059900","","AL8G17120.t1, AL8G17140.t1, AL8G17150.t1, AL97U10010.t1, AL97U10020.t1","AT5G43290.1","evm.model.supercontig_169.18"
"OG0003680","","Ah1G44970.1, Ah2G11310.1, Ah3G43290.1, Ah4G28910.1, Ah5G18060.1, Ah8G18080.1","AL4G38680.t1","AT2G40790.1",""
"OG0003687","","Ah1G44870.1","AL1G53980.t1, AL1G53990.t1, AL311U10010.t1, AL7G51580.t1, AL8G26210.t1","AT1G47620.1, AT1G66030.1",""
"OG0003691","","Ah1G12240.1, Ah1G12250.1","AL1G17320.t1, AL1G22140.t1, AL1G22150.t1, AL1G22160.t1, AL638U10010.t1","AT1G11145.1",""
"OG0003730","","Ah6G24280.1, Ah6G24300.1, Ah6G24320.1, Ah6G24350.1, Ah6G32530.1","AL6G33710.t1","AT5G22660.2, AT5G22700.5",""
"OG0003767","","Ah4G01370.1","AL3G39250.t1, AL3G53950.t1, AL4G11220.t1, AL4G11240.t1, AL4G11250.t1","AT2G21930.2, AT5G44220.1",""
"OG0003807","","Ah5G11250.2","AL1G27390.t1, AL2G29190.t1, AL2G41520.t1, AL3G27110.t1, AL5G20790.t1","AT3G42170.1","evm.model.supercontig_167.6"
"OG0003808","","Ah5G33020.1, Ah5G33130.1","AL5G29610.t1, AL5G43650.t1, AL5G43690.t1, AL5G43830.t1, AL5G44790.t1","AT3G60980.1",""
"OG0003820","","Ah3G02500.1","AL304U10020.t1, AL304U10040.t1, AL3G16000.t1, AL6G28100.t1, AL6G28180.t1","AT5G17080.1, AT5G17140.1",""
"OG0004081","AALP_AA3G242800","","AL1G40920.t1, AL3G35140.t1, AL3G35150.t1, AL3G35160.t1, AL6G44060.t1","AT3G21170.1",""
"OG0004132","AALP_AA3G321000","","AL2G11030.t1, AL2G11040.t1, AL2G11070.t1, AL2G11960.t1, AL6G43560.t1","AT1G64030.1",""
"OG0004303","AALP_AA6G359400","","AL1G54860.t1, AL3G47620.t1, AL3G49550.t1, AL4G31270.t1","AT1G55947.1, AT2G16810.1",""
"OG0004694","","Ah6G19840.1","AL1G66270.t1, AL6G29130.t1, AL6G29140.t1, AL6G29160.t1, AL6G29360.t1","AT5G18160.1",""
"OG0004872","","Ah8G09660.1","AL8G19400.t1, AL8G19410.t1, AL8G19420.t1, AL8G19430.t1, AL8G19452.t1","AT5G42232.1",""
"OG0005764","AALP_AA5G223000","","AL1G51900.t1, AL1G53100.t1, AL1G62520.t1, AL4G16810.t1","AT1G53790.2",""
