accession	assembly	sample_name	location	latitude	longitude	pop_name	OG0000007	OG0000009	OG0000012	OG0000015	OG0000016	OG0000022	OG0000024	OG0000027	OG0000029	OG0000030	OG0000038	OG0000039	OG0000040	OG0000042	OG0000045	OG0000046	OG0000047	OG0000049	OG0000054	OG0000060	OG0000065	OG0000074	OG0000075	OG0000077	OG0000083	OG0000086	OG0000087	OG0000090	OG0000093	OG0000095	OG0000096	OG0000100	OG0000103	OG0000106	OG0000107	OG0000118	OG0000126	OG0000141	OG0000142	OG0000147	OG0000150	OG0000158	OG0000159	OG0000164	OG0000166	OG0000167	OG0000170	OG0000182	OG0000184	OG0000185	OG0000186	OG0000188	OG0000192	OG0000196	OG0000199	OG0000200	OG0000202	OG0000205	OG0000206	OG0000207	OG0000210	OG0000213	OG0000217	OG0000220	OG0000224	OG0000228	OG0000242	OG0000248	OG0000253	OG0000255	OG0000258	OG0000261	OG0000264	OG0000266	OG0000269	OG0000271	OG0000272	OG0000276	OG0000297	OG0000298	OG0000299	OG0000319	OG0000320	OG0000325	OG0000329	OG0000338	OG0000339	OG0000343	OG0000347	OG0000348	OG0000360	OG0000361	OG0000367	OG0000372	OG0000375	OG0000382	OG0000384	OG0000385	OG0000386	OG0000388	OG0000402	OG0000418	OG0000419	OG0000422	OG0000432	OG0000434	OG0000440	OG0000442	OG0000445	OG0000448	OG0000452	OG0000453	OG0000473	OG0000496	OG0000500	OG0000501	OG0000503	OG0000504	OG0000510	OG0000513	OG0000534	OG0000535	OG0000546	OG0000549	OG0000589	OG0000591	OG0000594	OG0000598	OG0000599	OG0000601	OG0000605	OG0000606	OG0000618	OG0000620	OG0000621	OG0000639	OG0000679	OG0000692	OG0000712	OG0000720	OG0000724	OG0000725	OG0000728	OG0000731	OG0000736	OG0000739	OG0000761	OG0000792	OG0000817	OG0000822	OG0000846	OG0000857	OG0000862	OG0000865	OG0000887	OG0000893	OG0000907	OG0000913	OG0000929	OG0000949	OG0000962	OG0001007	OG0001019	OG0001038	OG0001079	OG0001115	OG0001127	OG0001132	OG0001135	OG0001136	OG0001139	OG0001188	OG0001196	OG0001202	OG0001262	OG0001318	OG0001336	OG0001349	OG0001363	OG0001392	OG0001395	OG0001398	OG0001400	OG0001401	OG0001408	OG0001411	OG0001412	OG0001688	OG0001769	OG0001813	OG0001820	OG0001841	OG0001885	OG0001893	OG0001901	OG0001911	OG0001918	OG0001923	OG0001927	OG0001928	OG0001929	OG0002178	OG0002370	OG0002564	OG0002742	OG0002810	OG0002829	OG0002867	OG0002883	OG0002891	OG0002892	OG0002893	OG0002919	OG0003409	OG0003680	OG0003687	OG0003691	OG0003730	OG0003767	OG0003807	OG0003808	OG0003820	OG0004081	OG0004132	OG0004303	OG0004694	OG0004872	OG0005764	bio1	bio2	bio3	bio4	bio5	bio6	bio7	bio8	bio9	bio10	bio11	bio12	bio13	bio14	bio15	bio16	bio17	bio18	bio19	cec_0.5cm_Q0.5_250m	cec_5.15cm_Q0.5_250m	phh2o_0.5cm_Q0.5_250m	phh2o_5.15cm_Q0.5_250m	soc_0.5cm_Q0.5_250m	soc_5.15cm_Q0.5_250m	PC1	PC2	busco_complete_pct	busco_duplicated_pct	contig_n50_mbp	total_length_bp	te_int_frac
GCA_036941985.1	ASM3694198v1	ASM3694198v1	Turkey	38.64	42.24	Nemrut-1	3	31	29	16	36	16	14	23	10	21	1	11	15	9	1	11	5	10	11	13	11	94	1	13	15	1	2	16	24	2	21	2	11	7	8	13	8	4	6	6	7	1	2	7	2	5	2	5	9	4	3	4	3	7	15	1	5	1	10	3	7	7	4	9	0	3	2	1	2	1	2	12	7	3	12	9	1	8	9	10	5	2	1	10	16	1	3	5	3	10	5	4	1	8	1	8	3	1	4	1	8	1	1	4	1	4	2	15	3	2	1	1	10	1	16	2	2	9	8	4	5	2	7	4	0	1	1	3	2	26	3	3	3	3	1	2	9	8	4	1	2	1	4	7	7	12	5	1	0	2	4	2	1	1	1	1	5	4	1	22	4	1	4	7	1	4	2	1	1	5	3	3	0	4	3	1	3	6	1	2	2	0	4	3	2	1	1	7	3	2	7	2	7	1	2	2	0	1	2	4	3	1	3	1	4	2	2	1	3	4	5	1	2	1	1	2	1	2	2	1	1	2	1	1	2	1	1	1	5.75000000000006	8.7	0.252999997138977	912.3	23.7500000000001	-10.45	34.2	-1.44999999999999	17.35	17.35	-5.74999999999994	1375.7	214.1	9.1	60.2	560.7	46.2	71.1	427.8	19.2	18.6	7	6.9	38.8	24.9	-0.511154239564513	4.24380032459339	99.4	1.2	14	136602798	0.227366543399792
GCA_036942075.1	ASM3694207v1	ASM3694207v1	Morocco	31.47	-7.42	Toufl-1	3	31	28	17	35	16	12	21	10	22	1	11	13	9	1	11	5	10	13	13	14	89	1	15	18	1	1	13	14	2	21	2	14	7	9	11	8	3	11	7	8	1	2	6	2	5	3	5	11	4	3	4	3	7	15	1	5	1	10	3	7	7	4	9	0	3	2	1	2	0	2	16	6	2	16	9	1	7	8	10	5	2	1	9	14	1	3	6	3	10	5	4	1	8	1	8	3	1	4	1	8	1	1	4	1	4	2	15	3	2	1	1	10	1	17	2	2	8	8	4	5	2	7	4	1	1	2	3	2	15	3	3	3	2	1	2	9	7	4	1	2	1	4	7	7	11	5	1	0	2	4	2	1	1	1	1	5	4	1	21	5	1	4	6	0	4	3	1	1	5	3	3	1	4	3	1	3	6	1	2	2	0	4	3	2	1	1	7	3	2	8	2	7	1	2	2	0	1	3	4	3	1	2	1	4	2	2	1	3	2	5	2	2	1	1	2	1	2	2	1	1	1	1	1	2	1	1	1	12.2500000000001	12.7	0.43600001335144	559.7	27.85	-1.34999999999997	29.2	8.45000000000005	19.85	19.85	5.45000000000005	670.8	81.2	26.5	24.8	220.7	115.7	115.7	176	17.8	17.8	6.8	6.8	31.2	15.2	3.13593947278899	-0.264157641032779	99.4	1.1	19	137130331	0.226294006393086
GCA_036942405.1	ASM3694240v1	ASM3694240v1	Portugal	32.74	-16.93	Are-1	3	30	29	17	30	16	16	20	10	22	1	11	16	9	0	11	5	10	13	13	16	70	1	12	13	1	2	14	14	2	21	2	12	6	9	12	8	3	11	7	6	1	2	7	2	5	3	5	6	3	2	4	3	8	15	1	5	1	10	3	7	7	4	9	0	2	2	1	2	0	2	12	7	2	13	9	1	5	9	10	4	2	1	10	14	1	3	4	3	9	5	4	1	8	1	8	2	1	4	1	8	1	1	4	1	4	2	16	2	2	1	1	8	1	16	2	2	7	5	3	5	2	7	4	0	1	2	3	2	10	3	3	3	2	1	2	9	8	4	1	2	1	5	7	6	9	5	1	1	2	4	2	1	1	1	1	5	4	1	21	5	1	4	3	0	4	2	1	1	5	3	3	1	4	3	1	3	6	1	2	2	0	4	3	2	1	1	7	3	2	7	2	7	1	2	2	1	1	2	4	3	1	3	1	5	2	2	1	3	3	4	1	2	1	1	2	1	2	2	1	1	2	1	1	2	1	1	1	11.85	3.7	0.225	413.3	22.15	5.95000000000005	16.2	8.65000000000003	17.7500000000001	17.85	7.75000000000006	2506.3	429.1	21.7	60.7	1072.8	117.1	190.9	1028.3	19.8	19.1	5.4	5.5	58.5	45.8	16.062763960794	-1.33537747017044	99.3	1.2	14	132833845	0.22503255100385
GCA_036942435.1	ASM3694243v1	ASM3694243v1	Poland	52.74	15.24	Col-0	3	31	33	20	34	16	20	25	10	22	1	12	16	10	1	11	6	10	15	15	12	87	1	16	25	1	5	16	54	2	25	2	14	8	9	17	8	4	11	8	8	1	2	7	2	5	4	5	15	5	3	4	3	7	15	1	5	2	10	3	7	7	4	9	1	4	2	1	2	1	2	16	7	4	16	9	1	7	9	10	5	2	1	10	16	1	3	6	3	11	5	4	1	8	1	8	3	1	4	1	8	1	1	4	1	4	2	31	3	2	1	1	11	1	18	2	2	9	8	4	5	2	7	4	1	1	2	3	2	23	3	3	3	3	1	2	10	8	4	1	2	1	5	7	11	14	14	1	1	2	4	2	1	1	1	1	5	4	1	21	5	1	4	8	1	4	3	1	1	5	3	3	1	4	3	1	3	6	1	2	2	1	4	3	2	1	1	7	3	2	8	2	7	1	2	2	1	1	3	4	3	1	3	1	5	2	2	1	9	4	5	2	2	1	1	2	1	2	2	1	1	2	1	1	2	1	1	1	9.15000000000003	7.2	0.276999998092651	693.1	23.45	-2.64999999999998	26.1	18.15	4.55000000000001	18.15	0.350000000000023	594.8	75.5	34.7	24	203	115.5	203	124.6	24.2	16	6.5	6.5	29	13.9	-0.63655866539678	3.84294996183744	99.4	1.1	14	129256504	0.205230461749143
GCA_036942445.1	ASM3694244v1	ASM3694244v1	Spain	41.68	2.79	Bla-1	3	30	28	15	33	16	15	22	10	22	1	11	14	10	1	11	6	10	14	13	9	86	1	14	16	1	4	15	14	1	22	2	12	7	9	13	8	4	12	8	8	1	2	7	2	5	2	5	11	5	2	4	3	7	15	1	5	0	11	3	7	7	4	9	0	3	2	1	2	1	2	13	8	3	13	9	1	9	9	10	5	2	1	10	16	1	3	5	3	12	5	4	1	8	1	8	3	1	4	1	8	1	1	4	1	4	2	18	2	2	1	1	9	1	15	2	2	9	8	4	3	2	7	4	1	1	1	3	2	22	3	3	3	3	1	2	9	8	4	1	2	1	4	6	9	11	5	1	1	2	4	2	1	1	1	1	5	4	1	21	5	1	4	8	1	4	2	1	1	5	3	3	1	4	3	1	3	6	1	2	2	1	4	3	2	1	1	7	3	2	7	2	7	1	2	2	0	1	2	4	3	1	2	1	4	2	2	1	9	3	5	1	2	1	1	2	1	2	2	1	1	1	1	1	2	1	1	1	15.95	7.2	0.319000005722046	539.2	27.85	5.35000000000002	22.5	17.15	23.05	23.15	9.45000000000005	639.5	89.2	24.8	28.8	219.2	111.4	143	143.4	NA	NA	NA	NA	NA	NA	-4.37409529493973	-1.58331446691591	99.4	0.9	14	127968228	0.197013277389447
GCA_036942575.1	ASM3694257v1	ASM3694257v1	Portugal	15.06	-23.73	Cvi-0	3	31	27	16	31	15	12	21	10	22	1	11	14	9	0	11	4	10	14	13	8	90	1	14	19	1	2	14	14	1	20	2	13	7	9	12	8	4	12	8	8	1	2	7	2	5	1	5	13	3	3	4	3	7	15	1	5	1	9	3	7	7	4	8	1	4	1	1	2	1	2	15	6	1	15	9	1	4	9	8	5	2	1	10	16	1	3	5	3	10	5	4	1	7	1	8	3	1	4	1	8	1	1	4	1	4	2	20	3	2	1	1	9	1	14	2	2	9	6	4	4	2	7	4	1	1	2	3	2	13	3	3	3	2	1	2	9	7	4	1	2	1	4	7	7	9	5	1	1	2	4	2	1	1	1	1	5	4	1	17	5	1	4	4	1	4	1	1	1	5	2	3	0	4	3	1	3	6	1	2	2	0	4	3	2	1	1	8	3	2	7	2	7	1	2	2	0	1	2	4	2	1	2	1	5	2	2	1	3	3	4	2	2	1	1	2	1	2	2	1	1	1	1	1	2	1	1	1	23.35	4.4	0.526000022888184	152.3	27.55	19.15	8.4	25.2500000000001	22.2500000000001	25.2500000000001	21.2500000000001	270.2	104.8	0.5	161.9	236.6	1.7	236.6	8.3	10.6	8.7	7.7	7.7	12.1	9.8	4.2740318588623	-2.40267459158347	99.4	0.9	14	134207035	0.229281646822762
GCA_036942965.1	ASM3694296v1	ASM3694296v1	Morocco	34.09	-4.2	Ita-0	3	31	29	16	30	16	14	23	10	21	1	11	14	9	1	11	5	10	15	13	10	82	1	11	16	1	2	14	14	2	23	2	9	7	9	11	8	4	12	7	6	1	2	7	2	5	2	4	13	5	3	4	3	7	15	1	5	1	9	3	7	7	4	9	0	3	2	1	2	1	2	16	6	3	13	8	1	4	10	10	5	2	1	8	12	1	3	4	3	10	5	4	1	8	1	8	3	1	4	1	8	1	1	4	1	4	2	25	3	2	1	1	10	1	18	2	2	9	4	4	5	2	7	4	1	1	1	3	2	19	3	3	3	2	1	2	8	8	4	1	2	1	5	7	8	12	5	1	1	2	4	2	1	1	1	1	5	4	1	21	5	1	4	5	1	4	1	1	1	5	3	3	1	4	3	1	3	6	1	2	2	1	4	3	2	1	1	7	3	2	7	2	7	1	2	2	0	1	1	4	4	1	3	1	5	2	0	1	3	4	4	2	2	1	1	2	1	2	2	1	1	2	1	1	2	1	1	1	11.85	11.5	0.389000010490417	600.7	28.2500000000001	-1.24999999999994	29.5	5.85000000000002	20.05	20.15	4.95000000000005	1216.9	231.3	5.6	73.5	593	27.9	46.9	572.7	16	14.6	6.4	6.4	46.8	18.9	3.30433986460121	-3.31952024559747	99.4	1.1	13	134967485	0.232753355372963
GCA_036942975.1	ASM3694297v1	ASM3694297v1	Kazakhstan	49.5	73.1	KZ9	3	31	31	17	34	16	16	23	10	21	1	11	16	10	1	11	6	10	12	14	10	69	1	13	16	1	4	16	18	2	23	2	7	7	9	13	8	4	11	8	8	1	2	7	2	5	2	5	10	4	3	4	3	7	15	1	5	1	11	3	7	7	4	9	0	3	2	1	2	1	2	12	7	3	13	9	1	9	9	10	5	2	1	10	15	1	3	5	3	11	5	4	1	8	1	8	3	1	4	1	8	1	1	4	1	3	2	16	4	2	1	1	10	1	15	2	1	9	8	4	5	2	7	4	0	1	1	3	2	23	3	3	3	3	1	2	10	8	4	1	2	1	5	7	7	10	5	1	0	2	4	2	1	1	1	1	5	4	1	22	5	1	4	6	1	4	2	1	1	4	3	3	1	4	3	1	3	6	1	2	2	0	4	3	2	1	1	7	3	2	7	2	7	1	2	2	1	1	3	4	3	1	3	1	4	2	2	1	3	2	5	2	2	1	1	2	1	2	2	1	1	1	1	1	2	1	1	1	3.45000000000005	10.2	0.241000008583069	1230.5	25.2500000000001	-16.95	42.2	17.15	-10.95	18.85	-12.55	370.7	49.2	21.6	28.4	134.1	70.1	117.3	72.9	23.3	23.7	7.2	7.3	28.2	20.6	0.408910586769654	9.84313825746828	99.4	1.1	14	128168578	0.198134514685807
GCA_946402385.1	AUZE-A-5.PacbioHiFiAssembly	AUZE-A-5	France	43.527792	1.491628	AUZE-A-5	3	31	29	17	29	16	14	22	10	22	1	11	15	10	1	11	5	10	14	14	11	107	1	13	20	1	1	16	17	1	23	2	6	7	8	13	8	3	11	8	8	1	2	7	2	5	2	5	14	3	3	4	3	7	15	1	5	1	11	3	7	7	4	9	1	3	2	1	2	1	2	16	6	3	15	9	1	8	9	10	5	2	1	10	13	1	3	5	3	12	5	4	1	8	1	8	3	1	4	1	8	1	1	4	1	4	2	18	3	1	1	1	9	1	16	2	2	9	8	4	5	2	7	4	0	1	2	3	2	12	3	3	3	3	1	2	10	7	4	1	2	1	4	6	10	11	5	1	1	2	4	2	1	1	1	1	5	4	1	19	5	1	4	6	0	4	3	1	1	5	3	3	1	4	3	1	3	6	1	2	2	0	4	3	2	1	1	7	3	2	6	2	7	1	2	2	0	1	2	4	3	1	3	1	4	2	2	1	9	2	4	2	2	1	1	2	1	2	2	1	1	2	1	1	2	1	1	1	13.7500000000001	8.7	0.352999997138977	576.8	27.05	2.45000000000005	24.6	15.95	21.05	21.35	6.55000000000001	717.8	79.8	41.7	17.7	220.2	149.5	156.4	171.2	NA	NA	NA	NA	NA	NA	-4.10314660012646	-1.19758107072465	99.4	1.1	11	134825843	0.222146894932675
GCA_946403025.1	FERR-A-8.PacbioHiFiAssembly	FERR-A-8	France	43.6577	2.4437	FERR-A-8	3	31	30	16	33	16	17	23	8	22	1	11	14	9	1	11	5	10	14	13	11	108	1	13	16	1	5	16	53	2	23	2	8	7	9	13	8	4	11	8	8	1	2	7	2	5	2	5	12	4	2	4	3	7	15	1	5	1	10	3	6	7	4	9	1	3	2	1	2	1	2	15	6	3	15	9	1	10	9	10	5	2	1	10	13	1	3	5	3	11	5	4	1	8	1	8	3	1	4	1	8	1	1	4	1	3	2	17	3	2	1	1	11	1	12	2	2	9	8	4	5	2	7	4	0	1	2	3	2	24	3	3	3	2	1	2	8	8	4	1	2	1	4	7	9	12	5	1	1	2	4	2	1	1	1	1	5	4	1	21	5	1	4	7	0	4	2	1	1	5	3	3	1	4	3	1	3	6	1	2	2	0	4	3	2	1	1	7	3	2	6	2	7	1	2	2	0	1	2	4	3	1	3	1	4	2	2	1	2	3	5	1	2	1	1	2	1	2	2	1	1	2	1	1	2	1	1	1	11.2500000000001	7.6	0.325999999046326	557.8	24.05	0.850000000000023	23.2	5.35000000000002	18.35	18.65	4.45000000000005	1675.1	185.9	72.3	25.4	544.8	271.2	275.6	513.4	20.5	17.9	6.7	6.7	39	22.8	-5.06266228240221	-4.85411229872116	99.4	1.1	16	138179928	0.241187743273394
GCA_946403525.1	BELC-C-10.PacbioHiFiAssembly	BELC-C-10	France	44.389212	2.336636	BELC-C-10	3	31	28	17	31	16	16	22	8	22	1	11	15	9	1	11	5	10	13	13	12	66	1	14	18	1	3	14	17	2	23	2	13	9	9	14	8	4	12	8	8	1	2	7	2	5	1	5	10	3	2	4	3	7	14	1	5	1	10	3	7	7	4	9	1	3	2	1	2	0	2	16	6	2	16	9	1	7	9	10	5	2	1	10	14	1	3	5	3	11	5	4	1	8	1	8	3	1	4	1	8	1	1	4	1	4	2	18	2	2	1	1	9	1	13	2	2	9	8	4	5	2	7	4	1	1	2	3	2	20	3	3	3	3	1	2	9	7	4	1	2	1	5	6	8	11	5	1	1	2	4	2	1	1	1	0	5	4	1	22	5	1	4	7	1	4	1	1	1	5	3	3	1	4	3	1	3	6	1	2	1	0	4	3	2	1	1	7	3	2	7	2	7	1	2	2	0	1	1	4	3	1	3	1	4	2	2	1	3	2	5	1	2	1	1	2	1	2	2	1	1	2	1	1	2	1	1	1	11.45	8.3	0.34300000667572	569	24.65	0.550000000000011	24.1	8.05000000000001	19.05	19.05	4.35000000000002	1047.7	109.6	58.1	16.1	296.2	217.3	217.3	266.8	22	19	6.3	6.3	41.1	28.9	-5.45391960179959	-3.61521133934721	99.4	1.1	18	135212263	0.230948290540777
GCA_946404075.1	ANGE-B-10.PacbioHiFiAssembly	ANGE-B-10	France	43.9121	1.6569	ANGE-B-10	3	31	28	17	31	16	16	21	8	22	1	11	16	10	1	11	4	10	13	12	10	73	1	12	19	1	4	16	14	2	24	2	8	7	8	14	8	4	11	8	8	1	2	7	2	5	3	5	10	4	2	4	3	7	15	1	5	1	10	3	7	7	4	9	1	3	2	1	2	0	2	15	6	3	16	9	1	7	9	10	5	2	1	8	13	1	3	5	3	11	5	4	1	8	1	8	3	1	4	1	8	1	1	4	1	3	2	19	2	2	1	1	10	1	12	2	2	9	8	4	5	2	7	4	1	1	2	3	2	8	3	3	3	3	1	2	10	8	4	1	2	1	5	6	8	11	5	1	1	2	4	2	1	1	1	1	5	4	1	20	5	1	4	8	1	3	1	1	1	5	3	3	1	4	3	1	3	6	1	2	2	0	4	3	2	1	1	7	3	2	7	2	7	1	2	2	0	1	2	4	3	1	3	1	5	2	2	1	3	2	5	2	2	1	1	2	1	2	2	1	1	2	1	1	2	1	1	1	13.35	8.8	0.355999994277954	578.6	26.7500000000001	2.05000000000001	24.7	15.7500000000001	20.55	20.95	6.15000000000003	740.1	79.2	45.1	15.7	222.2	159.7	166.2	181.1	21	17.1	7.4	7.6	22.8	11.5	-4.23046067212837	-5.43408360081764	99.4	1.1	14	136875108	0.235258744051548
GCA_946404385.1	BARA-C-5.PacbioHiFiAssembly	BARA-C-5	France	44.270842	2.427551	BARA-C-5	3	31	28	18	33	16	18	24	10	22	1	11	16	9	1	11	5	10	14	15	10	75	1	13	15	1	4	16	17	2	23	2	13	7	9	13	8	4	11	8	8	1	2	7	2	5	3	4	14	4	3	4	3	7	15	1	5	1	10	3	7	7	4	9	1	3	2	1	2	1	2	15	7	3	15	8	1	7	9	10	5	2	1	10	15	1	3	5	3	12	5	4	1	8	0	8	3	1	4	1	8	1	1	4	1	4	2	16	3	2	1	1	11	1	13	2	2	9	8	4	5	2	7	4	0	1	2	3	2	21	3	3	3	2	1	2	9	6	4	1	2	1	5	7	7	11	5	1	1	2	4	2	1	1	1	1	5	4	1	18	5	1	4	7	0	4	3	1	1	5	3	3	1	4	3	1	3	6	1	2	2	0	4	3	2	1	1	7	3	2	7	2	7	1	2	2	0	1	2	4	3	1	4	1	5	2	2	1	9	2	5	3	2	1	1	2	1	2	2	1	1	1	1	1	2	1	1	1	9.95000000000005	7.9	0.342000007629395	549	22.85	-0.349999999999966	23.2	6.85000000000002	16.85	17.2500000000001	3.25000000000006	1206.2	125	64.8	16.4	342.3	246.2	250.2	310.7	20.8	17.6	7	7	38.9	21	-4.95835350539629	-1.17165234590964	99.4	1	20	137365156	0.233934790566539
GCA_946404515.1	IP-San-9.PacbioHiFiAssembly	IP-San-9	Spain	38.331366	-3.508882	IP-San-9	3	31	30	15	31	16	15	21	10	22	1	11	16	8	1	11	4	9	15	13	11	97	1	13	12	1	4	13	14	2	23	2	6	7	9	15	8	4	12	7	6	1	2	7	2	5	2	5	12	3	3	4	3	7	15	1	5	1	10	3	7	7	4	9	0	2	2	1	2	0	2	13	6	3	14	9	1	6	9	10	5	2	1	9	13	1	3	4	3	11	5	4	1	7	1	8	2	1	4	1	8	1	1	4	1	3	2	17	2	1	1	1	10	1	13	2	2	9	4	4	5	2	7	4	0	1	2	3	2	7	3	3	3	1	1	2	9	8	4	1	2	1	4	7	6	13	5	1	0	2	4	2	1	1	1	1	5	4	1	21	5	1	4	6	0	4	2	1	1	5	3	3	1	4	3	1	3	6	1	2	2	0	4	3	2	1	1	7	3	2	4	2	7	1	2	2	0	1	3	4	3	1	3	1	5	2	2	1	3	3	5	1	2	1	1	2	1	2	2	1	0	2	1	1	2	1	1	1	15.85	10.9	0.348000001907349	707.6	32.85	1.55000000000001	31.3	11.45	25.45	25.45	7.35000000000002	550.5	88.4	4.7	52	218.8	37.5	37.5	191.8	19.8	17.8	6.8	7	32.1	18.4	11.2341315869699	-2.18223049394709	99.4	1.1	19	139502319	0.239962283351003
GCA_946404995.1	BANI-C-1.PacbioHiFiAssembly	BANI-C-1	France	43.043644	0.234303	BANI-C-1	3	31	29	18	30	16	13	22	10	21	1	11	15	10	1	11	5	10	12	14	10	93	0	14	22	1	5	16	21	1	23	2	10	9	8	16	8	4	11	8	8	1	2	7	2	5	3	4	9	4	2	4	3	7	14	1	5	0	11	3	7	7	4	9	0	3	2	1	2	1	2	15	6	3	13	9	1	7	10	10	5	2	1	9	14	1	3	6	3	12	5	4	1	7	1	8	3	1	4	1	8	1	1	4	1	4	2	8	3	2	1	1	11	1	17	2	2	9	8	4	5	2	7	4	1	1	1	3	2	23	3	3	3	2	1	2	10	8	4	1	2	1	5	7	8	12	5	1	1	2	4	2	1	1	1	1	5	4	1	19	5	1	4	8	1	4	2	1	1	5	3	3	1	4	3	1	3	6	1	2	2	1	4	3	2	1	1	7	3	2	7	2	7	1	2	2	0	1	1	4	3	1	3	1	4	2	2	1	3	3	5	1	2	1	1	2	1	2	2	1	0	2	1	1	2	1	1	1	12.05	8.4	0.363000011444092	540.5	24.05	0.950000000000045	23.1	6.15000000000003	18.85	19.15	5.35000000000002	1258.8	129.5	78.1	17.8	371.7	247.4	250.3	330.8	21.3	15.2	5.7	5.7	50.5	34.4	-5.41927391078683	-4.2034686897954	99.4	1.1	13	134087419	0.220762426637506
GCA_946405265.1	IP-Met-6.PacbioHiFiAssembly	IP-Met-6	Spain	40.261667	-4.154601	IP-Met-6	3	31	28	16	33	16	23	21	9	21	1	11	15	10	1	11	5	10	14	13	14	101	1	14	13	1	1	12	14	1	22	2	13	7	9	14	8	4	11	8	8	1	2	7	2	5	1	5	13	5	3	4	3	7	14	1	5	1	10	3	7	7	4	9	1	4	2	1	2	1	2	15	6	4	16	9	1	8	9	10	5	2	1	9	14	1	3	5	3	11	5	4	1	8	0	8	3	1	4	0	8	1	1	4	1	4	2	11	3	1	1	1	10	1	16	2	2	9	8	4	5	2	7	4	1	1	2	3	2	17	3	3	3	3	1	1	9	7	4	1	2	1	4	7	10	9	5	1	1	2	4	2	1	1	1	1	5	4	1	20	5	1	4	8	1	4	2	1	1	5	3	3	0	4	3	1	3	6	1	2	2	0	4	3	2	1	1	8	3	2	7	2	7	1	2	2	0	1	2	4	1	1	3	1	5	2	2	1	3	2	5	2	2	1	1	2	1	2	2	1	1	2	1	1	2	1	1	1	15.2500000000001	11.1	0.352999997138977	720.4	32.35	0.950000000000045	31.4	10.55	25.05	25.05	6.45000000000005	511.1	73.8	9	50.6	214.8	44	44	161.9	18.9	18.8	7.3	7.4	17.1	8.7	2.99653650004381	-2.02972114408334	99.3	1.1	27	139932771	0.239777521449925
GCA_946405525.1	FERR-A-12.PacbioHiFiAssembly	FERR-A-12	France	43.657743	2.44371	FERR-A-12	3	31	28	15	36	16	21	23	10	21	1	11	15	9	1	11	4	10	14	19	14	107	1	13	19	1	5	16	17	2	24	2	13	7	9	14	8	4	11	8	8	1	2	7	2	5	2	5	12	5	2	4	3	7	15	1	5	1	10	3	7	7	4	9	1	3	2	1	2	1	2	15	7	4	15	9	1	6	9	10	5	1	1	9	14	1	3	6	3	11	5	4	1	8	1	8	3	1	4	1	8	1	1	4	1	4	2	17	3	2	1	1	9	1	18	2	2	9	8	4	5	2	7	4	1	1	1	3	2	20	3	3	3	3	1	2	8	8	4	1	2	1	4	6	8	12	5	1	1	2	4	2	1	1	1	1	5	4	1	22	5	1	4	8	0	4	1	1	1	5	3	3	1	4	3	1	3	6	1	2	2	0	4	3	2	1	1	6	3	2	6	2	7	1	2	2	0	1	2	4	3	1	3	1	5	2	2	1	3	2	5	3	2	1	1	2	1	2	2	1	1	2	1	1	2	1	1	1	11.2500000000001	7.6	0.325999999046326	557.8	24.05	0.850000000000023	23.2	5.35000000000002	18.35	18.65	4.45000000000005	1675.1	185.9	72.3	25.4	544.8	271.2	275.6	513.4	20.5	17.9	6.7	6.7	39	22.8	-5.21286850940704	-4.15202395389208	99.4	1.1	21	135603680	0.221870615900689
GCA_946405545.1	IP-Evs-12.PacbioHiFiAssembly	IP-Evs-12	Spain	40.479175	-3.959696	IP-Evs-12	3	29	32	19	29	16	17	21	10	21	1	11	14	10	1	10	5	10	15	13	10	92	1	12	19	1	5	13	14	2	22	2	7	7	6	13	8	4	11	8	8	1	2	7	2	5	3	5	11	4	3	4	3	7	15	1	5	2	10	3	7	7	4	9	0	3	2	1	2	1	2	15	7	4	16	9	1	8	9	10	5	2	1	8	14	1	3	5	3	11	5	4	1	7	1	7	2	1	4	1	8	1	1	4	1	4	2	5	3	2	1	1	10	1	17	2	2	9	7	4	5	2	7	4	1	1	2	3	2	21	3	3	3	2	1	1	10	7	4	1	2	1	5	7	9	10	5	1	1	2	4	2	1	1	1	1	5	4	1	19	5	1	4	8	1	4	3	1	1	5	3	3	0	4	3	1	3	6	1	2	2	1	4	3	2	1	1	8	3	2	7	2	7	1	2	2	0	1	2	4	2	1	3	1	5	2	2	1	3	3	4	2	2	1	1	2	1	2	2	1	0	2	1	1	2	1	1	1	14.95	10.5	0.342000007629395	714.4	31.85	1.05000000000001	30.8	10.35	24.7500000000001	24.7500000000001	6.35000000000002	593.8	83.5	13.3	48.6	244.9	57.6	57.6	181.4	20	19	7.2	7.1	19.7	8.2	-1.47421803080302	-2.88283787473135	99.4	1.1	19	136087190	0.227696971331394
