"gene","assembly","group","window","repeat_class","n_te_class"
"AT4G15360","GCA_949796655.1_9744_genomic","Family","pm10kb","LTR/Copia",1
"AT4G15360","GCA_949796655.1_9744_genomic","Family","pm10kb","SINE/tRNA",2
"AT4G15380","GCA_949796655.1_9744_genomic","Family","pm10kb","DNA/Helitron",1
"AT4G15380","GCA_949796655.1_9744_genomic","Family","pm10kb","LINE/unknown",1
"AT4G15380","GCA_949796655.1_9744_genomic","Family","pm10kb","LTR/Copia",1
"AT4G15870","GCA_949796655.1_9744_genomic","Family","pm10kb","LTR/Copia",3
"AT4G16857","GCA_949796655.1_9744_genomic","Family","pm10kb","LTR/Ty3",4
"AT4G16860","GCA_949796655.1_9744_genomic","Family","pm10kb","DNA/Helitron",1
"AT4G16860","GCA_949796655.1_9744_genomic","Family","pm10kb","LTR/Ty3",5
"AT4G16890","GCA_949796655.1_9744_genomic","Family","pm10kb","DNA/Helitron",1
"AT4G16890","GCA_949796655.1_9744_genomic","Family","pm10kb","LTR/Ty3",8
"AT4G16900","GCA_949796655.1_9744_genomic","Family","pm10kb","DNA/Helitron",1
"AT4G16900","GCA_949796655.1_9744_genomic","Family","pm10kb","LTR/Ty3",7
"AT4G16920","GCA_949796655.1_9744_genomic","Family","pm10kb","DNA/Helitron",1
"AT4G16920","GCA_949796655.1_9744_genomic","Family","pm10kb","DNA/MULE-MuDR",3
"AT4G16920","GCA_949796655.1_9744_genomic","Family","pm10kb","LTR/Ty3",14
"AT4G16940","GCA_949796655.1_9744_genomic","Family","pm10kb","DNA/MULE-MuDR",6
"AT4G16940","GCA_949796655.1_9744_genomic","Family","pm10kb","LTR/Ty3",4
"AT4G16950","GCA_949796655.1_9744_genomic","Family","pm10kb","DNA/Helitron",1
"AT4G16950","GCA_949796655.1_9744_genomic","Family","pm10kb","LTR/Ty3",7
"AT4G16957","GCA_949796655.1_9744_genomic","Family","pm10kb","DNA/MULE-MuDR",4
"AT4G16960","GCA_949796655.1_9744_genomic","Family","pm10kb","DNA/MULE-MuDR",6
"AT4G17200","GCA_949796655.1_9744_genomic","Family","pm10kb","DNA/Helitron",1
"AT4G17505","GCA_949796655.1_9744_genomic","Family","pm10kb","DNA/Helitron",2
"AT4G17505","GCA_949796655.1_9744_genomic","Family","pm10kb","LTR/Copia",1
"AT4G17505","GCA_949796655.1_9744_genomic","Family","pm10kb","SINE/tRNA",1
"AT4G17780","GCA_949796655.1_9744_genomic","Family","pm10kb","DNA/Helitron",1
"AT4G19720","GCA_949796655.1_9744_genomic","Family","pm10kb","LTR/Gypsy",1
"AT4G19720","GCA_949796655.1_9744_genomic","Family","pm10kb","SINE/tRNA",1
"AT4G19730","GCA_949796655.1_9744_genomic","Family","pm10kb","LTR/Gypsy",1
"AT4G19730","GCA_949796655.1_9744_genomic","Family","pm10kb","SINE/tRNA",1
"AT4G19740","GCA_949796655.1_9744_genomic","Family","pm10kb","LTR/Gypsy",1
"AT4G19740","GCA_949796655.1_9744_genomic","Family","pm10kb","LTR/Ty3",1
"AT4G19740","GCA_949796655.1_9744_genomic","Family","pm10kb","SINE/tRNA",2
"AT4G19750","GCA_949796655.1_9744_genomic","Family","pm10kb","LTR/Copia",4
"AT4G19750","GCA_949796655.1_9744_genomic","Family","pm10kb","LTR/Gypsy",1
"AT4G19750","GCA_949796655.1_9744_genomic","Family","pm10kb","LTR/Ty3",1
"AT4G19750","GCA_949796655.1_9744_genomic","Family","pm10kb","SINE/tRNA",1
"AT4G19760","GCA_949796655.1_9744_genomic","Family","pm10kb","DNA/Helitron",1
"AT4G19760","GCA_949796655.1_9744_genomic","Family","pm10kb","LTR/Copia",4
"AT4G19760","GCA_949796655.1_9744_genomic","Family","pm10kb","LTR/Ty3",1
"AT4G19760","GCA_949796655.1_9744_genomic","Family","pm10kb","SINE/tRNA",1
"AT4G19770","GCA_949796655.1_9744_genomic","Family","pm10kb","DNA/Helitron",1
"AT4G19770","GCA_949796655.1_9744_genomic","Family","pm10kb","LTR/Copia",4
"AT4G19770","GCA_949796655.1_9744_genomic","Family","pm10kb","LTR/Ty3",1
"AT4G19770","GCA_949796655.1_9744_genomic","Family","pm10kb","SINE/tRNA",1
"AT4G19800","GCA_949796655.1_9744_genomic","Family","pm10kb","DNA/Helitron",2
"AT4G19800","GCA_949796655.1_9744_genomic","Family","pm10kb","LTR/Copia",4
"AT4G19810","GCA_949796655.1_9744_genomic","Family","pm10kb","DNA/Helitron",2
"AT4G19810","GCA_949796655.1_9744_genomic","Family","pm10kb","LTR/Copia",4
"AT4G19820","GCA_949796655.1_9744_genomic","Family","pm10kb","DNA/Helitron",2
"AT4G20200","GCA_949796655.1_9744_genomic","Family","pm10kb","DNA/Helitron",4
"AT4G20200","GCA_949796655.1_9744_genomic","Family","pm10kb","LTR/Copia",2
"AT4G20200","GCA_949796655.1_9744_genomic","Family","pm10kb","LTR/unknown",1
"AT4G20210","GCA_949796655.1_9744_genomic","Family","pm10kb","DNA/Helitron",1
"AT4G20210","GCA_949796655.1_9744_genomic","Family","pm10kb","LINE/L1",1
"AT4G20210","GCA_949796655.1_9744_genomic","Family","pm10kb","LTR/Copia",1
"AT4G20210","GCA_949796655.1_9744_genomic","Family","pm10kb","LTR/unknown",2
"AT4G20230","GCA_949796655.1_9744_genomic","Family","pm10kb","DNA/Helitron",3
"AT4G20230","GCA_949796655.1_9744_genomic","Family","pm10kb","LTR/Copia",2
"AT4G20230","GCA_949796655.1_9744_genomic","Family","pm10kb","LTR/unknown",1
"AT4G20230","GCA_949796655.1_9744_genomic","Family","pm10kb","SINE/tRNA",1
"AT4G20530","GCA_949796655.1_9744_genomic","Family","pm10kb","DNA/Helitron",8
"AT4G20530","GCA_949796655.1_9744_genomic","Family","pm10kb","LTR/Ty3",9
"AT4G20530","GCA_949796655.1_9744_genomic","Family","pm10kb","LTR/unknown",2
"AT4G20540","GCA_949796655.1_9744_genomic","Family","pm10kb","DNA/Helitron",4
"AT4G20540","GCA_949796655.1_9744_genomic","Family","pm10kb","LTR/Ty3",3
"AT4G20540","GCA_949796655.1_9744_genomic","Family","pm10kb","LTR/unknown",2
"AT4G20550","GCA_949796655.1_9744_genomic","Family","pm10kb","DNA/Helitron",4
"AT4G20550","GCA_949796655.1_9744_genomic","Family","pm10kb","LTR/Ty3",3
"AT4G20550","GCA_949796655.1_9744_genomic","Family","pm10kb","LTR/unknown",2
"AT4G20580","GCA_949796655.1_9744_genomic","Family","pm10kb","DNA/Helitron",15
"AT4G20580","GCA_949796655.1_9744_genomic","Family","pm10kb","LTR/Ty3",14
"AT4G20580","GCA_949796655.1_9744_genomic","Family","pm10kb","LTR/unknown",6
"AT4G20670","GCA_949796655.1_9744_genomic","Family","pm10kb","DNA/Helitron",15
"AT4G20670","GCA_949796655.1_9744_genomic","Family","pm10kb","LTR/Ty3",14
"AT4G20670","GCA_949796655.1_9744_genomic","Family","pm10kb","LTR/unknown",6
"AT4G20680","GCA_949796655.1_9744_genomic","Family","pm10kb","DNA/Helitron",3
"AT4G20680","GCA_949796655.1_9744_genomic","Family","pm10kb","LTR/Ty3",5
"AT4G21980","GCA_949796655.1_9744_genomic","Family","pm10kb","LINE/unknown",1
"AT4G22035","GCA_949796655.1_9744_genomic","Family","pm10kb","LTR/Copia",4
"AT4G22060","GCA_949796655.1_9744_genomic","Family","pm10kb","DNA/Helitron",3
"AT4G22060","GCA_949796655.1_9744_genomic","Family","pm10kb","LTR/Copia",5
"AT4G22165","GCA_949796655.1_9744_genomic","Family","pm10kb","LTR/Copia",1
"AT4G22170","GCA_949796655.1_9744_genomic","Family","pm10kb","LTR/Copia",1
"AT4G22180","GCA_949796655.1_9744_genomic","Family","pm10kb","LTR/Copia",1
"AT4G31650","GCA_949796655.1_9744_genomic","Family","pm10kb","LINE/unknown",1
"AT4G31650","GCA_949796655.1_9744_genomic","Family","pm10kb","LTR/Copia",1
"AT4G31680","GCA_949796655.1_9744_genomic","Family","pm10kb","LINE/unknown",1
"AT4G31685","GCA_949796655.1_9744_genomic","Family","pm10kb","LINE/unknown",1
"AT4G31690","GCA_949796655.1_9744_genomic","Family","pm10kb","LINE/unknown",1
"AT4G33290","GCA_949796655.1_9744_genomic","Family","pm10kb","DNA/Helitron",3
"AT4G33290","GCA_949796655.1_9744_genomic","Family","pm10kb","LINE/L1",1
"AT4G33290","GCA_949796655.1_9744_genomic","Family","pm10kb","LINE/unknown",1
"AT5G01080","GCA_949796655.1_9744_genomic","Family","pm10kb","DNA/Helitron",1
"AT5G01080","GCA_949796655.1_9744_genomic","Family","pm10kb","LTR/Copia",1
"AT5G02340","GCA_949796655.1_9744_genomic","Family","pm10kb","DNA/Helitron",7
"AT5G02340","GCA_949796655.1_9744_genomic","Family","pm10kb","LINE/unknown",1
"AT5G02340","GCA_949796655.1_9744_genomic","Family","pm10kb","LTR/unknown",2
"AT5G02360","GCA_949796655.1_9744_genomic","Family","pm10kb","DNA/Helitron",8
"AT5G02360","GCA_949796655.1_9744_genomic","Family","pm10kb","LTR/Ty3",1
"AT5G02990","GCA_949796655.1_9744_genomic","Family","pm10kb","DNA/Helitron",2
"AT5G02995","GCA_949796655.1_9744_genomic","Family","pm10kb","DNA/Helitron",2
"AT5G03000","GCA_949796655.1_9744_genomic","Family","pm10kb","DNA/Helitron",2
"AT5G03010","GCA_949796655.1_9744_genomic","Family","pm10kb","DNA/Helitron",2
"AT5G03020","GCA_949796655.1_9744_genomic","Family","pm10kb","DNA/Helitron",2
"AT5G03020","GCA_949796655.1_9744_genomic","Family","pm10kb","LTR/Copia",1
"AT5G03480","GCA_949796655.1_9744_genomic","Family","pm10kb","LTR/Gypsy",1
"AT5G03495","GCA_949796655.1_9744_genomic","Family","pm10kb","LTR/Gypsy",1
"AT5G05670","GCA_949796655.1_9744_genomic","Family","pm10kb","LINE/L1",1
"AT5G06060","GCA_949796655.1_9744_genomic","Family","pm10kb","DNA/Helitron",2
"AT5G11565","GCA_949796655.1_9744_genomic","Family","pm10kb","LINE/unknown",1
"AT5G13940","GCA_949796655.1_9744_genomic","Single-copy","pm10kb","LTR/Copia",1
"AT5G13940","GCA_949796655.1_9744_genomic","Single-copy","pm10kb","LTR/Ty3",2
"AT5G15660","GCA_949796655.1_9744_genomic","Family","pm10kb","DNA/Helitron",2
"AT5G15670","GCA_949796655.1_9744_genomic","Family","pm10kb","DNA/Helitron",2
"AT5G16430","GCA_949796655.1_9744_genomic","Family","pm10kb","DNA/Helitron",1
"AT5G17080","GCA_949796655.1_9744_genomic","Family","pm10kb","DNA/Helitron",2
"AT5G17140","GCA_949796655.1_9744_genomic","Family","pm10kb","DNA/Helitron",2
"AT5G17890","GCA_949796655.1_9744_genomic","Family","pm10kb","DNA/Helitron",3
"AT5G17960","GCA_949796655.1_9744_genomic","Family","pm10kb","LTR/Ty3",1
"AT5G18636","GCA_949796655.1_9744_genomic","Family","pm10kb","LINE/L1",5
"AT5G18880","GCA_949796655.1_9744_genomic","Family","pm10kb","LINE/L1",1
"AT5G20480","GCA_949796655.1_9744_genomic","Family","pm10kb","LTR/Copia",4
"AT5G22660","GCA_949796655.1_9744_genomic","Family","pm10kb","SINE/tRNA",1
"AT5G23930","GCA_949796655.1_9744_genomic","Family","pm10kb","DNA/Helitron",1
"AT5G23930","GCA_949796655.1_9744_genomic","Family","pm10kb","LTR/Copia",1
"AT5G23960","GCA_949796655.1_9744_genomic","Family","pm10kb","DNA/Helitron",1
"AT5G23960","GCA_949796655.1_9744_genomic","Family","pm10kb","LTR/Copia",2
"AT5G24520","GCA_949796655.1_9744_genomic","Single-copy","pm10kb","DNA/Helitron",1
"AT5G24520","GCA_949796655.1_9744_genomic","Single-copy","pm10kb","LINE/L1",2
"AT5G24520","GCA_949796655.1_9744_genomic","Single-copy","pm10kb","LINE/unknown",1
"AT5G24520","GCA_949796655.1_9744_genomic","Single-copy","pm10kb","LTR/Copia",1
"AT5G24520","GCA_949796655.1_9744_genomic","Single-copy","pm10kb","LTR/unknown",1
"AT5G24890","GCA_949796655.1_9744_genomic","Single-copy","pm10kb","LTR/Ty3",1
"AT5G25200","GCA_949796655.1_9744_genomic","Family","pm10kb","LINE/L1",5
"AT5G25290","GCA_949796655.1_9744_genomic","Family","pm10kb","DNA/Helitron",1
"AT5G25290","GCA_949796655.1_9744_genomic","Family","pm10kb","LTR/Ty3",1
"AT5G25300","GCA_949796655.1_9744_genomic","Family","pm10kb","DNA/Helitron",1
"AT5G25300","GCA_949796655.1_9744_genomic","Family","pm10kb","LTR/Ty3",1
"AT5G25600","GCA_949796655.1_9744_genomic","Family","pm10kb","LINE/unknown",1
"AT5G25600","GCA_949796655.1_9744_genomic","Family","pm10kb","LTR/Copia",1
"AT5G25600","GCA_949796655.1_9744_genomic","Family","pm10kb","SINE/tRNA",1
"AT5G25850","GCA_949796655.1_9744_genomic","Family","pm10kb","LINE/unknown",2
"AT5G25850","GCA_949796655.1_9744_genomic","Family","pm10kb","LTR/Copia",1
"AT5G25850","GCA_949796655.1_9744_genomic","Family","pm10kb","LTR/unknown",1
"AT5G25910","GCA_949796655.1_9744_genomic","Family","pm10kb","DNA/Helitron",1
"AT5G25910","GCA_949796655.1_9744_genomic","Family","pm10kb","LTR/unknown",1
"AT5G25980","GCA_949796655.1_9744_genomic","Family","pm10kb","DNA/Helitron",1
"AT5G25980","GCA_949796655.1_9744_genomic","Family","pm10kb","LINE/L1",1
"AT5G25980","GCA_949796655.1_9744_genomic","Family","pm10kb","LTR/Gypsy",2
"AT5G25980","GCA_949796655.1_9744_genomic","Family","pm10kb","LTR/Ty3",1
"AT5G25980","GCA_949796655.1_9744_genomic","Family","pm10kb","LTR/unknown",1
"AT5G26000","GCA_949796655.1_9744_genomic","Family","pm10kb","DNA/Helitron",1
"AT5G26000","GCA_949796655.1_9744_genomic","Family","pm10kb","LTR/Ty3",2
"AT5G26000","GCA_949796655.1_9744_genomic","Family","pm10kb","LTR/unknown",1
"AT5G26950","GCA_949796655.1_9744_genomic","Family","pm10kb","LINE/unknown",1
"AT5G26950","GCA_949796655.1_9744_genomic","Family","pm10kb","LTR/Copia",3
"AT5G27050","GCA_949796655.1_9744_genomic","Family","pm10kb","LINE/unknown",1
"AT5G27050","GCA_949796655.1_9744_genomic","Family","pm10kb","LTR/Copia",3
"AT5G27060","GCA_949796655.1_9744_genomic","Family","pm10kb","LINE/unknown",1
"AT5G27060","GCA_949796655.1_9744_genomic","Family","pm10kb","LTR/Copia",3
"AT5G27070","GCA_949796655.1_9744_genomic","Family","pm10kb","DNA/Helitron",1
"AT5G27070","GCA_949796655.1_9744_genomic","Family","pm10kb","DNA/MULE-MuDR",2
"AT5G27070","GCA_949796655.1_9744_genomic","Family","pm10kb","LINE/unknown",1
"AT5G27070","GCA_949796655.1_9744_genomic","Family","pm10kb","LTR/Copia",6
"AT5G27090","GCA_949796655.1_9744_genomic","Family","pm10kb","LINE/unknown",1
"AT5G27090","GCA_949796655.1_9744_genomic","Family","pm10kb","LTR/Copia",3
"AT5G27260","GCA_949796655.1_9744_genomic","Family","pm10kb","DNA/Helitron",2
"AT5G27260","GCA_949796655.1_9744_genomic","Family","pm10kb","LINE/unknown",1
"AT5G27260","GCA_949796655.1_9744_genomic","Family","pm10kb","LTR/Ty3",1
"AT5G27530","GCA_949796655.1_9744_genomic","Family","pm10kb","DNA/Helitron",3
"AT5G27530","GCA_949796655.1_9744_genomic","Family","pm10kb","DNA/MULE-MuDR",2
"AT5G27530","GCA_949796655.1_9744_genomic","Family","pm10kb","LINE/unknown",1
"AT5G27530","GCA_949796655.1_9744_genomic","Family","pm10kb","SINE/unknown",1
"AT5G27580","GCA_949796655.1_9744_genomic","Family","pm10kb","DNA/Helitron",1
"AT5G27580","GCA_949796655.1_9744_genomic","Family","pm10kb","DNA/MULE-MuDR",2
"AT5G27580","GCA_949796655.1_9744_genomic","Family","pm10kb","LTR/Copia",3
"AT5G27606","GCA_949796655.1_9744_genomic","Family","pm10kb","DNA/Helitron",6
"AT5G27606","GCA_949796655.1_9744_genomic","Family","pm10kb","LTR/unknown",2
"AT5G27780","GCA_949796655.1_9744_genomic","Family","pm10kb","DNA/Helitron",2
"AT5G27780","GCA_949796655.1_9744_genomic","Family","pm10kb","LTR/Copia",1
"AT5G27780","GCA_949796655.1_9744_genomic","Family","pm10kb","LTR/Gypsy",1
"AT5G27810","GCA_949796655.1_9744_genomic","Family","pm10kb","DNA/Helitron",5
"AT5G27810","GCA_949796655.1_9744_genomic","Family","pm10kb","LTR/Copia",1
"AT5G27810","GCA_949796655.1_9744_genomic","Family","pm10kb","LTR/Ty3",1
"AT5G27944","GCA_949796655.1_9744_genomic","Family","pm10kb","DNA/Helitron",1
"AT5G27944","GCA_949796655.1_9744_genomic","Family","pm10kb","DNA/MULE-MuDR",2
"AT5G27944","GCA_949796655.1_9744_genomic","Family","pm10kb","LINE/unknown",1
"AT5G27944","GCA_949796655.1_9744_genomic","Family","pm10kb","LTR/Copia",6
"AT5G27970","GCA_949796655.1_9744_genomic","Single-copy","pm10kb","DNA/Helitron",2
"AT5G27970","GCA_949796655.1_9744_genomic","Single-copy","pm10kb","LINE/unknown",2
"AT5G27970","GCA_949796655.1_9744_genomic","Single-copy","pm10kb","LTR/Copia",3
"AT5G27970","GCA_949796655.1_9744_genomic","Single-copy","pm10kb","LTR/Ty3",8
"AT5G27970","GCA_949796655.1_9744_genomic","Single-copy","pm10kb","LTR/unknown",1
"AT5G27970","GCA_949796655.1_9744_genomic","Single-copy","pm10kb","SINE/unknown",1
"AT5G28160","GCA_949796655.1_9744_genomic","Family","pm10kb","LINE/L1",1
"AT5G28160","GCA_949796655.1_9744_genomic","Family","pm10kb","LTR/Copia",3
"AT5G28160","GCA_949796655.1_9744_genomic","Family","pm10kb","LTR/Gypsy",1
"AT5G28180","GCA_949796655.1_9744_genomic","Family","pm10kb","LINE/L1",1
"AT5G28180","GCA_949796655.1_9744_genomic","Family","pm10kb","LTR/Copia",1
"AT5G28180","GCA_949796655.1_9744_genomic","Family","pm10kb","LTR/Gypsy",1
"AT5G28180","GCA_949796655.1_9744_genomic","Family","pm10kb","SINE/tRNA",1
"AT5G28235","GCA_949796655.1_9744_genomic","Family","pm10kb","DNA/MULE-MuDR",5
"AT5G28235","GCA_949796655.1_9744_genomic","Family","pm10kb","LTR/Ty3",12
"AT5G28615","GCA_949796655.1_9744_genomic","Family","pm10kb","DNA/MULE-MuDR",4
"AT5G28615","GCA_949796655.1_9744_genomic","Family","pm10kb","LINE/L1",1
"AT5G28615","GCA_949796655.1_9744_genomic","Family","pm10kb","LINE/unknown",2
"AT5G28615","GCA_949796655.1_9744_genomic","Family","pm10kb","LTR/Ty3",3
"AT5G28720","GCA_949796655.1_9744_genomic","Family","pm10kb","DNA/Helitron",4
"AT5G28720","GCA_949796655.1_9744_genomic","Family","pm10kb","LTR/Ty3",5
"AT5G28730","GCA_949796655.1_9744_genomic","Family","pm10kb","DNA/Helitron",6
"AT5G28730","GCA_949796655.1_9744_genomic","Family","pm10kb","LTR/Ty3",3
"AT5G28810","GCA_949796655.1_9744_genomic","Family","pm10kb","DNA/Helitron",3
"AT5G28810","GCA_949796655.1_9744_genomic","Family","pm10kb","DNA/MULE-MuDR",7
"AT5G28810","GCA_949796655.1_9744_genomic","Family","pm10kb","LTR/Copia",1
"AT5G28810","GCA_949796655.1_9744_genomic","Family","pm10kb","LTR/Gypsy",1
"AT5G28810","GCA_949796655.1_9744_genomic","Family","pm10kb","LTR/Ty3",12
"AT5G28820","GCA_949796655.1_9744_genomic","Family","pm10kb","DNA/Helitron",2
"AT5G28820","GCA_949796655.1_9744_genomic","Family","pm10kb","DNA/MULE-MuDR",2
"AT5G28820","GCA_949796655.1_9744_genomic","Family","pm10kb","LTR/Gypsy",1
"AT5G28920","GCA_949796655.1_9744_genomic","Family","pm10kb","LINE/unknown",1
"AT5G28920","GCA_949796655.1_9744_genomic","Family","pm10kb","LTR/Copia",1
"AT5G28920","GCA_949796655.1_9744_genomic","Family","pm10kb","LTR/Ty3",2
"AT5G28920","GCA_949796655.1_9744_genomic","Family","pm10kb","SINE/unknown",1
"AT5G28950","GCA_949796655.1_9744_genomic","Family","pm10kb","DNA/Helitron",7
"AT5G28950","GCA_949796655.1_9744_genomic","Family","pm10kb","LTR/Gypsy",2
"AT5G29050","GCA_949796655.1_9744_genomic","Family","pm10kb","LTR/Gypsy",3
"AT5G29050","GCA_949796655.1_9744_genomic","Family","pm10kb","LTR/Ty3",7
"AT5G29613","GCA_949796655.1_9744_genomic","Family","pm10kb","DNA/Helitron",7
"AT5G29613","GCA_949796655.1_9744_genomic","Family","pm10kb","LTR/Gypsy",2
"AT5G29624","GCA_949796655.1_9744_genomic","Family","pm10kb","DNA/Helitron",3
"AT5G29624","GCA_949796655.1_9744_genomic","Family","pm10kb","DNA/MULE-MuDR",2
"AT5G29624","GCA_949796655.1_9744_genomic","Family","pm10kb","LTR/Copia",1
"AT5G29624","GCA_949796655.1_9744_genomic","Family","pm10kb","LTR/Gypsy",1
"AT5G29624","GCA_949796655.1_9744_genomic","Family","pm10kb","LTR/Ty3",8
"AT5G29624","GCA_949796655.1_9744_genomic","Family","pm10kb","SINE/tRNA",2
"AT5G32613","GCA_949796655.1_9744_genomic","Family","pm10kb","DNA/Helitron",2
"AT5G32613","GCA_949796655.1_9744_genomic","Family","pm10kb","LINE/L1",2
"AT5G32613","GCA_949796655.1_9744_genomic","Family","pm10kb","LTR/Ty3",10
"AT5G33330","GCA_949796655.1_9744_genomic","Family","pm10kb","DNA/Helitron",3
"AT5G33393","GCA_949796655.1_9744_genomic","Family","pm10kb","DNA/Helitron",1
"AT5G33393","GCA_949796655.1_9744_genomic","Family","pm10kb","LTR/Copia",2
"AT5G33393","GCA_949796655.1_9744_genomic","Family","pm10kb","LTR/Ty3",5
"AT5G34581","GCA_949796655.1_9744_genomic","Family","pm10kb","DNA/Helitron",2
"AT5G34581","GCA_949796655.1_9744_genomic","Family","pm10kb","LTR/Ty3",9
"AT5G34828","GCA_949796655.1_9744_genomic","Family","pm10kb","DNA/Helitron",1
"AT5G34828","GCA_949796655.1_9744_genomic","Family","pm10kb","LTR/Copia",2
"AT5G34828","GCA_949796655.1_9744_genomic","Family","pm10kb","LTR/Ty3",4
"AT5G34828","GCA_949796655.1_9744_genomic","Family","pm10kb","LTR/unknown",2
"AT5G34828","GCA_949796655.1_9744_genomic","Family","pm10kb","SINE/unknown",1
"AT5G35190","GCA_949796655.1_9744_genomic","Family","pm10kb","DNA/Helitron",1
"AT5G35190","GCA_949796655.1_9744_genomic","Family","pm10kb","LINE/unknown",1
"AT5G35405","GCA_949796655.1_9744_genomic","Family","pm10kb","DNA/Helitron",8
"AT5G35405","GCA_949796655.1_9744_genomic","Family","pm10kb","LINE/L1",1
"AT5G35405","GCA_949796655.1_9744_genomic","Family","pm10kb","LTR/Copia",2
"AT5G35405","GCA_949796655.1_9744_genomic","Family","pm10kb","LTR/Gypsy",1
"AT5G35405","GCA_949796655.1_9744_genomic","Family","pm10kb","LTR/Ty3",2
"AT5G35405","GCA_949796655.1_9744_genomic","Family","pm10kb","LTR/unknown",2
"AT5G35405","GCA_949796655.1_9744_genomic","Family","pm10kb","SINE/tRNA",1
"AT5G35475","GCA_949796655.1_9744_genomic","Family","pm10kb","DNA/Helitron",6
"AT5G35475","GCA_949796655.1_9744_genomic","Family","pm10kb","LINE/L1",3
"AT5G35475","GCA_949796655.1_9744_genomic","Family","pm10kb","LINE/unknown",1
"AT5G35475","GCA_949796655.1_9744_genomic","Family","pm10kb","LTR/Copia",1
"AT5G35510","GCA_949796655.1_9744_genomic","Family","pm10kb","DNA/Helitron",4
"AT5G35510","GCA_949796655.1_9744_genomic","Family","pm10kb","LINE/L1",4
"AT5G35510","GCA_949796655.1_9744_genomic","Family","pm10kb","LINE/unknown",1
"AT5G35510","GCA_949796655.1_9744_genomic","Family","pm10kb","SINE/tRNA",1
"AT5G35540","GCA_949796655.1_9744_genomic","Family","pm10kb","DNA/Helitron",10
"AT5G35540","GCA_949796655.1_9744_genomic","Family","pm10kb","LINE/L1",3
"AT5G35695","GCA_949796655.1_9744_genomic","Family","pm10kb","DNA/Helitron",2
"AT5G35695","GCA_949796655.1_9744_genomic","Family","pm10kb","LINE/L1",1
"AT5G35695","GCA_949796655.1_9744_genomic","Family","pm10kb","LINE/unknown",1
"AT5G35695","GCA_949796655.1_9744_genomic","Family","pm10kb","LTR/Copia",3
"AT5G35695","GCA_949796655.1_9744_genomic","Family","pm10kb","LTR/Ty3",1
"AT5G35695","GCA_949796655.1_9744_genomic","Family","pm10kb","LTR/unknown",1
"AT5G35715","GCA_949796655.1_9744_genomic","Family","pm10kb","DNA/Helitron",2
"AT5G35715","GCA_949796655.1_9744_genomic","Family","pm10kb","LINE/L1",4
"AT5G35715","GCA_949796655.1_9744_genomic","Family","pm10kb","LINE/unknown",3
"AT5G35715","GCA_949796655.1_9744_genomic","Family","pm10kb","LTR/Copia",3
"AT5G35715","GCA_949796655.1_9744_genomic","Family","pm10kb","LTR/unknown",1
"AT5G35737","GCA_949796655.1_9744_genomic","Family","pm10kb","DNA/Helitron",7
"AT5G35737","GCA_949796655.1_9744_genomic","Family","pm10kb","LINE/L1",2
"AT5G35737","GCA_949796655.1_9744_genomic","Family","pm10kb","LINE/unknown",1
"AT5G35737","GCA_949796655.1_9744_genomic","Family","pm10kb","LTR/unknown",1
"AT5G35760","GCA_949796655.1_9744_genomic","Family","pm10kb","DNA/Helitron",1
"AT5G35760","GCA_949796655.1_9744_genomic","Family","pm10kb","DNA/MULE-MuDR",3
"AT5G35760","GCA_949796655.1_9744_genomic","Family","pm10kb","LINE/L1",2
"AT5G35760","GCA_949796655.1_9744_genomic","Family","pm10kb","LTR/Copia",1
"AT5G35760","GCA_949796655.1_9744_genomic","Family","pm10kb","LTR/Gypsy",1
"AT5G35760","GCA_949796655.1_9744_genomic","Family","pm10kb","LTR/Ty3",4
"AT5G35760","GCA_949796655.1_9744_genomic","Family","pm10kb","LTR/unknown",5
"AT5G36180","GCA_949796655.1_9744_genomic","Family","pm10kb","DNA/Helitron",3
"AT5G36180","GCA_949796655.1_9744_genomic","Family","pm10kb","LINE/L1",4
"AT5G36180","GCA_949796655.1_9744_genomic","Family","pm10kb","LTR/Copia",2
"AT5G36180","GCA_949796655.1_9744_genomic","Family","pm10kb","LTR/unknown",3
"AT5G36180","GCA_949796655.1_9744_genomic","Family","pm10kb","SINE/tRNA",2
"AT5G36310","GCA_949796655.1_9744_genomic","Family","pm10kb","DNA/Helitron",8
"AT5G36310","GCA_949796655.1_9744_genomic","Family","pm10kb","LTR/Ty3",2
"AT5G36320","GCA_949796655.1_9744_genomic","Family","pm10kb","LTR/Ty3",1
"AT5G36330","GCA_949796655.1_9744_genomic","Family","pm10kb","DNA/Helitron",8
"AT5G36330","GCA_949796655.1_9744_genomic","Family","pm10kb","LTR/Ty3",3
"AT5G36350","GCA_949796655.1_9744_genomic","Family","pm10kb","DNA/Helitron",8
"AT5G36350","GCA_949796655.1_9744_genomic","Family","pm10kb","LTR/Ty3",3
"AT5G36450","GCA_949796655.1_9744_genomic","Family","pm10kb","DNA/Helitron",8
"AT5G36450","GCA_949796655.1_9744_genomic","Family","pm10kb","LTR/Ty3",3
"AT5G36470","GCA_949796655.1_9744_genomic","Family","pm10kb","DNA/Helitron",5
"AT5G36470","GCA_949796655.1_9744_genomic","Family","pm10kb","SINE/tRNA",1
"AT5G36480","GCA_949796655.1_9744_genomic","Family","pm10kb","DNA/Helitron",10
"AT5G36480","GCA_949796655.1_9744_genomic","Family","pm10kb","SINE/tRNA",1
"AT5G36490","GCA_949796655.1_9744_genomic","Family","pm10kb","DNA/Helitron",5
