"assembly","gene","scaffold","start","end","group","win_start","win_end","window_bp","window","n_te","te_classes","te_bp","te_fraction","nearest_te_dist"
"GCA_949796715.1_9830_genomic","AT5G36657","OX461194.1",16933899,16934197,"Family",16933899,16934197,299,"gene_body",0,NA,0,0,20315
"GCA_949796715.1_9830_genomic","AT5G36659","OX461194.1",16938317,16938639,"Family",16938317,16938639,323,"gene_body",0,NA,0,0,24733
"GCA_949796715.1_9830_genomic","AT5G36657","OX461194.1",16931701,16931999,"Family",16931701,16931999,299,"gene_body",0,NA,0,0,18117
"GCA_949796715.1_9830_genomic","AT5G36659","OX461194.1",16936121,16936452,"Family",16936121,16936452,332,"gene_body",0,NA,0,0,22537
"GCA_949796715.1_9830_genomic","AT5G36657","OX461194.1",16929513,16929802,"Family",16929513,16929802,290,"gene_body",0,NA,0,0,15929
"GCA_949796715.1_9830_genomic","AT5G36659","OX461194.1",16933924,16934255,"Family",16933924,16934255,332,"gene_body",0,NA,0,0,20340
"GCA_949796715.1_9830_genomic","AT5G36657","OX461194.1",16927316,16927614,"Family",16927316,16927614,299,"gene_body",0,NA,0,0,13732
"GCA_949796715.1_9830_genomic","AT5G36659","OX461194.1",16931726,16932057,"Family",16931726,16932057,332,"gene_body",0,NA,0,0,18142
"GCA_949796715.1_9830_genomic","AT5G36657","OX461194.1",16925120,16925418,"Family",16925120,16925418,299,"gene_body",0,NA,0,0,11536
"GCA_949796715.1_9830_genomic","AT5G36659","OX461194.1",16929538,16929860,"Family",16929538,16929860,323,"gene_body",0,NA,0,0,15954
"GCA_949796715.1_9830_genomic","AT5G36657","OX461194.1",16922933,16923222,"Family",16922933,16923222,290,"gene_body",0,NA,0,0,9349
"GCA_949796715.1_9830_genomic","AT5G36659","OX461194.1",16927341,16927672,"Family",16927341,16927672,332,"gene_body",0,NA,0,0,13757
"GCA_949796715.1_9830_genomic","AT5G36657","OX461194.1",16920746,16921035,"Family",16920746,16921035,290,"gene_body",0,NA,0,0,7162
"GCA_949796715.1_9830_genomic","AT5G36659","OX461194.1",16925145,16925476,"Family",16925145,16925476,332,"gene_body",0,NA,0,0,11561
"GCA_949796715.1_9830_genomic","AT5G36657","OX461194.1",16918557,16918846,"Family",16918557,16918846,290,"gene_body",0,NA,0,0,4973
"GCA_949796715.1_9830_genomic","AT5G36659","OX461194.1",16922958,16923280,"Family",16922958,16923280,323,"gene_body",0,NA,0,0,9374
"GCA_949796715.1_9830_genomic","AT5G36658","OX461194.1",16918557,16918899,"Family",16918557,16918899,343,"gene_body",0,NA,0,0,4973
"GCA_949796715.1_9830_genomic","AT5G36659","OX461194.1",16920771,16921093,"Family",16920771,16921093,323,"gene_body",0,NA,0,0,7187
"GCA_949796715.1_9830_genomic","AT5G36659","OX461194.1",16918582,16918902,"Family",16918582,16918902,321,"gene_body",0,NA,0,0,4998
"GCA_949796715.1_9830_genomic","AT5G42895","OX461194.1",19838164,19838560,"Family",19838164,19838560,397,"gene_body",0,NA,0,0,4171
"GCA_949796715.1_9830_genomic","AT1G36925","OX461190.1",13988716,13989570,"Family",13988716,13989570,855,"gene_body",1,"DNA/Helitron",47,0.0549707602339181,0
"GCA_949796715.1_9830_genomic","AT1G49100","OX461190.1",20727779,20731756,"Family",20727779,20731756,3978,"gene_body",0,NA,0,0,24544
"GCA_949796715.1_9830_genomic","AT1G51805","OX461190.1",21769742,21774634,"Family",21769742,21774634,4893,"gene_body",0,NA,0,0,2657
"GCA_949796715.1_9830_genomic","AT1G51810","OX461190.1",21775642,21780979,"Family",21775642,21780979,5338,"gene_body",0,NA,0,0,1377
"GCA_949796715.1_9830_genomic","AT1G51820","OX461190.1",21782724,21787298,"Family",21782724,21787298,4575,"gene_body",0,NA,0,0,205
"GCA_949796715.1_9830_genomic","AT1G51830","OX461190.1",21787987,21791491,"Family",21787987,21791491,3505,"gene_body",0,NA,0,0,2698
"GCA_949796715.1_9830_genomic","AT1G51850","OX461190.1",21795113,21799228,"Family",21795113,21799228,4116,"gene_body",0,NA,0,0,410
"GCA_949796715.1_9830_genomic","AT2G04300","OX461191.1",1680496,1684481,"Family",1680496,1684481,3986,"gene_body",0,NA,0,0,2275
"GCA_949796715.1_9830_genomic","AT3G21340","OX461192.1",7537812,7542123,"Family",7537812,7542123,4312,"gene_body",0,NA,0,0,23894
"GCA_949796715.1_9830_genomic","AT3G46330","OX461192.1",20502280,20506112,"Family",20502280,20506112,3833,"gene_body",0,NA,0,0,5790
"GCA_949796715.1_9830_genomic","AT3G46420","OX461192.1",20522781,20527236,"Family",20522781,20527236,4456,"gene_body",0,NA,0,0,4828
"GCA_949796715.1_9830_genomic","AT5G16900","OX461194.1",5543119,5548098,"Family",5543119,5548098,4980,"gene_body",0,NA,0,0,37181
"GCA_949796715.1_9830_genomic","AT1G43680","OX461190.1",19031301,19032439,"Family",19031301,19032439,1139,"gene_body",0,NA,0,0,270
"GCA_949796715.1_9830_genomic","AT2G02103","OX461194.1",21033642,21035028,"Family",21033642,21035028,1387,"gene_body",0,NA,0,0,121
"GCA_949796715.1_9830_genomic","AT2G13450","OX461194.1",10005698,10007181,"Family",10005698,10007181,1484,"gene_body",0,NA,0,0,1354
"GCA_949796715.1_9830_genomic","AT4G02000","OX461194.1",10005736,10006927,"Family",10005736,10006927,1192,"gene_body",0,NA,0,0,1608
"GCA_949796715.1_9830_genomic","AT2G13500","OX461191.1",7708703,7709869,"Family",7708703,7709869,1167,"gene_body",0,NA,0,0,1055
"GCA_949796715.1_9830_genomic","AT4G04730","OX461191.1",7709447,7709869,"Family",7709447,7709869,423,"gene_body",0,NA,0,0,1799
"GCA_949796715.1_9830_genomic","AT2G13510","OX461191.1",7711851,7712959,"Family",7711851,7712959,1109,"gene_body",0,NA,0,0,1401
"GCA_949796715.1_9830_genomic","AT2G16676","OX461191.1",9261849,9263697,"Family",9261849,9263697,1849,"gene_body",0,NA,0,0,440
"GCA_949796715.1_9830_genomic","AT2G17905","OX461194.1",10337266,10337793,"Family",10337266,10337793,528,"gene_body",0,NA,0,0,633
"GCA_949796715.1_9830_genomic","AT2G17920","OX461194.1",10351342,10352883,"Family",10351342,10352883,1542,"gene_body",0,NA,0,0,80
"GCA_949796715.1_9830_genomic","AT2G31590","OX461191.1",15473695,15474999,"Family",15473695,15474999,1305,"gene_body",0,NA,0,0,22817
"GCA_949796715.1_9830_genomic","AT2G41590","OX461193.1",11068458,11070103,"Family",11068458,11070103,1646,"gene_body",0,NA,0,0,871
"GCA_949796715.1_9830_genomic","AT3G57587","OX461192.1",18952280,18953638,"Family",18952280,18953638,1359,"gene_body",0,NA,0,0,841
"GCA_949796715.1_9830_genomic","AT4G02000","OX461193.1",1151198,1152500,"Family",1151198,1152500,1303,"gene_body",0,NA,0,0,228
"GCA_949796715.1_9830_genomic","AT4G04730","OX461193.1",2341717,2342139,"Family",2341717,2342139,423,"gene_body",0,NA,0,0,6804
"GCA_949796715.1_9830_genomic","AT5G18636","OX461194.1",21033924,21035184,"Family",21033924,21035184,1261,"gene_body",0,NA,0,0,403
"GCA_949796715.1_9830_genomic","AT5G25200","OX461194.1",21033925,21035028,"Family",21033925,21035028,1104,"gene_body",0,NA,0,0,404
"GCA_949796715.1_9830_genomic","AT5G25600","OX461194.1",8935847,8936943,"Family",8935847,8936943,1097,"gene_body",0,NA,0,0,1437
"GCA_949796715.1_9830_genomic","AT5G35737","OX461194.1",16537986,16538357,"Family",16537986,16538357,372,"gene_body",0,NA,0,0,944
"GCA_949796715.1_9830_genomic","AT5G36228","OX461194.1",16860382,16862291,"Family",16860382,16862291,1910,"gene_body",0,NA,0,0,566
"GCA_949796715.1_9830_genomic","AT5G53670","OX461194.1",24353647,24354381,"Family",24353647,24354381,735,"gene_body",0,NA,0,0,2331
"GCA_949796715.1_9830_genomic","AT1G40087","OX461193.1",2790115,2792364,"Family",2790115,2792364,2250,"gene_body",0,NA,0,0,7610
"GCA_949796715.1_9830_genomic","AT3G30200","OX461193.1",2788373,2792222,"Family",2788373,2792222,3850,"gene_body",0,NA,0,0,7752
"GCA_949796715.1_9830_genomic","AT3G30200","OX461193.1",2094499,2100661,"Family",2094499,2100661,6163,"gene_body",0,NA,0,0,4
"GCA_949796715.1_9830_genomic","AT5G28920","OX461194.1",10991739,10995140,"Family",10991739,10995140,3402,"gene_body",0,NA,0,0,480
"GCA_949796715.1_9830_genomic","AT1G48800","OX461190.1",20618980,20622343,"Family",20618980,20622343,3364,"gene_body",0,NA,0,0,272
"GCA_949796715.1_9830_genomic","AT1G48820","OX461190.1",20624420,20628713,"Family",20624420,20628713,4294,"gene_body",0,NA,0,0,943
"GCA_949796715.1_9830_genomic","AT1G66020","OX461190.1",27209301,27211944,"Family",27209301,27211944,2644,"gene_body",0,NA,0,0,1827
"GCA_949796715.1_9830_genomic","AT1G70080","OX461190.1",29026812,29029905,"Family",29026812,29029905,3094,"gene_body",0,NA,0,0,120
"GCA_949796715.1_9830_genomic","AT2G23230","OX461191.1",11946687,11949978,"Family",11946687,11949978,3292,"gene_body",0,NA,0,0,4211
"GCA_949796715.1_9830_genomic","AT3G29110","OX461192.1",11049018,11052869,"Family",11049018,11052869,3852,"gene_body",1,"SINE/tRNA",36,0.00934579439252336,0
"GCA_949796715.1_9830_genomic","AT3G29190","OX461192.1",11124548,11128665,"Family",11124548,11128665,4118,"gene_body",2,"LTR/Ty3, SINE/tRNA",352,0.08547838756678,0
"GCA_949796715.1_9830_genomic","AT4G13280","OX461193.1",10536130,10539765,"Family",10536130,10539765,3636,"gene_body",0,NA,0,0,1051
"GCA_949796715.1_9830_genomic","AT4G13300","OX461193.1",10545908,10549421,"Family",10545908,10549421,3514,"gene_body",1,"DNA/Helitron",184,0.0523619806488332,0
"GCA_949796715.1_9830_genomic","AT4G13300","OX461193.1",10537214,10539491,"Family",10537214,10539491,2278,"gene_body",0,NA,0,0,1325
"GCA_949796715.1_9830_genomic","AT4G15870","OX461193.1",11873277,11875861,"Family",11873277,11875861,2585,"gene_body",0,NA,0,0,203
"GCA_949796715.1_9830_genomic","AT4G20200","OX461193.1",13696967,13699491,"Family",13696967,13699491,2525,"gene_body",0,NA,0,0,410
"GCA_949796715.1_9830_genomic","AT4G20210","OX461193.1",1963345,1965806,"Family",1963345,1965806,2462,"gene_body",3,"LTR/Copia, LTR/unknown",1102,0.447603574329813,0
"GCA_949796715.1_9830_genomic","AT5G44630","OX461194.1",20610272,20613140,"Family",20610272,20613140,2869,"gene_body",0,NA,0,0,8850
"GCA_949796715.1_9830_genomic","AT5G48110","OX461194.1",22067851,22071417,"Family",22067851,22071417,3567,"gene_body",1,"LINE/unknown",175,0.0490608354359406,0
"GCA_949796715.1_9830_genomic","AT3G21940","OX461192.1",7753362,7754965,"Family",7753362,7754965,1604,"gene_body",0,NA,0,0,7451
"GCA_949796715.1_9830_genomic","AT3G21980","OX461192.1",7768312,7769369,"Family",7768312,7769369,1058,"gene_body",0,NA,0,0,17214
"GCA_949796715.1_9830_genomic","AT3G21990","OX461192.1",7772420,7773775,"Family",7772420,7773775,1356,"gene_body",0,NA,0,0,12808
"GCA_949796715.1_9830_genomic","AT4G20530","OX461193.1",13863065,13864394,"Family",13863065,13864394,1330,"gene_body",0,NA,0,0,247
"GCA_949796715.1_9830_genomic","AT4G20540","OX461192.1",7772396,7773720,"Family",7772396,7773720,1325,"gene_body",0,NA,0,0,12863
"GCA_949796715.1_9830_genomic","AT3G22000","OX461192.1",7774859,7776516,"Family",7774859,7776516,1658,"gene_body",0,NA,0,0,10067
"GCA_949796715.1_9830_genomic","AT4G20680","OX461192.1",7774899,7776506,"Family",7774899,7776506,1608,"gene_body",0,NA,0,0,10077
"GCA_949796715.1_9830_genomic","AT3G22010","OX461193.1",13841239,13842690,"Family",13841239,13842690,1452,"gene_body",0,NA,0,0,5355
"GCA_949796715.1_9830_genomic","AT3G22020","OX461192.1",7779637,7780670,"Family",7779637,7780670,1034,"gene_body",0,NA,0,0,5913
"GCA_949796715.1_9830_genomic","AT3G22030","OX461192.1",7782536,7783958,"Family",7782536,7783958,1423,"gene_body",0,NA,0,0,2625
"GCA_949796715.1_9830_genomic","AT3G22040","OX461192.1",7785027,7785972,"Family",7785027,7785972,946,"gene_body",0,NA,0,0,611
"GCA_949796715.1_9830_genomic","AT3G22050","OX461192.1",7787182,7788539,"Family",7787182,7788539,1358,"gene_body",0,NA,0,0,195
"GCA_949796715.1_9830_genomic","AT3G22053","OX461192.1",7790631,7791724,"Family",7790631,7791724,1094,"gene_body",0,NA,0,0,590
"GCA_949796715.1_9830_genomic","AT4G20530","OX461193.1",13836131,13837460,"Family",13836131,13837460,1330,"gene_body",0,NA,0,0,247
"GCA_949796715.1_9830_genomic","AT4G20580","OX461192.1",7772586,7773592,"Family",7772586,7773592,1007,"gene_body",0,NA,0,0,12991
"GCA_949796715.1_9830_genomic","AT4G20580","OX461193.1",13863257,13864267,"Family",13863257,13864267,1011,"gene_body",0,NA,0,0,439
"GCA_949796715.1_9830_genomic","AT4G20580","OX461193.1",13836323,13837333,"Family",13836323,13837333,1011,"gene_body",0,NA,0,0,439
"GCA_949796715.1_9830_genomic","AT4G20670","OX461192.1",7772586,7773623,"Family",7772586,7773623,1038,"gene_body",0,NA,0,0,12960
"GCA_949796715.1_9830_genomic","AT4G20670","OX461193.1",13863257,13864298,"Family",13863257,13864298,1042,"gene_body",0,NA,0,0,439
"GCA_949796715.1_9830_genomic","AT4G20670","OX461193.1",13836323,13837364,"Family",13836323,13837364,1042,"gene_body",0,NA,0,0,439
"GCA_949796715.1_9830_genomic","AT4G20680","OX461193.1",13838657,13840264,"Family",13838657,13840264,1608,"gene_body",0,NA,0,0,2773
"GCA_949796715.1_9830_genomic","AT1G18050","OX461190.1",6225185,6227404,"Family",6225185,6227404,2220,"gene_body",0,NA,0,0,6598
"GCA_949796715.1_9830_genomic","AT1G29180","OX461190.1",10087585,10088919,"Family",10087585,10088919,1335,"gene_body",0,NA,0,0,20085
"GCA_949796715.1_9830_genomic","AT1G34480","OX461190.1",12595298,12597161,"Family",12595298,12597161,1864,"gene_body",0,NA,0,0,2059
"GCA_949796715.1_9830_genomic","AT1G44020","OX461190.1",19271354,19274028,"Family",19271354,19274028,2675,"gene_body",0,NA,0,0,707
"GCA_949796715.1_9830_genomic","AT1G44030","OX461190.1",19296919,19299436,"Family",19296919,19299436,2518,"gene_body",0,NA,0,0,367
"GCA_949796715.1_9830_genomic","AT1G44030","OX461190.1",19271538,19273517,"Family",19271538,19273517,1980,"gene_body",0,NA,0,0,1218
"GCA_949796715.1_9830_genomic","AT1G45243","OX461190.1",19727926,19728717,"Family",19727926,19728717,792,"gene_body",0,NA,0,0,2390
"GCA_949796715.1_9830_genomic","AT1G62030","OX461190.1",25539393,25541986,"Family",25539393,25541986,2594,"gene_body",0,NA,0,0,17203
"GCA_949796715.1_9830_genomic","AT1G66440","OX461190.1",27407002,27409352,"Family",27407002,27409352,2351,"gene_body",0,NA,0,0,3868
"GCA_949796715.1_9830_genomic","AT1G66450","OX461190.1",27411517,27413229,"Family",27411517,27413229,1713,"gene_body",1,"LTR/Copia",9,0.00525394045534151,0
"GCA_949796715.1_9830_genomic","AT2G28460","OX461191.1",14205763,14208059,"Family",14205763,14208059,2297,"gene_body",0,NA,0,0,12587
"GCA_949796715.1_9830_genomic","AT3G21210","OX461192.1",7463938,7466800,"Family",7463938,7466800,2863,"gene_body",0,NA,0,0,49692
"GCA_949796715.1_9830_genomic","AT3G26240","OX461192.1",9592603,9595906,"Family",9592603,9595906,3304,"gene_body",0,NA,0,0,320
"GCA_949796715.1_9830_genomic","AT3G26250","OX461192.1",9593058,9594517,"Family",9593058,9594517,1460,"gene_body",0,NA,0,0,1176
"GCA_949796715.1_9830_genomic","AT3G50010","OX461192.1",22038447,22041037,"Family",22038447,22041037,2591,"gene_body",0,NA,0,0,283
"GCA_949796715.1_9830_genomic","AT4G10560","OX461193.1",9307949,9310193,"Family",9307949,9310193,2245,"gene_body",0,NA,0,0,6434
"GCA_949796715.1_9830_genomic","AT4G13130","OX461193.1",10461627,10464314,"Family",10461627,10464314,2688,"gene_body",0,NA,0,0,2572
"GCA_949796715.1_9830_genomic","AT4G15070","OX461193.1",11451429,11454145,"Family",11451429,11454145,2717,"gene_body",0,NA,0,0,838
"GCA_949796715.1_9830_genomic","AT5G48320","OX461193.1",11451251,11453105,"Family",11451251,11453105,1855,"gene_body",0,NA,0,0,660
"GCA_949796715.1_9830_genomic","AT4G26380","OX461193.1",16115043,16118527,"Family",16115043,16118527,3485,"gene_body",0,NA,0,0,102581
"GCA_949796715.1_9830_genomic","AT5G03355","OX461194.1",820152,822326,"Family",820152,822326,2175,"gene_body",0,NA,0,0,915
"GCA_949796715.1_9830_genomic","AT5G03360","OX461194.1",824758,827865,"Family",824758,827865,3108,"gene_body",0,NA,0,0,1156
"GCA_949796715.1_9830_genomic","AT5G37210","OX461194.1",17285371,17288054,"Family",17285371,17288054,2684,"gene_body",0,NA,0,0,520
"GCA_949796715.1_9830_genomic","AT5G48320","OX461194.1",22145867,22148935,"Family",22145867,22148935,3069,"gene_body",0,NA,0,0,31851
"GCA_949796715.1_9830_genomic","AT1G31960","OX461190.1",11405050,11405558,"Family",11405050,11405558,509,"gene_body",1,"LTR/unknown",41,0.0805500982318271,0
"GCA_949796715.1_9830_genomic","AT2G11462","OX461191.1",6839879,6840522,"Family",6839879,6840522,644,"gene_body",0,NA,0,0,198
"GCA_949796715.1_9830_genomic","AT1G03660","OX461190.1",930655,933144,"Family",930655,933144,2490,"gene_body",0,NA,0,0,24958
"GCA_949796715.1_9830_genomic","AT1G03670","OX461190.1",933558,935558,"Family",933558,935558,2001,"gene_body",0,NA,0,0,22544
"GCA_949796715.1_9830_genomic","AT4G03440","OX461193.1",1813162,1816586,"Family",1813162,1816586,3425,"gene_body",0,NA,0,0,2066
"GCA_949796715.1_9830_genomic","AT4G03450","OX461193.1",1818099,1820545,"Family",1818099,1820545,2447,"gene_body",0,NA,0,0,7003
"GCA_949796715.1_9830_genomic","AT4G03460","OX461193.1",1825840,1828658,"Family",1825840,1828658,2819,"gene_body",0,NA,0,0,4800
"GCA_949796715.1_9830_genomic","AT4G05040","OX461193.1",2113100,2115871,"Family",2113100,2115871,2772,"gene_body",0,NA,0,0,255
"GCA_949796715.1_9830_genomic","AT4G14400","OX461193.1",11124696,11129709,"Family",11124696,11129709,5014,"gene_body",2,"DNA/Helitron",706,0.140805743917032,0
"GCA_949796715.1_9830_genomic","AT1G55060","OX461190.1",23106973,23107665,"Family",23106973,23107665,693,"gene_body",0,NA,0,0,8494
"GCA_949796715.1_9830_genomic","AT4G02890","OX461193.1",1572326,1573964,"Family",1572326,1573964,1639,"gene_body",0,NA,0,0,4677
"GCA_949796715.1_9830_genomic","AT4G05050","OX461193.1",2106661,2107615,"Family",2106661,2107615,955,"gene_body",0,NA,0,0,2249
"GCA_949796715.1_9830_genomic","AT4G05050","OX461193.1",2105728,2106888,"Family",2105728,2106888,1161,"gene_body",0,NA,0,0,2976
"GCA_949796715.1_9830_genomic","AT4G05320","OX461193.1",2106071,2107344,"Family",2106071,2107344,1274,"gene_body",0,NA,0,0,2520
"GCA_949796715.1_9830_genomic","AT4G05320","OX461193.1",1976132,1978464,"Family",1976132,1978464,2333,"gene_body",0,NA,0,0,716
"GCA_949796715.1_9830_genomic","AT5G03240","OX461194.1",773874,775729,"Family",773874,775729,1856,"gene_body",0,NA,0,0,47512
"GCA_949796715.1_9830_genomic","AT5G20620","OX461194.1",6942063,6944020,"Family",6942063,6944020,1958,"gene_body",0,NA,0,0,18773
"GCA_949796715.1_9830_genomic","AT5G37640","OX461194.1",17528898,17529874,"Family",17528898,17529874,977,"gene_body",0,NA,0,0,2444
"GCA_949796715.1_9830_genomic","AT1G27540","OX461190.1",9463792,9465794,"Family",9463792,9465794,2003,"gene_body",1,"LTR/unknown",316,0.157763354967549,0
"GCA_949796715.1_9830_genomic","AT1G27580","OX461190.1",9468695,9469860,"Family",9468695,9469860,1166,"gene_body",1,"LTR/unknown",51,0.0437392795883362,0
"GCA_949796715.1_9830_genomic","AT1G27550","OX461190.1",9466701,9467218,"Family",9466701,9467218,518,"gene_body",0,NA,0,0,1204
"GCA_949796715.1_9830_genomic","AT1G27580","OX461190.1",9464445,9465591,"Family",9464445,9465591,1147,"gene_body",1,"LTR/unknown",45,0.039232781168265,0
"GCA_949796715.1_9830_genomic","AT2G14290","OX461191.1",8204111,8205428,"Family",8204111,8205428,1318,"gene_body",0,NA,0,0,344
"GCA_949796715.1_9830_genomic","AT2G14500","OX461191.1",8277083,8278126,"Family",8277083,8278126,1044,"gene_body",0,NA,0,0,390
"GCA_949796715.1_9830_genomic","AT2G24080","OX461191.1",12274493,12275668,"Family",12274493,12275668,1176,"gene_body",0,NA,0,0,158
"GCA_949796715.1_9830_genomic","AT5G25290","OX461194.1",8799233,8800480,"Family",8799233,8800480,1248,"gene_body",0,NA,0,0,3519
"GCA_949796715.1_9830_genomic","AT5G25300","OX461194.1",8800899,8803735,"Family",8800899,8803735,2837,"gene_body",0,NA,0,0,264
"GCA_949796715.1_9830_genomic","AT1G04625","OX461190.1",1304969,1306959,"Family",1304969,1306959,1991,"gene_body",1,"LINE/unknown",241,0.121044701155198,0
"GCA_949796715.1_9830_genomic","AT1G27870","OX461190.1",9591046,9591687,"Family",9591046,9591687,642,"gene_body",1,"LINE/unknown",245,0.381619937694704,0
"GCA_949796715.1_9830_genomic","AT1G77815","OX461193.1",2019995,2020297,"Family",2019995,2020297,303,"gene_body",2,"LINE/unknown",121,0.399339933993399,0
"GCA_949796715.1_9830_genomic","AT1G47497","OX461190.1",20013950,20015342,"Family",20013950,20015342,1393,"gene_body",3,"DNA/Helitron, LINE/unknown",875,0.628140703517588,0
"GCA_949796715.1_9830_genomic","AT1G50160","OX461190.1",21146426,21146647,"Family",21146426,21146647,222,"gene_body",0,NA,0,0,20435
"GCA_949796715.1_9830_genomic","AT1G77815","OX461190.1",9591046,9591348,"Family",9591046,9591348,303,"gene_body",2,"LINE/unknown",121,0.399339933993399,0
"GCA_949796715.1_9830_genomic","AT2G02650","OX461191.1",905932,907067,"Family",905932,907067,1136,"gene_body",2,"LINE/L1, LINE/unknown",318,0.279929577464789,0
"GCA_949796715.1_9830_genomic","AT2G04420","OX461194.1",44931,45431,"Family",44931,45431,501,"gene_body",1,"LINE/unknown",477,0.952095808383233,0
"GCA_949796715.1_9830_genomic","AT2G46460","OX461190.1",20013979,20014424,"Family",20013979,20014424,446,"gene_body",1,"LINE/unknown",399,0.894618834080718,0
"GCA_949796715.1_9830_genomic","AT3G09510","OX461192.1",9269492,9270946,"Family",9269492,9270946,1455,"gene_body",1,"LINE/L1",1455,1,0
"GCA_949796715.1_9830_genomic","AT3G25270","OX461192.1",9200128,9201159,"Family",9200128,9201159,1032,"gene_body",2,"LINE/unknown",849,0.822674418604651,0
"GCA_949796715.1_9830_genomic","AT5G43755","OX461194.1",20194880,20195675,"Family",20194880,20195675,796,"gene_body",1,"LINE/unknown",796,1,0
"GCA_949796715.1_9830_genomic","AT2G29150","OX461191.1",14576222,14577491,"Family",14576222,14577491,1270,"gene_body",0,NA,0,0,14584
"GCA_949796715.1_9830_genomic","AT2G29170","OX461191.1",14579837,14580644,"Family",14579837,14580644,808,"gene_body",0,NA,0,0,18199
"GCA_949796715.1_9830_genomic","AT2G29260","OX461191.1",14606543,14608440,"Family",14606543,14608440,1898,"gene_body",0,NA,0,0,18714
"GCA_949796715.1_9830_genomic","AT2G29290","OX461191.1",14610008,14612327,"Family",14610008,14612327,2320,"gene_body",0,NA,0,0,14827
"GCA_949796715.1_9830_genomic","AT2G29350","OX461191.1",14625043,14626685,"Family",14625043,14626685,1643,"gene_body",0,NA,0,0,469
"GCA_949796715.1_9830_genomic","AT2G29360","OX461191.1",14627896,14629428,"Family",14627896,14629428,1533,"gene_body",0,NA,0,0,657
"GCA_949796715.1_9830_genomic","AT2G29370","OX461191.1",14630141,14631747,"Family",14630141,14631747,1607,"gene_body",0,NA,0,0,2902
"GCA_949796715.1_9830_genomic","AT5G06060","OX461194.1",1832676,1834763,"Family",1832676,1834763,2088,"gene_body",0,NA,0,0,8028
"GCA_949796715.1_9830_genomic","AT4G13810","OX461193.1",10823676,10826224,"Family",10823676,10826224,2549,"gene_body",0,NA,0,0,11547
"GCA_949796715.1_9830_genomic","AT4G13820","OX461193.1",10827091,10830030,"Family",10827091,10830030,2940,"gene_body",0,NA,0,0,14962
"GCA_949796715.1_9830_genomic","AT4G13880","OX461193.1",10845026,10847838,"Family",10845026,10847838,2813,"gene_body",1,"LTR/Copia",146,0.0519018841094916,0
"GCA_949796715.1_9830_genomic","AT4G13920","OX461193.1",10861954,10865556,"Family",10861954,10865556,3603,"gene_body",0,NA,0,0,5884
"GCA_949796715.1_9830_genomic","AT1G29420","OX461190.1",10190112,10190834,"Family",10190112,10190834,723,"gene_body",0,NA,0,0,13305
"GCA_949796715.1_9830_genomic","AT1G29430","OX461190.1",10191320,10192153,"Family",10191320,10192153,834,"gene_body",0,NA,0,0,11986
"GCA_949796715.1_9830_genomic","AT5G27780","OX461190.1",10191503,10192114,"Family",10191503,10192114,612,"gene_body",0,NA,0,0,12025
"GCA_949796715.1_9830_genomic","AT1G29440","OX461190.1",10193246,10193847,"Family",10193246,10193847,602,"gene_body",0,NA,0,0,10292
"GCA_949796715.1_9830_genomic","AT1G29510","OX461190.1",10211117,10211933,"Family",10211117,10211933,817,"gene_body",0,NA,0,0,4663
"GCA_949796715.1_9830_genomic","AT1G29450","OX461190.1",10194293,10195336,"Family",10194293,10195336,1044,"gene_body",0,NA,0,0,8803
"GCA_949796715.1_9830_genomic","AT1G29460","OX461190.1",10196093,10196965,"Family",10196093,10196965,873,"gene_body",0,NA,0,0,7174
"GCA_949796715.1_9830_genomic","AT1G29490","OX461190.1",10208427,10209097,"Family",10208427,10209097,671,"gene_body",0,NA,0,0,1973
"GCA_949796715.1_9830_genomic","AT1G29500","OX461190.1",10209706,10210673,"Family",10209706,10210673,968,"gene_body",0,NA,0,0,3252
"GCA_949796715.1_9830_genomic","AT1G29510","OX461190.1",10193358,10193998,"Family",10193358,10193998,641,"gene_body",0,NA,0,0,10141
"GCA_949796715.1_9830_genomic","AT5G27780","OX461194.1",9839229,9839870,"Family",9839229,9839870,642,"gene_body",0,NA,0,0,73
"GCA_949796715.1_9830_genomic","AT2G30385","OX461191.1",14974214,14975307,"Family",14974214,14975307,1094,"gene_body",0,NA,0,0,7655
"GCA_949796715.1_9830_genomic","AT2G30615","OX461191.1",15067644,15069204,"Family",15067644,15069204,1561,"gene_body",0,NA,0,0,15081
"GCA_949796715.1_9830_genomic","AT2G42955","OX461191.1",19890036,19890923,"Family",19890036,19890923,888,"gene_body",0,NA,0,0,37462
"GCA_949796715.1_9830_genomic","AT2G43260","OX461191.1",20008258,20009937,"Family",20008258,20009937,1680,"gene_body",0,NA,0,0,7335
"GCA_949796715.1_9830_genomic","AT2G43270","OX461191.1",20012929,20014246,"Family",20012929,20014246,1318,"gene_body",0,NA,0,0,3026
"GCA_949796715.1_9830_genomic","AT2G43440","OX461191.1",20064783,20066208,"Family",20064783,20066208,1426,"gene_body",0,NA,0,0,2731
"GCA_949796715.1_9830_genomic","AT2G43445","OX461191.1",20066883,20068585,"Family",20066883,20068585,1703,"gene_body",0,NA,0,0,354
"GCA_949796715.1_9830_genomic","AT4G17780","OX461193.1",12691456,12692629,"Family",12691456,12692629,1174,"gene_body",0,NA,0,0,2422
"GCA_949796715.1_9830_genomic","AT1G46840","OX461190.1",19855676,19857197,"Family",19855676,19857197,1522,"gene_body",0,NA,0,0,4894
