accession,assembly,sample_name,location,latitude,longitude,pop_name,PC1,PC2,busco_complete_pct,contig_n50_mbp,total_length_mbp,OG0000009,OG0000012,OG0000015,OG0000016,OG0000022,OG0000024,OG0000027,OG0000029,OG0000030,OG0000039,OG0000040,OG0000042,OG0000045,OG0000046,OG0000047,OG0000049,OG0000054,OG0000060,OG0000065,OG0000074,OG0000075,OG0000077,OG0000083,OG0000087,OG0000090,OG0000093,OG0000095,OG0000096,OG0000100,OG0000103,OG0000106,OG0000107,OG0000118,OG0000126,OG0000141,OG0000142,OG0000147,OG0000150,OG0000159,OG0000164,OG0000170,OG0000182,OG0000184,OG0000185,OG0000186,OG0000192,OG0000196,OG0000199,OG0000205,OG0000206,OG0000210,OG0000217,OG0000220,OG0000224,OG0000228,OG0000242,OG0000255,OG0000261,OG0000264,OG0000266,OG0000269,OG0000271,OG0000276,OG0000297,OG0000298,OG0000299,OG0000319,OG0000325,OG0000329,OG0000338,OG0000343,OG0000348,OG0000361,OG0000367,OG0000372,OG0000375,OG0000382,OG0000384,OG0000385,OG0000386,OG0000388,OG0000402,OG0000434,OG0000440,OG0000442,OG0000445,OG0000448,OG0000452,OG0000473,OG0000500,OG0000501,OG0000503,OG0000504,OG0000510,OG0000513,OG0000534,OG0000535,OG0000546,OG0000589,OG0000594,OG0000598,OG0000601,OG0000618,OG0000620,OG0000639,OG0000679,OG0000692,OG0000725,OG0000728,OG0000731,OG0000736,OG0000739,OG0000761,OG0000817,OG0000822,OG0000862,OG0000887,OG0000893,OG0000907,OG0000913,OG0000949,OG0000962,OG0001019,OG0001038,OG0001079,OG0001115,OG0001127,OG0001135,OG0001136,OG0001139,OG0001196,OG0001202,OG0001349,OG0001363,OG0001395,OG0001398,OG0001408,OG0001688,OG0001769,OG0001820,OG0001885,OG0001893,OG0001918,OG0001927,OG0001929,OG0002370,OG0002742,OG0002829,OG0002883,OG0002891,OG0002892,OG0002893,OG0002919,OG0003687,OG0003730,OG0003808,OG0003820,cec_0_5cm,cec_5_15cm,pH_0_5cm,soc_5_15cm,bio3,bio4,bio8,bio10,bio13,bio15,bio18,te_int_frac
GCA_946406525.1,Ler-0.7213.PacbioHiFiAssembly,Ler-0.7213,Poland,52.7325,15.2369,Ler-0 (7213),-4.304853474,3.306144801,99.4,19,134.502208,30,29,18,35,16,25,23,10,22,11,16,10,1,11,5,10,14,13,10,118,1,11,17,4,15,23,1,23,2,8,9,8,12,8,4,11,8,8,2,7,2,5,13,4,3,3,7,15,1,10,7,4,9,1,3,2,1,15,7,3,13,9,9,9,10,5,2,10,13,1,5,10,4,1,8,1,8,3,1,4,1,8,4,2,9,3,2,1,9,12,2,2,9,8,4,5,2,7,0,2,3,19,3,3,2,9,8,1,4,7,8,13,14,1,2,1,1,1,5,4,21,5,4,7,0,4,2,1,5,3,1,4,6,1,2,0,2,7,3,7,7,1,0,3,3,3,4,2,1,3,4,2,2,2,2,1,2,20.8,17.5,6.6,21,0.276999998,693.6,18.25,18.25,75.1,24.1,201.6,0.221335431
GCA_946406595.1,BANI-C-12.PacbioHiFiAssembly,BANI-C-12,France,43.043644,0.234303,BANI-C-12,0.634380044,-1.982644043,99.4,25,138.894758,31,28,17,27,16,17,21,10,19,11,15,10,1,11,5,10,13,13,9,85,0,13,16,3,15,17,2,22,2,14,7,9,14,8,4,11,8,8,2,7,4,5,9,4,3,2,7,15,1,11,6,4,9,1,3,2,0,16,5,3,14,9,4,9,10,5,2,9,13,1,4,11,4,1,8,1,8,3,1,4,1,8,3,2,18,2,2,1,10,16,2,2,8,8,4,5,1,7,1,1,3,23,3,2,2,10,8,1,5,7,8,14,5,0,2,1,1,1,5,4,17,5,4,6,0,4,3,1,5,3,1,4,6,1,2,0,2,7,3,7,7,1,0,2,3,3,5,0,3,3,5,2,2,2,2,0,2,21.3,15.2,5.7,34.4,0.363000011,540.5,6.15,19.15,129.5,17.8,250.3,0.23502702
GCA_946406625.1,IP-Hom-4.9546.PacbioHiFiAssembly,IP-Hom-4.9546,Spain,40.816799,-1.68601,IP-Hom-4 (9546),-0.090639453,-1.798474289,99.4,19,137.760008,31,27,19,32,16,15,22,10,19,11,16,9,1,11,5,10,13,13,10,94,1,15,16,5,15,14,2,23,2,13,7,8,13,8,4,12,8,8,2,7,3,5,12,4,3,3,7,15,1,10,7,4,9,0,4,2,0,16,7,3,13,9,8,9,10,5,2,10,13,1,5,10,4,1,8,1,8,3,1,4,1,8,4,2,15,2,2,1,9,14,2,2,9,8,4,5,2,7,1,2,3,13,3,3,2,9,7,1,4,7,9,12,5,1,2,1,1,1,5,4,20,5,4,3,0,4,3,1,5,3,1,4,6,1,2,1,2,7,3,7,7,1,0,2,3,3,4,2,3,4,5,2,2,1,2,1,2,21.8,20.6,7.2,14.2,0.378999996,634.7,12.45,19.25,75.8,33.3,106.3,0.233521117
GCA_946406735.1,BARA-C-3.PacbioHiFiAssembly,BARA-C-3,France,44.270842,2.427551,BARA-C-3,-5.437777029,-4.522556317,99.4,14,135.922974,31,28,15,34,16,18,22,10,21,11,14,10,1,11,5,10,15,14,12,70,1,15,20,5,16,14,2,23,2,12,9,9,16,8,4,11,8,8,2,7,3,5,13,4,2,3,7,14,2,10,7,4,9,1,3,2,1,15,6,2,15,9,7,9,10,5,2,10,14,1,5,11,4,1,8,1,8,2,1,4,1,8,4,2,16,3,2,1,9,18,2,2,9,8,4,5,1,7,1,2,3,15,3,3,2,9,7,1,4,6,8,11,5,1,2,1,1,1,5,4,22,5,4,8,0,4,2,1,5,3,1,4,6,1,2,1,2,7,3,7,7,1,0,2,2,3,4,2,7,2,5,1,2,2,2,1,2,20.8,17.6,7,21,0.342000008,549,6.85,17.25,125,16.4,250.2,0.217765718
GCA_946406895.1,Rabacal-1.22005.PacbioHiFiAssembly,Rabacal-1.22005,Portugal,32.7536,-17.1297,Rabacal-1 (22005),14.77705172,-1.13517744,99.3,25,148.251191,30,30,17,30,16,15,22,10,22,11,15,9,0,11,5,10,13,13,9,86,1,11,14,2,14,14,2,21,2,12,6,9,12,8,3,11,7,8,2,7,3,5,8,3,2,3,8,15,1,10,7,4,9,0,2,2,0,15,6,3,13,8,6,9,10,4,2,9,15,1,4,10,4,1,8,1,8,3,1,4,1,8,4,2,16,2,2,1,8,16,2,1,8,5,3,5,2,7,0,2,3,4,3,2,2,9,8,1,6,7,7,10,5,1,2,1,1,1,5,4,21,5,4,5,0,4,2,1,5,2,1,4,6,1,1,0,2,7,3,8,7,1,0,2,2,2,5,2,3,2,4,1,2,2,2,0,2,20.6,14.6,5.6,41.8,0.21500001,359.4,10.55,18.45,542.9,63.2,207.7,0.273252941
GCA_946406975.1,CAMA-C-2.PacbioHiFiAssembly,CAMA-C-2,France,43.824878,2.881661,CAMA-C-2,-4.421716107,-4.28183863,99.5,21,135.703562,31,34,18,28,16,12,21,10,22,11,16,9,1,11,4,10,12,13,10,78,1,11,16,4,16,17,2,22,2,7,9,8,14,8,4,11,8,8,2,7,3,5,11,4,2,3,7,15,1,10,7,4,9,1,3,2,1,16,7,3,14,9,4,10,10,5,2,9,13,1,5,12,4,1,8,1,8,2,1,4,0,8,4,2,15,3,2,1,9,12,2,2,9,8,4,5,2,7,1,2,3,19,3,3,2,10,8,1,5,7,9,13,5,1,2,1,1,1,5,4,20,5,4,8,1,4,1,1,5,3,1,4,6,1,2,0,2,6,3,7,7,1,0,3,3,3,4,2,3,3,5,1,2,1,2,0,2,20.5,21.1,7.3,18,0.322000003,586.4,8.35,19.75,141.5,28.9,181.8,0.22070179
GCA_946407145.1,BARC-A-17.PacbioHiFiAssembly,BARC-A-17,France,43.362044,0.387723,BARC-A-17,-4.834063285,-4.919906801,99.4,11,136.636245,31,25,14,31,16,16,22,9,21,11,15,9,1,11,5,10,15,14,11,94,1,12,20,5,14,14,2,22,2,12,7,8,14,8,4,11,8,8,2,7,1,5,10,4,2,3,7,13,1,10,7,4,9,1,3,2,1,16,7,2,15,9,4,9,10,5,2,9,14,1,5,10,4,1,7,1,8,3,1,4,1,8,4,2,8,3,2,1,9,11,2,2,9,8,4,5,1,7,1,2,3,22,3,3,2,10,8,1,5,7,8,11,5,1,2,1,1,1,5,4,18,5,4,7,1,4,2,1,5,3,1,4,6,1,2,0,2,7,3,7,7,1,0,2,3,3,5,2,9,3,5,1,2,2,2,1,1,21,14.6,6,10.2,0.372000003,539,12.55,20.35,97.2,18.5,177.8,0.230423845
GCA_946407795.1,IP-Lor-16.PacbioHiFiAssembly,IP-Lor-16,Spain,38.860067,-0.263499,IP-Lor-16,12.92333054,-3.251580323,99.4,23,139.083024,30,30,17,33,16,14,19,9,21,11,15,10,0,11,5,10,13,13,11,86,1,11,15,4,14,14,2,23,2,9,6,9,10,8,4,12,8,6,2,7,3,5,10,5,2,3,7,15,1,10,7,4,9,0,3,2,0,16,6,4,14,9,3,8,10,4,2,10,14,1,4,11,4,1,7,1,8,3,1,3,1,8,3,2,11,2,2,1,9,15,2,1,9,7,4,5,2,7,0,2,3,5,3,2,2,10,8,1,4,7,8,11,5,1,2,1,1,1,5,4,19,5,4,6,1,4,2,1,5,3,0,4,6,1,2,0,2,6,3,7,7,1,0,2,3,4,5,2,3,3,5,1,2,2,2,1,2,18.1,16.6,7.4,22.1,0.332999992,571.4,14.45,21.25,119,48.5,56.5,0.235267217
GCA_946408365.1,SALE-A-10.PacbioHiFiAssembly,SALE-A-10,France,43.024966,0.965965,SALE-A-10,-5.370139357,-4.835080701,99.4,21,136.065586,30,29,20,29,16,16,22,8,21,11,16,9,1,11,4,10,12,14,11,95,1,13,19,5,15,44,2,22,2,8,7,9,13,8,4,11,8,8,2,7,2,4,11,5,2,3,7,15,1,10,7,4,9,0,3,2,1,15,6,3,14,9,10,10,10,5,2,10,14,1,5,11,4,1,8,1,8,3,1,4,1,8,3,2,19,3,2,1,11,16,2,2,9,8,4,5,2,7,1,1,3,22,3,3,2,9,7,1,5,7,9,12,5,1,2,1,1,1,4,4,20,5,4,8,1,4,2,1,5,3,1,4,6,1,2,1,2,7,3,7,7,1,0,2,3,3,4,2,8,2,5,1,2,2,2,1,2,22.5,15.8,5.8,25.5,0.370000005,552.5,14.75,19.75,122.2,15.5,250.2,0.222724385
GCA_946408575.1,CAMA-C-9.PacbioHiFiAssembly,CAMA-C-9,France,43.824878,2.881661,CAMA-C-9,-4.483047559,-4.311645046,99.5,11,135.007634,31,34,18,28,16,12,21,10,22,11,16,9,1,11,4,10,12,13,10,78,1,11,16,4,16,17,2,22,2,7,9,8,14,8,4,11,8,8,2,7,3,5,11,4,2,3,7,15,1,10,7,4,9,1,3,2,1,16,7,3,14,9,4,10,10,5,2,9,13,1,5,12,4,1,8,1,8,2,1,4,0,8,4,2,15,3,2,1,9,12,2,2,9,8,4,5,2,7,1,2,3,19,3,3,2,10,8,1,5,7,9,13,5,1,2,1,1,1,5,4,20,5,4,8,1,4,1,1,5,3,1,4,6,1,2,0,2,6,3,7,7,1,0,3,3,3,4,2,3,3,5,1,2,1,2,0,2,20.5,21.1,7.3,18,0.322000003,586.4,8.35,19.75,141.5,28.9,181.8,0.21884861
GCA_946408975.1,BELC-C-12.PacbioHiFiAssembly,BELC-C-12,France,44.389212,2.336636,BELC-C-12,-5.548834195,-3.821207655,99.4,18,135.578048,31,28,17,31,16,16,22,8,22,11,15,9,1,11,5,10,13,13,12,66,1,14,18,3,14,17,2,23,2,13,9,9,14,8,4,12,8,8,2,7,1,5,10,3,2,3,7,14,1,10,7,4,9,1,3,2,0,16,6,2,16,9,7,9,10,5,2,10,14,1,5,11,4,1,8,1,8,3,1,4,1,8,4,2,18,2,2,1,9,13,2,2,9,8,4,5,2,7,1,2,3,20,3,3,2,9,7,1,5,6,8,11,5,1,2,1,1,0,5,4,22,5,4,7,1,4,1,1,5,3,1,4,6,1,1,0,2,7,3,7,7,1,0,1,3,3,4,2,3,2,5,1,2,2,2,1,2,22,19,6.3,28.9,0.343000007,569,8.05,19.05,109.6,16.1,217.3,0.23176162
GCA_946409395.1,BROU-A-10.PacbioHiFiAssembly,BROU-A-10,France,43.999349,2.621684,BROU-A-10,-4.631898624,-5.208432888,99.4,26,133.375868,30,27,18,35,16,15,22,10,22,11,16,10,1,11,4,10,13,13,9,108,1,14,18,3,14,14,1,24,2,14,7,9,15,8,4,11,8,8,2,7,3,5,11,4,2,2,7,14,1,10,7,4,9,1,3,2,1,16,6,4,16,9,4,9,10,5,2,9,14,1,5,11,4,1,8,1,8,3,1,4,1,8,3,2,8,3,2,1,11,11,2,1,9,8,4,5,1,7,1,2,3,22,3,2,2,9,8,1,3,6,8,14,5,1,2,1,1,1,5,4,19,5,4,7,1,4,3,1,5,3,1,4,6,1,2,0,2,6,3,7,7,1,1,2,2,3,4,2,9,2,4,1,2,2,2,1,2,21,20.5,6.8,21.5,0.331999993,588.2,8.65,20.05,119.9,21.6,194.1,0.212196917
GCA_946409815.1,SALE-A-17.PacbioHiFiAssembly,SALE-A-17,France,43.024966,0.965965,SALE-A-17,-5.369907667,-4.862871299,99.4,15,134.914634,30,28,20,29,16,16,22,10,21,11,16,9,1,11,4,10,12,14,11,95,1,13,19,5,15,44,2,22,2,8,7,9,13,8,4,12,8,8,2,7,2,4,11,5,2,3,7,15,1,10,7,4,9,0,3,2,1,15,6,4,14,9,10,10,10,5,2,10,14,1,5,11,4,1,8,1,8,3,1,4,1,8,3,2,19,3,2,1,11,14,2,2,9,8,4,5,2,7,1,1,3,22,3,3,2,9,7,1,5,7,9,12,5,1,2,1,1,1,4,4,20,5,4,8,1,4,1,1,5,3,1,4,6,1,2,1,2,7,3,7,7,1,0,2,3,3,4,2,8,2,5,1,2,2,2,1,2,22.5,15.8,5.8,25.5,0.370000005,552.5,14.75,19.75,122.2,15.5,250.2,0.22532509
GCA_946410165.1,BARC-A-12.PacbioHiFiAssembly,BARC-A-12,France,43.362044,0.387723,BARC-A-12,-4.829801665,-4.890155553,99.4,11,136.411919,31,25,14,31,16,16,22,9,21,11,15,9,1,11,5,10,15,14,11,94,1,12,20,5,14,14,2,22,2,12,7,8,14,8,4,11,8,8,2,7,1,5,10,4,2,3,7,13,1,10,7,4,9,1,3,2,1,16,7,2,15,9,4,9,10,5,2,9,14,1,5,10,4,1,7,1,8,3,1,4,1,8,4,2,8,3,2,1,9,11,2,2,9,8,4,5,1,7,1,2,3,22,3,3,2,10,8,1,5,7,8,11,5,1,2,1,1,1,5,4,18,5,4,7,1,4,2,1,5,3,1,4,6,1,2,0,2,7,3,7,7,1,0,2,3,3,5,2,9,3,5,1,2,2,2,1,1,21,14.6,6,10.2,0.372000003,539,12.55,20.35,97.2,18.5,177.8,0.22980368
GCA_946410485.1,IP-Alo-19.PacbioHiFiAssembly,IP-Alo-19,Spain,40.109691,-7.476146,IP-Alo-19,11.63691572,-1.662739656,99.3,20,137.8511,30,29,16,27,16,17,21,10,21,11,15,10,1,11,5,10,11,12,10,90,1,12,12,4,12,54,2,21,1,10,6,9,15,8,4,11,8,6,2,7,3,5,14,5,2,3,7,15,1,10,7,4,9,0,3,1,1,15,5,3,15,9,7,9,10,5,2,9,14,1,6,11,4,1,7,1,8,3,1,4,1,8,4,2,52,3,2,1,10,15,2,2,9,4,4,5,2,7,1,2,3,22,3,1,2,9,8,1,4,7,9,10,5,0,2,1,1,1,5,4,20,5,4,6,0,4,1,1,5,3,1,4,6,1,2,0,2,7,3,5,7,1,0,2,3,3,5,2,3,4,5,2,2,2,2,1,2,18.8,14.8,5.2,40,0.368000007,561.6,9.65,20.65,214.3,61,64.5,0.235132959
GCA_946411375.1,IP-Cas-0.9831.PacbioHiFiAssembly,IP-Cas-0.9831,Spain,38.534077,-3.39072,IP-Cas-0 (9831),3.628454466,-2.696127175,99.4,15,135.495245,30,29,15,32,16,16,23,10,22,11,14,10,1,11,5,10,13,13,9,95,1,11,19,3,16,14,1,21,2,7,7,9,13,8,4,11,8,8,2,7,2,5,14,4,3,3,7,15,1,10,7,4,9,0,4,2,0,13,6,4,16,9,9,9,10,5,2,10,14,1,5,12,4,1,7,1,8,2,1,4,0,8,4,2,15,2,2,0,10,14,2,2,9,7,3,5,1,7,0,2,3,16,3,2,2,10,7,1,4,7,9,13,5,1,2,1,1,1,5,4,24,5,4,7,1,4,3,1,5,3,1,4,6,1,2,0,2,7,3,7,5,1,0,3,3,3,4,2,2,3,5,1,2,2,2,1,2,18.8,17.5,7.7,10.8,0.350999999,704.3,10.75,24.75,72.5,48.6,41.7,0.2262962
GCA_946411425.1,IP-Hom-0.PacbioHiFiAssembly,IP-Hom-0,Spain,40.816799,-1.68601,IP-Hom-0,12.34275809,-1.111140094,99.3,12,141.195012,31,31,17,33,16,17,21,10,21,11,15,8,0,11,5,10,14,13,10,86,1,14,14,4,12,27,2,22,2,12,6,9,15,8,4,12,8,6,2,7,4,5,10,4,2,3,7,15,0,10,7,4,9,0,2,2,1,14,6,3,13,9,8,9,10,5,2,10,14,1,4,10,4,1,7,1,8,2,1,4,1,8,3,1,17,3,1,1,9,14,2,2,8,7,4,5,1,7,1,2,3,17,3,1,2,9,8,1,3,7,6,11,5,1,2,1,0,1,5,4,19,5,4,6,0,4,2,1,5,3,0,4,6,1,2,0,2,7,3,6,7,1,0,2,2,2,5,2,3,4,5,2,2,2,2,0,2,21.8,20.6,7.2,14.2,0.378999996,634.7,12.45,19.25,75.8,33.3,106.3,0.246475924
GCA_946411655.1,MERE-A-13.PacbioHiFiAssembly,MERE-A-13,France,42.656618,1.836221,MERE-A-13,-3.298236034,-2.355312686,99.4,24,141.022646,30,28,16,31,16,16,23,10,22,11,15,9,1,11,4,10,13,13,12,103,1,12,21,4,15,17,2,22,2,12,8,9,13,8,4,11,8,8,2,7,4,5,10,5,3,3,7,14,1,10,7,4,9,1,3,2,0,16,6,3,16,9,9,9,10,5,2,10,13,1,5,10,4,1,8,1,8,3,1,4,1,8,3,1,17,2,2,1,8,13,2,2,9,8,3,5,2,7,1,2,3,22,3,3,2,10,7,1,5,6,11,13,5,1,2,1,1,1,5,4,22,5,4,7,0,4,2,1,5,3,1,4,6,1,2,1,2,7,3,7,5,1,0,2,3,3,4,2,8,2,5,1,2,2,2,1,2,19,15,6.4,43,0.357999992,597.8,10.95,16.95,86.1,14.9,186.3,0.242847904
GCA_946411805.1,IP-Mos-9.PacbioHiFiAssembly,IP-Mos-9,Spain,40.040579,-7.110302,IP-Mos-9,11.86258865,-1.819036558,99.3,11,142.678626,31,28,17,35,16,12,21,8,22,11,16,10,0,11,5,10,13,12,12,62,1,15,11,2,13,18,1,20,2,12,6,9,11,8,3,11,7,6,2,7,4,5,10,4,2,3,8,15,1,10,7,4,9,1,3,2,1,14,6,3,12,9,6,9,10,5,2,10,14,1,5,10,4,1,7,1,8,3,1,4,1,8,4,2,11,3,2,1,10,13,2,2,9,4,4,5,2,7,1,2,3,17,3,2,2,9,8,1,4,7,6,9,5,0,2,1,1,1,5,4,20,5,4,3,1,4,2,1,5,3,0,4,6,1,2,0,2,7,3,7,7,1,0,2,1,3,5,2,3,4,4,1,2,2,2,1,2,18.8,15.6,5.5,25.8,0.369000006,595.9,10.45,22.25,142,60.2,41.5,0.255508733
GCA_946411885.1,IP-Mos-5.PacbioHiFiAssembly,IP-Mos-5,Spain,40.040579,-7.110302,IP-Mos-5,-1.725417047,-1.587994786,99.5,20,138.054275,31,27,16,32,16,13,21,8,22,11,15,10,0,11,3,10,13,13,11,96,1,15,20,4,15,14,2,21,2,12,7,9,15,8,4,11,8,6,2,6,2,5,13,6,3,3,7,15,0,9,7,4,9,0,3,2,1,16,7,3,16,9,7,9,10,5,2,9,16,1,6,10,4,1,8,1,8,3,1,4,1,8,2,2,15,2,2,1,10,17,2,2,9,6,4,5,2,7,1,1,3,16,3,3,2,10,8,1,5,7,8,11,5,0,2,1,1,1,5,4,19,5,4,8,1,3,2,1,5,3,1,4,6,1,2,0,2,7,3,7,7,1,0,2,3,3,4,2,9,4,4,2,2,2,2,0,2,18.8,15.6,5.5,25.8,0.369000006,595.9,10.45,22.25,142,60.2,41.5,0.224592089
GCA_946412005.1,IP-Hum-4.PacbioHiFiAssembly,IP-Hum-4,Spain,42.227184,-3.688887,IP-Hum-4,-5.357519606,-0.833176392,99.4,17,133.701549,31,32,18,32,16,15,22,6,21,11,15,10,1,11,5,10,14,14,11,92,1,13,14,5,16,10,1,23,2,6,7,9,15,8,4,11,8,7,2,7,2,5,12,4,3,3,7,14,2,10,7,4,9,0,3,2,1,15,6,4,16,9,9,9,10,5,2,10,12,1,5,10,4,1,8,1,8,3,1,4,1,8,4,2,6,3,2,1,10,12,2,1,9,7,4,3,2,7,1,2,3,15,3,2,2,10,8,1,5,7,8,11,5,1,2,1,1,1,5,4,22,5,4,8,1,4,3,1,5,3,1,4,6,1,1,0,2,7,3,7,7,1,1,1,3,2,4,0,9,4,5,3,1,2,2,0,2,22.8,19.2,7.3,11.8,0.368000007,560,8.05,18.75,83.3,33.3,102,0.216781206
GCA_946412065.1,GAIL-B-11.PacbioHiFiAssembly,GAIL-B-11,France,43.909032,1.901077,GAIL-B-11,-5.985567237,-5.071285198,99.4,16,134.186912,31,30,16,34,16,28,23,8,22,11,16,9,1,11,4,10,12,13,13,95,1,13,23,5,15,17,2,22,2,9,9,9,13,8,4,11,8,8,2,7,3,5,16,4,2,3,7,15,1,10,7,4,9,1,3,2,0,16,5,4,14,9,9,9,10,5,2,9,13,1,4,11,4,1,8,1,8,3,1,4,1,8,3,2,16,2,2,1,10,16,2,2,9,8,4,5,1,7,1,1,3,14,3,2,2,10,7,1,5,7,8,13,5,1,2,1,1,0,5,4,18,5,4,7,1,4,1,1,5,3,1,4,6,1,2,1,2,7,3,7,7,1,0,2,3,3,4,2,3,3,5,1,2,2,2,1,2,20.8,17.5,6.6,21,0.352999997,580.5,15.95,21.15,80,16.5,165.3,0.222472286
GCA_946412225.1,IP-Mdc-14.PacbioHiFiAssembly,IP-Mdc-14,Spain,38.874341,-3.52962,IP-Mdc-14,3.880192895,-1.050034905,99.3,13,137.508736,31,33,15,27,16,14,21,10,22,11,13,10,1,11,4,10,12,13,10,89,1,12,14,4,13,14,2,22,2,8,6,9,13,8,4,11,8,6,2,7,1,5,14,4,3,3,7,15,1,10,7,4,9,0,3,2,0,16,7,4,15,9,10,9,10,5,2,9,15,1,6,10,4,1,8,1,8,2,1,4,0,8,3,2,11,2,2,0,10,9,2,2,9,6,4,5,1,7,0,2,3,32,3,3,2,10,8,1,4,6,11,14,5,0,2,1,1,1,5,4,21,5,4,6,1,4,2,1,5,3,1,4,6,1,2,0,2,7,3,7,6,1,0,2,2,3,4,2,3,2,5,1,2,2,2,0,2,19.2,17.8,7.4,10,0.358999991,704.4,10.65,24.65,68.5,48.2,43,0.241612104
GCA_946413285.1,IP-Hum-2.9549.PacbioHiFiAssembly,IP-Hum-2.9549,Spain,42.227184,-3.688887,IP-Hum-2 (9549),6.343808661,-3.051377263,99.4,25,140.009216,31,29,16,30,15,14,22,9,21,11,15,9,0,11,5,10,12,13,9,64,1,16,15,5,14,7,2,22,2,11,7,8,14,8,4,11,7,6,2,7,2,5,14,5,3,3,7,15,1,10,7,4,9,1,2,2,0,15,7,4,15,9,7,9,10,5,2,9,15,1,5,10,4,1,8,1,8,3,1,4,1,8,4,2,17,2,2,1,9,11,2,2,9,5,4,5,2,7,1,2,3,13,3,2,2,9,7,1,5,7,6,12,5,0,2,0,1,1,5,3,20,5,4,3,1,4,2,1,5,3,0,4,6,1,2,0,2,7,3,5,7,1,1,2,2,3,5,2,3,3,5,1,2,2,2,0,2,22.8,19.2,7.3,11.8,0.368000007,560,8.05,18.75,83.3,33.3,102,0.243918686
GCA_946413305.1,IP-Med-3.PacbioHiFiAssembly,IP-Med-3,Spain,42.455239,-6.765742,IP-Med-3,-3.519748295,-0.801374617,99.4,19,138.709668,31,29,16,31,16,15,21,8,22,11,16,10,1,11,5,10,15,13,8,90,1,12,16,5,15,14,2,22,2,11,7,9,14,8,4,12,8,6,2,7,3,5,14,5,3,3,7,13,0,9,7,4,9,0,3,2,1,16,7,4,15,9,6,9,10,5,2,9,14,1,5,11,4,1,8,1,8,3,1,4,1,8,2,2,19,2,2,1,10,14,2,2,9,8,4,5,2,7,1,2,3,23,3,3,2,10,8,1,5,6,9,10,5,1,2,1,1,1,5,4,20,5,4,8,1,4,2,1,5,3,1,4,6,1,2,0,2,7,3,7,7,1,0,1,3,3,4,2,3,2,5,2,2,2,2,0,2,25,20.4,6.7,30.3,0.388000011,521.6,8.45,18.55,178.8,46.2,109.8,0.230055031
GCA_946413405.1,PREI-A-14.PacbioHiFiAssembly,PREI-A-14,France,43.717856,0.623298,PREI-A-14,-4.49660652,-4.857994696,99.5,19,135.797451,31,28,18,30,16,15,21,10,22,11,15,9,1,11,4,10,16,13,14,89,1,14,21,5,16,54,2,23,2,14,7,8,13,8,4,12,8,8,2,7,2,5,11,4,2,2,7,15,1,10,7,4,9,1,3,2,1,16,5,4,15,9,7,9,10,5,2,9,14,1,5,12,4,1,8,1,8,3,1,4,1,8,4,2,17,3,2,1,9,15,2,2,8,8,4,5,2,7,1,2,3,22,3,3,2,10,7,1,4,7,9,10,5,1,2,1,1,1,5,4,21,5,4,5,1,4,3,1,5,3,1,4,6,1,2,0,2,7,3,7,7,1,0,2,2,3,4,2,8,3,5,2,2,2,2,1,2,20.6,15.1,7.6,15.3,0.36500001,571,16.05,21.15,72.4,12.7,155.1,0.22395494
GCA_946413935.1,IP-Sln-22.PacbioHiFiAssembly,IP-Sln-22,Spain,40.356889,-3.994843,IP-Sln-22,11.3718085,-3.040265608,99.3,15,140.705873,30,30,17,32,16,14,21,10,22,11,14,7,0,11,5,10,12,13,14,107,1,13,11,3,14,14,1,21,2,12,6,9,13,8,4,11,8,6,2,7,3,5,12,5,2,3,7,15,0,10,7,4,9,0,2,2,1,14,7,3,14,9,4,9,10,5,2,10,13,1,6,11,4,1,8,1,8,3,1,4,1,8,4,2,18,3,2,1,9,10,2,2,9,5,4,5,1,7,0,2,3,19,3,1,2,9,8,1,4,7,9,10,5,1,2,1,1,1,5,4,21,5,4,6,0,4,2,1,5,3,1,4,6,1,2,0,2,6,3,5,7,1,0,3,3,3,5,2,3,4,4,1,2,2,2,0,2,19.7,17.8,7.2,11,0.351999998,716.5,10.15,24.55,71.3,48.5,49.5,0.244129739
GCA_946414125.1,Cvi-0.6911.PacbioHiFiAssembly,Cvi-0.6911,Cape Verde,15.1111,-23.6167,Cvi-0 (6911),4.274031859,-2.402674592,99.4,22,140.383792,31,27,16,31,15,12,21,10,22,11,14,9,0,11,4,10,14,13,8,90,1,14,19,2,14,14,1,20,2,13,7,9,12,8,4,12,8,8,2,7,1,5,13,3,3,3,7,15,1,9,7,4,8,1,4,1,1,15,6,1,15,9,4,9,8,5,2,10,16,1,5,10,4,1,8,1,8,3,1,4,1,8,4,2,20,3,2,1,9,14,2,2,9,6,4,4,2,7,1,2,3,13,3,2,2,9,7,1,4,7,7,9,5,1,2,1,1,1,5,4,17,5,4,4,1,4,1,1,5,2,0,4,6,1,2,0,2,8,3,7,7,1,0,2,2,3,5,2,3,3,4,2,2,2,2,1,1,6.6,6.2,7.4,8,0.457000017,159.3,25.35,25.35,98.2,156.9,225.2,0.24477013
