"accession","assembly","sample_name","location","latitude","longitude","pop_name","PC1","PC2","busco_complete_pct","contig_n50_mbp","total_length_mbp","cec_0.5cm_Q0.5_250m","cec_5.15cm_Q0.5_250m","phh2o_0.5cm_Q0.5_250m","soc_5.15cm_Q0.5_250m","bio3","bio4","bio8","bio10","bio13","bio15","bio18","te_int_frac","OG0000009","OG0000012","OG0000015","OG0000016","OG0000022","OG0000024","OG0000027","OG0000029","OG0000030","OG0000039","OG0000040","OG0000042","OG0000045","OG0000046","OG0000047","OG0000049","OG0000054","OG0000060","OG0000065","OG0000074","OG0000075","OG0000077","OG0000083","OG0000087","OG0000090","OG0000093","OG0000095","OG0000096","OG0000100","OG0000103","OG0000106","OG0000107","OG0000118","OG0000126","OG0000141","OG0000142","OG0000147","OG0000150","OG0000159","OG0000164","OG0000170","OG0000182","OG0000184","OG0000185","OG0000186","OG0000192","OG0000196","OG0000199","OG0000205","OG0000206","OG0000210","OG0000217","OG0000220","OG0000224","OG0000228","OG0000242","OG0000255","OG0000261","OG0000264","OG0000266","OG0000269","OG0000271","OG0000276","OG0000297","OG0000298","OG0000299","OG0000319","OG0000325","OG0000329","OG0000338","OG0000343","OG0000348","OG0000361","OG0000367","OG0000372","OG0000375","OG0000382","OG0000384","OG0000385","OG0000386","OG0000388","OG0000402","OG0000434","OG0000440","OG0000442","OG0000445","OG0000448","OG0000452","OG0000473","OG0000500","OG0000501","OG0000503","OG0000504","OG0000510","OG0000513","OG0000534","OG0000535","OG0000546","OG0000589","OG0000594","OG0000598","OG0000601","OG0000618","OG0000620","OG0000639","OG0000679","OG0000692","OG0000725","OG0000728","OG0000731","OG0000736","OG0000739","OG0000761","OG0000817","OG0000822","OG0000862","OG0000887","OG0000893","OG0000907","OG0000913","OG0000949","OG0000962","OG0001019","OG0001038","OG0001079","OG0001115","OG0001127","OG0001135","OG0001136","OG0001139","OG0001196","OG0001202","OG0001349","OG0001363","OG0001395","OG0001398","OG0001408","OG0001688","OG0001769","OG0001820","OG0001885","OG0001893","OG0001918","OG0001927","OG0001929","OG0002370","OG0002742","OG0002829","OG0002883","OG0002891","OG0002892","OG0002893","OG0002919","OG0003687","OG0003730","OG0003808","OG0003820"
"GCA_946411655.1","MERE-A-13.PacbioHiFiAssembly","MERE-A-13","France",42.656618,1.836221,"MERE-A-13",-3.29823603407988,-2.35531268588238,99.4,24,141.022646,19,15,6.4,43,0.357999992370605,597.8,10.95,16.95,86.1,14.9,186.3,0.242847904016778,30,28,16,31,16,16,23,10,22,11,15,9,1,11,4,10,13,13,12,103,1,12,21,4,15,17,2,22,2,12,8,9,13,8,4,11,8,8,2,7,4,5,10,5,3,3,7,14,1,10,7,4,9,1,3,2,0,16,6,3,16,9,9,9,10,5,2,10,13,1,5,10,4,1,8,1,8,3,1,4,1,8,3,1,17,2,2,1,8,13,2,2,9,8,3,5,2,7,1,2,3,22,3,3,2,10,7,1,5,6,11,13,5,1,2,1,1,1,5,4,22,5,4,7,0,4,2,1,5,3,1,4,6,1,2,1,2,7,3,7,5,1,0,2,3,3,4,2,8,2,5,1,2,2,2,1,2
"GCA_946411805.1","IP-Mos-9.PacbioHiFiAssembly","IP-Mos-9","Spain",40.040579,-7.110302,"IP-Mos-9",11.8625886499808,-1.81903655836963,99.3,11,142.678626,18.8,15.6,5.5,25.8,0.369000005722046,595.9,10.45,22.2500000000001,142,60.2,41.5,0.255508733312304,31,28,17,35,16,12,21,8,22,11,16,10,0,11,5,10,13,12,12,62,1,15,11,2,13,18,1,20,2,12,6,9,11,8,3,11,7,6,2,7,4,5,10,4,2,3,8,15,1,10,7,4,9,1,3,2,1,14,6,3,12,9,6,9,10,5,2,10,14,1,5,10,4,1,7,1,8,3,1,4,1,8,4,2,11,3,2,1,10,13,2,2,9,4,4,5,2,7,1,2,3,17,3,2,2,9,8,1,4,7,6,9,5,0,2,1,1,1,5,4,20,5,4,3,1,4,2,1,5,3,0,4,6,1,2,0,2,7,3,7,7,1,0,2,1,3,5,2,3,4,4,1,2,2,2,1,2
"GCA_946411885.1","IP-Mos-5.PacbioHiFiAssembly","IP-Mos-5","Spain",40.040579,-7.110302,"IP-Mos-5",-1.72541704658141,-1.5879947863713,99.5,20,138.054275,18.8,15.6,5.5,25.8,0.369000005722046,595.9,10.45,22.2500000000001,142,60.2,41.5,0.224592088872293,31,27,16,32,16,13,21,8,22,11,15,10,0,11,3,10,13,13,11,96,1,15,20,4,15,14,2,21,2,12,7,9,15,8,4,11,8,6,2,6,2,5,13,6,3,3,7,15,0,9,7,4,9,0,3,2,1,16,7,3,16,9,7,9,10,5,2,9,16,1,6,10,4,1,8,1,8,3,1,4,1,8,2,2,15,2,2,1,10,17,2,2,9,6,4,5,2,7,1,1,3,16,3,3,2,10,8,1,5,7,8,11,5,0,2,1,1,1,5,4,19,5,4,8,1,3,2,1,5,3,1,4,6,1,2,0,2,7,3,7,7,1,0,2,3,3,4,2,9,4,4,2,2,2,2,0,2
"GCA_946412005.1","IP-Hum-4.PacbioHiFiAssembly","IP-Hum-4","Spain",42.227184,-3.688887,"IP-Hum-4",-5.35751960553447,-0.833176391921851,99.4,17,133.701549,22.8,19.2,7.3,11.8,0.36800000667572,560,8.05000000000001,18.7500000000001,83.3,33.3,102,0.216781205728589,31,32,18,32,16,15,22,6,21,11,15,10,1,11,5,10,14,14,11,92,1,13,14,5,16,10,1,23,2,6,7,9,15,8,4,11,8,7,2,7,2,5,12,4,3,3,7,14,2,10,7,4,9,0,3,2,1,15,6,4,16,9,9,9,10,5,2,10,12,1,5,10,4,1,8,1,8,3,1,4,1,8,4,2,6,3,2,1,10,12,2,1,9,7,4,3,2,7,1,2,3,15,3,2,2,10,8,1,5,7,8,11,5,1,2,1,1,1,5,4,22,5,4,8,1,4,3,1,5,3,1,4,6,1,1,0,2,7,3,7,7,1,1,1,3,2,4,0,9,4,5,3,1,2,2,0,2
"GCA_946412065.1","GAIL-B-11.PacbioHiFiAssembly","GAIL-B-11","France",43.909032,1.901077,"GAIL-B-11",-5.98556723728375,-5.07128519765507,99.4,16,134.186912,NA,NA,NA,NA,0.352999997138977,580.5,15.95,21.15,80,16.5,165.3,0.222472285523643,31,30,16,34,16,28,23,8,22,11,16,9,1,11,4,10,12,13,13,95,1,13,23,5,15,17,2,22,2,9,9,9,13,8,4,11,8,8,2,7,3,5,16,4,2,3,7,15,1,10,7,4,9,1,3,2,0,16,5,4,14,9,9,9,10,5,2,9,13,1,4,11,4,1,8,1,8,3,1,4,1,8,3,2,16,2,2,1,10,16,2,2,9,8,4,5,1,7,1,1,3,14,3,2,2,10,7,1,5,7,8,13,5,1,2,1,1,0,5,4,18,5,4,7,1,4,1,1,5,3,1,4,6,1,2,1,2,7,3,7,7,1,0,2,3,3,4,2,3,3,5,1,2,2,2,1,2
"GCA_946412225.1","IP-Mdc-14.PacbioHiFiAssembly","IP-Mdc-14","Spain",38.874341,-3.52962,"IP-Mdc-14",3.88019289505765,-1.05003490533176,99.3,13,137.508736,19.2,17.8,7.4,10,0.358999991416931,704.4,10.65,24.65,68.5,48.2,43,0.241612103830261,31,33,15,27,16,14,21,10,22,11,13,10,1,11,4,10,12,13,10,89,1,12,14,4,13,14,2,22,2,8,6,9,13,8,4,11,8,6,2,7,1,5,14,4,3,3,7,15,1,10,7,4,9,0,3,2,0,16,7,4,15,9,10,9,10,5,2,9,15,1,6,10,4,1,8,1,8,2,1,4,0,8,3,2,11,2,2,0,10,9,2,2,9,6,4,5,1,7,0,2,3,32,3,3,2,10,8,1,4,6,11,14,5,0,2,1,1,1,5,4,21,5,4,6,1,4,2,1,5,3,1,4,6,1,2,0,2,7,3,7,6,1,0,2,2,3,4,2,3,2,5,1,2,2,2,0,2
"GCA_946413285.1","IP-Hum-2.9549.PacbioHiFiAssembly","IP-Hum-2.9549","Spain",42.227184,-3.688887,"IP-Hum-2 (9549)",6.34380866108489,-3.05137726267991,99.4,25,140.009216,22.8,19.2,7.3,11.8,0.36800000667572,560,8.05000000000001,18.7500000000001,83.3,33.3,102,0.243918686038496,31,29,16,30,15,14,22,9,21,11,15,9,0,11,5,10,12,13,9,64,1,16,15,5,14,7,2,22,2,11,7,8,14,8,4,11,7,6,2,7,2,5,14,5,3,3,7,15,1,10,7,4,9,1,2,2,0,15,7,4,15,9,7,9,10,5,2,9,15,1,5,10,4,1,8,1,8,3,1,4,1,8,4,2,17,2,2,1,9,11,2,2,9,5,4,5,2,7,1,2,3,13,3,2,2,9,7,1,5,7,6,12,5,0,2,0,1,1,5,3,20,5,4,3,1,4,2,1,5,3,0,4,6,1,2,0,2,7,3,5,7,1,1,2,2,3,5,2,3,3,5,1,2,2,2,0,2
"GCA_946413305.1","IP-Med-3.PacbioHiFiAssembly","IP-Med-3","Spain",42.455239,-6.765742,"IP-Med-3",-3.51974829547562,-0.801374617185679,99.4,19,138.709668,25,20.4,6.7,30.3,0.388000011444092,521.6,8.45000000000005,18.55,178.8,46.2,109.8,0.230055031203737,31,29,16,31,16,15,21,8,22,11,16,10,1,11,5,10,15,13,8,90,1,12,16,5,15,14,2,22,2,11,7,9,14,8,4,12,8,6,2,7,3,5,14,5,3,3,7,13,0,9,7,4,9,0,3,2,1,16,7,4,15,9,6,9,10,5,2,9,14,1,5,11,4,1,8,1,8,3,1,4,1,8,2,2,19,2,2,1,10,14,2,2,9,8,4,5,2,7,1,2,3,23,3,3,2,10,8,1,5,6,9,10,5,1,2,1,1,1,5,4,20,5,4,8,1,4,2,1,5,3,1,4,6,1,2,0,2,7,3,7,7,1,0,1,3,3,4,2,3,2,5,2,2,2,2,0,2
"GCA_946413405.1","PREI-A-14.PacbioHiFiAssembly","PREI-A-14","France",43.717856,0.623298,"PREI-A-14",-4.49660651965309,-4.85799469641777,99.5,19,135.797451,20.6,15.1,7.6,15.3,0.365000009536743,571,16.05,21.15,72.4,12.7,155.1,0.223954940067321,31,28,18,30,16,15,21,10,22,11,15,9,1,11,4,10,16,13,14,89,1,14,21,5,16,54,2,23,2,14,7,8,13,8,4,12,8,8,2,7,2,5,11,4,2,2,7,15,1,10,7,4,9,1,3,2,1,16,5,4,15,9,7,9,10,5,2,9,14,1,5,12,4,1,8,1,8,3,1,4,1,8,4,2,17,3,2,1,9,15,2,2,8,8,4,5,2,7,1,2,3,22,3,3,2,10,7,1,4,7,9,10,5,1,2,1,1,1,5,4,21,5,4,5,1,4,3,1,5,3,1,4,6,1,2,0,2,7,3,7,7,1,0,2,2,3,4,2,8,3,5,2,2,2,2,1,2
"GCA_946413935.1","IP-Sln-22.PacbioHiFiAssembly","IP-Sln-22","Spain",40.356889,-3.994843,"IP-Sln-22",11.371808504392,-3.04026560846718,99.3,15,140.705873,19.7,17.8,7.2,11,0.351999998092651,716.5,10.15,24.55,71.3,48.5,49.5,0.244129738635714,30,30,17,32,16,14,21,10,22,11,14,7,0,11,5,10,12,13,14,107,1,13,11,3,14,14,1,21,2,12,6,9,13,8,4,11,8,6,2,7,3,5,12,5,2,3,7,15,0,10,7,4,9,0,2,2,1,14,7,3,14,9,4,9,10,5,2,10,13,1,6,11,4,1,8,1,8,3,1,4,1,8,4,2,18,3,2,1,9,10,2,2,9,5,4,5,1,7,0,2,3,19,3,1,2,9,8,1,4,7,9,10,5,1,2,1,1,1,5,4,21,5,4,6,0,4,2,1,5,3,1,4,6,1,2,0,2,6,3,5,7,1,0,3,3,3,5,2,3,4,4,1,2,2,2,0,2
"GCA_946414125.1","Cvi-0.6911.PacbioHiFiAssembly","Cvi-0.6911","Cape Verde",15.1111,-23.6167,"Cvi-0 (6911)",4.2740318588623,-2.40267459158347,99.4,22,140.383792,6.6,6.2,7.4,8,0.457000017166138,159.3,25.35,25.35,98.2,156.9,225.2,0.244770129873682,31,27,16,31,15,12,21,10,22,11,14,9,0,11,4,10,14,13,8,90,1,14,19,2,14,14,1,20,2,13,7,9,12,8,4,12,8,8,2,7,1,5,13,3,3,3,7,15,1,9,7,4,8,1,4,1,1,15,6,1,15,9,4,9,8,5,2,10,16,1,5,10,4,1,8,1,8,3,1,4,1,8,4,2,20,3,2,1,9,14,2,2,9,6,4,4,2,7,1,2,3,13,3,2,2,9,7,1,4,7,7,9,5,1,2,1,1,1,5,4,17,5,4,4,1,4,1,1,5,2,0,4,6,1,2,0,2,8,3,7,7,1,0,2,2,3,5,2,3,3,4,2,2,2,2,1,1
"GCA_946414305.1","IP-Cat-0.9832.PacbioHiFiAssembly","IP-Cat-0.9832","Spain",40.542081,-3.68695,"IP-Cat-0 (9832)",13.617266406785,-3.18817207109798,99.4,19,138.014403,20.2,21.3,7.3,11.7,0.366000008583069,704.6,9.75000000000006,23.95,69.9,46.7,51.8,0.243891646584161,31,30,17,30,16,14,20,10,22,11,15,6,0,11,5,10,13,13,13,116,1,11,14,3,13,14,1,21,2,12,7,9,11,8,4,11,8,8,2,7,3,5,13,4,2,3,7,15,1,10,7,4,9,1,2,2,0,14,6,2,13,9,3,9,10,5,2,10,14,1,5,10,4,1,7,0,8,3,1,4,1,8,4,2,17,2,2,1,9,12,2,1,9,4,4,5,2,7,1,2,3,9,3,2,2,10,8,1,4,7,7,11,5,1,2,1,1,1,5,4,20,5,4,8,0,4,2,1,5,3,1,4,6,1,2,0,2,5,3,6,7,1,0,2,2,3,5,2,3,4,5,1,2,2,2,0,2
"GCA_946415005.1","ANGE-B-2.PacbioHiFiAssembly","ANGE-B-2","France",43.91214,1.656855,"ANGE-B-2",-3.66178130987078,-3.0661914396868,99.4,18,136.497488,21,17.1,7.4,11.5,0.355999994277954,578.6,15.7500000000001,20.95,79.2,15.7,166.2,0.233407951067935,31,33,17,32,16,14,23,10,22,11,15,9,1,11,5,10,15,13,11,97,1,13,17,2,16,17,2,23,2,13,9,8,13,8,4,10,8,8,2,7,3,5,11,5,2,3,7,15,1,10,7,4,9,0,3,2,0,15,6,3,15,9,8,9,8,5,2,9,13,1,5,10,4,1,8,1,8,3,1,4,1,8,3,2,16,2,2,1,9,14,2,2,9,8,4,5,2,7,1,2,3,12,3,3,2,10,7,1,5,6,8,12,5,0,2,1,1,1,5,4,19,5,4,8,1,4,1,1,5,3,1,4,6,1,2,0,2,7,3,7,7,1,0,2,3,3,5,2,3,2,5,1,2,2,2,1,2
"GCA_946415165.1","IP-Evs-0.9845.PacbioHiFiAssembly","IP-Evs-0.9845","Spain",40.479175,-3.959696,"IP-Evs-0 (9845)",-3.05144517010336,-3.81707718097855,99.4,18,138.694372,20,19,7.2,8.2,0.342000007629395,714.4,10.35,24.7500000000001,83.5,48.6,57.6,0.2278204770991,30,27,16,29,16,17,21,10,21,11,15,10,1,11,5,10,16,13,12,92,1,11,15,5,12,14,2,22,2,7,7,8,16,8,4,11,8,8,2,7,3,5,10,4,3,3,7,15,1,10,7,4,9,0,4,2,0,16,6,4,16,9,7,9,10,5,2,8,16,1,5,12,4,1,7,0,8,3,1,4,1,8,4,2,18,2,2,1,9,13,2,2,9,8,4,3,1,7,1,2,3,29,3,2,1,10,6,1,5,6,11,10,5,0,2,1,1,1,5,4,19,5,4,8,1,4,3,1,5,3,1,4,6,1,2,0,2,8,3,7,7,1,0,3,2,3,4,2,9,2,5,2,2,2,2,1,2
"GCA_946415445.1","IP-Cas-6.PacbioHiFiAssembly","IP-Cas-6","Spain",38.534077,-3.39072,"IP-Cas-6",10.2777183263235,-2.89616727380096,99.4,14,138.714818,18.8,17.5,7.7,10.8,0.350999999046326,704.3,10.7500000000001,24.7500000000001,72.5,48.6,41.7,0.242291281382786,30,31,16,31,16,15,23,10,22,11,15,10,0,11,5,9,14,13,14,86,1,12,14,3,13,14,1,22,2,13,7,9,13,8,4,11,8,6,2,7,2,5,10,3,3,3,7,15,1,10,7,4,9,1,3,2,0,15,8,4,15,9,7,9,10,5,2,10,14,1,5,10,3,1,7,0,8,2,1,4,1,8,4,2,9,2,1,1,9,15,2,2,9,7,4,5,2,7,0,2,3,28,3,1,2,9,8,1,4,7,8,12,5,1,2,1,1,1,5,4,19,5,4,6,0,3,2,1,5,3,1,4,6,1,2,0,2,7,3,4,7,1,0,2,3,3,4,2,3,3,5,1,2,2,2,0,2
"GCA_946415625.1","MONTM-B-7.PacbioHiFiAssembly","MONTM-B-7","France",42.861218,0.596869,"MONTM-B-7",-5.09042725072903,-2.01199630390164,99.4,23,136.598926,21.5,14.4,6,39.8,0.359999990463257,565.1,9.05000000000001,17.85,120.2,15.4,249.4,0.231353480773341,31,30,18,35,16,17,21,8,21,11,15,9,1,11,5,10,14,13,10,109,1,12,14,5,15,54,1,23,2,14,7,9,13,8,4,11,9,8,2,7,2,4,14,4,3,3,7,13,1,9,7,4,9,1,3,2,1,15,6,4,15,9,10,9,10,5,2,9,12,1,4,13,4,1,8,1,8,3,1,4,1,8,3,2,16,3,2,1,9,16,2,2,9,8,4,5,2,7,0,2,3,12,3,2,2,9,7,1,5,6,7,10,5,1,2,1,1,1,5,4,18,5,4,7,0,4,2,1,5,3,1,4,6,1,2,0,2,7,3,7,7,1,1,2,3,3,4,2,2,3,5,2,2,2,2,0,2
"GCA_946415655.1","LACR-C-14.PacbioHiFiAssembly","LACR-C-14","France",43.000155,1.075624,"LACR-C-14",-5.07293497571652,-3.59903625329092,99.4,14,134.758332,21.2,16.4,6.2,29.3,0.369000005722046,553.1,11.2500000000001,19.45,128.2,15.6,263.9,0.226606797121828,31,28,18,32,16,15,21,10,22,11,16,10,1,11,4,10,14,13,12,97,1,12,19,1,15,18,1,22,2,11,7,8,14,8,3,11,8,8,2,7,3,5,15,4,2,3,7,16,1,10,7,4,9,1,3,2,0,14,6,4,12,9,8,9,10,5,2,9,13,1,6,12,4,1,8,1,8,3,1,4,1,8,4,2,18,2,2,1,9,13,2,2,9,8,4,5,2,7,1,2,3,20,3,3,2,10,7,1,4,6,11,11,5,1,2,1,1,0,5,4,20,5,4,7,1,4,2,1,5,3,1,4,5,1,2,0,2,7,3,6,7,1,1,2,3,3,5,2,9,2,5,1,2,2,2,1,2
"GCA_946499665.1","Ey15-2.9994.PacbioHiFiAssembly","Ey15-2.9994","Germany",48.434522,8.767808,"Ey15-2_9994",-3.25535060543962,-3.54383892673565,99.4,22,136.135371,22.6,15.7,6.3,24.5,0.308999991416931,665.6,16.2500000000001,17.85,94.5,13.3,239.4,0.229776183590083,31,32,16,30,16,21,22,10,22,12,15,9,1,11,5,10,15,14,9,104,1,11,19,2,16,10,2,22,2,14,9,8,15,8,4,11,8,8,2,7,4,4,14,6,3,3,7,15,1,10,7,4,9,1,3,2,1,13,5,3,15,9,10,10,10,5,2,10,13,1,6,11,4,1,8,1,8,2,1,4,1,8,4,2,17,3,2,1,10,18,2,2,9,8,4,5,2,7,1,1,3,25,3,3,2,9,8,1,4,6,9,12,5,1,2,1,1,1,5,4,19,5,4,8,1,4,3,1,5,3,1,4,6,1,2,0,2,7,3,8,7,1,0,1,3,3,5,2,8,3,4,1,2,2,2,1,2
"GCA_946499705.1","Col-0.6909.PacbioHiFiAssembly","Col-0.6909","USA",38.3,-92.3,"Col-0_6909",-0.63655866539678,3.84294996183744,99.4,12,134.556983,13.7,11.9,6.2,13,0.280999994277954,910.5,18.7500000000001,25.15,141.6,27.2,349.6,0.217640559018776,31,33,20,34,16,25,25,10,22,12,16,10,1,11,6,10,14,15,12,118,1,16,25,5,16,54,2,25,2,14,8,9,17,8,4,11,8,8,2,7,4,5,15,5,3,3,7,15,2,10,7,4,9,1,4,2,1,16,7,4,16,9,7,9,10,5,2,10,16,1,6,11,4,1,8,1,8,3,1,4,1,8,4,2,31,3,2,1,11,18,2,2,9,8,4,5,2,7,1,2,3,23,3,3,2,10,8,1,5,7,11,14,14,1,2,1,1,1,5,4,21,5,4,8,1,4,3,1,5,3,1,4,6,1,2,1,2,7,3,8,7,1,1,3,3,3,5,2,9,4,5,2,2,2,2,1,2
"GCA_949796375.1","9336","9336","Sweden",62.8794,18.4473,"Bön 1",-4.01361643075041,-0.0486932113220582,99.4,9,138.386651,NA,NA,NA,NA,0.141999995708466,684.5,10.7500000000001,13.85,87.2,29.2,215.8,0.24141936204526,31,29,17,34,16,22,23,10,22,12,15,9,1,11,4,10,14,14,10,70,1,12,16,2,14,23,2,22,2,13,7,8,13,8,4,11,8,8,2,7,3,4,14,4,3,3,7,15,2,10,7,4,9,0,3,2,1,15,7,4,12,9,9,9,10,5,2,9,14,1,5,10,4,1,8,1,8,3,1,4,1,8,4,2,31,3,2,1,10,10,2,1,8,7,4,3,2,7,1,2,3,16,3,2,2,8,8,1,4,7,10,12,5,0,2,1,1,1,5,4,21,5,4,5,1,4,2,1,4,3,1,4,6,1,2,1,2,7,3,7,7,1,1,2,3,3,4,2,8,3,5,2,2,2,2,1,1
"GCA_949796385.1","9852","9852","Spain",40.46,-3.75,"IP-Ini-0",-3.14200004411912,-2.67345396166266,99.4,18,138.592812,NA,NA,NA,NA,0.363000011444092,715.3,10.35,24.7500000000001,56.7,46.6,42.1,0.243423237562999,31,32,18,31,16,18,22,10,21,11,15,9,1,11,5,10,15,13,13,95,1,13,14,4,12,7,2,21,2,8,7,6,12,8,4,11,8,6,2,7,1,5,13,5,3,3,7,15,1,10,7,4,9,0,3,2,1,15,7,4,16,8,7,9,10,5,2,9,14,1,5,10,4,1,8,1,8,2,1,4,1,8,4,2,5,3,2,1,9,14,2,2,9,6,4,3,2,7,0,2,3,24,3,3,2,10,7,1,4,7,8,10,5,1,2,1,1,1,5,4,19,5,4,8,1,4,3,1,5,3,0,4,6,1,2,0,2,8,3,7,7,1,0,2,2,3,4,2,9,2,5,2,2,2,2,1,2
"GCA_949796415.1","9762","9762","Italy",37.69,14.98,"Etna-2",-0.0103673834844751,-2.59644223520842,99.4,8,140.096025,16.4,15,6.4,32,0.342000007629395,595.2,2.85000000000002,16.15,145.9,49.4,90.1,0.243777344860427,31,28,16,33,15,15,22,9,21,11,15,10,1,11,4,10,12,13,10,79,1,13,17,5,15,43,2,22,2,11,7,9,11,8,2,11,8,6,2,7,3,5,10,5,3,3,7,14,0,10,7,4,9,0,4,2,0,16,5,3,14,8,6,9,10,5,2,8,13,1,5,11,4,1,8,1,8,3,1,4,1,8,4,1,17,2,2,1,10,17,2,2,9,8,4,4,2,7,1,2,3,23,3,3,2,9,8,1,5,6,8,11,5,1,2,1,1,1,5,4,20,5,4,8,0,4,2,1,5,3,1,4,6,1,2,0,2,7,3,6,7,1,0,1,3,3,5,0,2,3,5,2,2,1,2,1,2
"GCA_949796455.1","7143","7143","Netherlands",51.0167,5.86667,"Gel-1",-4.33757980165319,1.1044743654686,99.4,15,133.038965,NA,NA,NA,NA,0.314000010490417,564.1,17.85,17.85,76,11.7,224.8,0.220964083717879,31,29,16,35,16,17,23,10,22,11,15,10,1,11,4,10,14,14,9,59,1,13,13,5,16,17,1,24,2,14,9,9,15,8,4,11,8,8,2,7,2,5,13,4,3,3,7,15,1,11,7,4,9,1,3,2,1,14,7,3,15,9,8,9,10,5,2,10,14,1,5,11,4,1,8,1,8,3,1,4,1,6,4,2,18,3,2,1,10,12,2,2,9,8,4,5,2,7,1,2,2,10,3,3,2,9,8,1,5,7,7,11,5,1,2,1,1,1,5,4,20,5,4,8,1,4,2,1,5,3,1,4,6,1,2,0,2,7,3,8,7,0,0,1,3,3,5,2,9,3,5,2,2,2,2,1,2
"GCA_949796475.1","9883","9883","Spain",42.1,-2.56,"IP-Piq-0",-4.1626173252995,-1.05682616296956,99.4,11,136.471597,20.4,15.5,6.7,15.6,0.374000000953674,548.6,10.2500000000001,16.15,92.8,27.3,146.6,0.23204040031861,30,28,16,34,16,18,22,10,21,11,16,8,1,11,5,10,15,13,10,114,1,13,18,2,15,14,1,22,2,12,7,9,15,8,4,11,8,8,2,7,2,5,14,5,3,3,7,15,1,10,7,4,9,1,3,2,0,15,6,3,16,9,8,9,10,5,2,9,12,1,4,12,4,1,8,0,8,3,1,4,1,7,4,2,16,2,2,1,10,16,2,2,9,7,4,5,1,7,1,2,3,27,3,3,2,10,8,1,5,6,9,11,5,1,2,1,1,0,5,4,22,5,4,7,0,4,2,1,5,3,1,4,6,1,2,1,2,7,3,6,7,1,0,3,2,3,4,2,9,2,5,2,2,2,2,0,2
"GCA_949796485.1","9900","9900","Spain",37.38,-6.01,"IP-Tri-0",-4.5431563106605,-2.46635876481465,99.3,10,134.330697,NA,NA,NA,NA,0.394000005722046,585.1,15.55,26.65,111.7,69,18.3,0.226651142888062,30,28,19,29,16,18,23,10,22,11,14,10,1,11,4,10,13,14,10,94,1,14,17,5,16,14,1,21,2,13,7,8,15,8,4,11,7,8,2,7,3,5,14,4,3,3,7,13,1,10,7,3,9,1,4,2,1,13,7,3,16,9,9,9,10,5,2,10,13,1,5,11,4,1,8,1,8,3,1,4,1,8,4,2,10,3,2,1,9,7,2,2,9,8,4,5,2,7,1,2,3,18,3,2,2,10,8,1,5,7,9,10,5,1,2,1,1,1,5,4,20,5,4,7,1,4,2,1,5,3,1,4,6,1,2,0,2,7,3,6,5,0,0,2,3,3,4,2,3,3,5,2,2,2,2,0,2
"GCA_949796525.1","6923","6923","United Kingdom",51.4083,-0.6383,"HR-10",-3.83045852608746,0.545147300658283,99.4,8,134.098598,NA,NA,NA,NA,0.351999998092651,458.2,7.85000000000002,16.45,78.2,16.9,155.9,0.220585803589087,31,28,17,28,16,17,21,10,21,11,16,10,1,11,4,10,15,14,9,70,1,13,19,5,14,18,2,21,2,6,10,9,14,8,4,12,8,8,2,7,3,4,13,4,3,3,7,15,1,10,7,4,9,1,3,2,1,15,5,4,15,9,10,9,10,5,2,8,14,1,4,10,4,1,8,1,8,2,1,4,1,8,4,2,10,3,2,1,10,18,2,2,9,8,4,5,1,7,1,1,3,24,3,3,2,9,7,1,5,7,9,7,5,1,2,1,1,0,5,4,18,5,4,8,1,4,2,1,5,3,1,4,6,1,2,0,2,6,3,7,7,1,0,2,3,3,4,2,2,3,5,2,2,2,2,1,1
"GCA_949796605.1","9806","9806","Germany",48.56,9.16,"Ru-2",-3.25535060543962,-3.54383892673565,99.4,11,136.184452,20.7,14.6,6.1,22.3,0.317000007629395,662.3,16.55,18.15,101,23.2,269.2,0.231747013234668,30,29,17,35,16,16,22,10,22,12,16,9,1,11,5,10,11,13,9,99,1,14,16,4,15,12,2,22,2,8,9,8,14,8,4,12,8,8,2,7,3,4,10,4,2,3,7,15,1,10,7,4,9,1,3,2,0,15,7,4,15,9,7,9,10,5,2,10,13,1,6,11,4,1,8,1,8,3,1,4,1,8,4,2,18,2,2,1,10,14,2,2,9,8,4,5,2,7,1,2,3,26,3,3,2,10,8,1,4,6,8,12,5,0,2,0,1,1,5,4,19,5,4,5,1,4,2,1,5,3,1,4,6,1,2,0,2,7,3,7,7,1,0,2,3,3,4,2,8,2,5,1,2,2,2,1,2
"GCA_949796635.1","8285","8285","Czech Republic",49.4112,16.2815,"DraIII-1",-4.7796527219287,2.97416044474908,99.4,9,137.916722,22.7,15.3,6.1,16.2,0.266000008583069,729.7,17.05,17.05,76.3,32.9,210.4,0.24353282555541,30,31,18,33,16,13,20,10,21,11,15,10,1,11,4,10,13,13,12,65,1,11,17,4,16,14,2,24,2,12,7,8,13,8,4,11,8,7,2,7,4,5,13,4,3,3,7,15,1,10,7,4,9,1,3,2,1,15,7,2,12,9,7,9,10,5,2,9,13,1,5,12,4,1,8,1,8,3,1,4,1,8,4,2,8,3,2,1,9,10,2,2,9,8,4,5,1,7,1,2,3,17,3,3,2,9,8,1,5,7,11,11,5,1,2,1,1,1,5,4,21,5,4,7,1,4,3,1,5,3,1,4,6,1,2,1,2,7,3,7,7,1,0,2,3,3,4,2,2,3,4,2,2,2,2,1,1
